Time,RobotMode,AutoToRun,ErrorStatus, ErrorCode,ErrorSource,ActualRPM1,ActualRPM2,DesiredRPM1,DesiredRPM2,ControlMode1,ControlMode2,NavXYaw,NavXRoll,NavXPitch,ShooterState,LoopTime,IsLevel,IsAutoTargeting,LeftMotorOutput,RightMotorOutput,IsHaloDrive,NavXVelocityX,NavXVelocityY,NavXVelocityZ,NavXDisplacementX,NavXDisplacementY,NavXDisplacementZ,NavXAccelerationX,NavXAccelerationY,NavXAccelerationZ,AutoDefendState,AngeMotorState,Photoeye,VisionXOutput
07:51:43.332 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.010000,1.060000,1.640000,0.000000,103.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,0.002000,0.000000,0.000000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:43.432 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.010000,1.060000,1.640000,0.000000,100.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,0.001000,-0.001000,0.004000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:43.532 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.010000,1.060000,1.640000,0.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,0.000000,-0.002000,0.002000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:43.632 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.010000,1.060000,1.630000,0.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,0.000000,0.000000,0.005000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:43.732 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.010000,1.060000,1.630000,0.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,-0.004000,0.000000,0.007000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:43.832 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.010000,1.060000,1.620000,0.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,0.000000,0.000000,0.007000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:43.932 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,1.060000,1.630000,0.000000,103.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,0.000000,0.000000,0.000000,FlatInitial,ResetBack,0,0.096875,0.000000
07:51:44.032 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.010000,1.050000,1.620000,0.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,0.002000,0.003000,-0.003000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:44.132 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.010000,1.060000,1.630000,0.000000,100.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,0.000000,-0.001000,0.002000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:44.232 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.010000,1.060000,1.630000,0.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,0.001000,0.000000,0.003000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:44.332 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.010000,1.060000,1.630000,0.000000,100.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,0.001000,0.000000,0.003000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:44.432 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.010000,1.060000,1.630000,0.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,0.000000,0.000000,0.005000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:44.532 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.010000,1.060000,1.630000,0.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,-0.002000,0.000000,0.005000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:44.633 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.010000,1.050000,1.630000,0.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,0.000000,0.000000,0.004000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:44.735 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.010000,1.050000,1.630000,0.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,0.001000,0.000000,0.004000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:44.835 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.010000,1.050000,1.630000,0.000000,106.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,0.003000,0.000000,0.000000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:44.936 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.010000,1.060000,1.630000,0.000000,104.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,0.000000,-0.001000,0.000000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:45.037 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.010000,1.050000,1.620000,0.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,0.000000,0.000000,0.001000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:45.138 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.010000,1.050000,1.630000,0.000000,100.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,-0.001000,0.000000,-0.001000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:45.240 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.010000,1.050000,1.630000,0.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,0.000000,-0.001000,0.002000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:45.345 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.010000,1.050000,1.630000,0.000000,104.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,-0.001000,-0.001000,-0.001000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:45.445 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.010000,1.050000,1.630000,0.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,-0.001000,-0.001000,-0.001000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:45.545 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.010000,1.050000,1.630000,0.000000,100.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,0.000000,-0.001000,0.001000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:45.646 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.010000,1.050000,1.630000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,0.000000,-0.001000,0.001000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:45.748 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.010000,1.050000,1.640000,1.000000,103.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,0.001000,0.000000,0.001000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:45.849 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.010000,1.060000,1.640000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,0.000000,-0.001000,0.004000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:45.949 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.010000,1.060000,1.640000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,0.000000,-0.001000,0.000000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:46.050 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.010000,1.050000,1.640000,1.000000,105.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,0.002000,0.001000,0.000000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:46.150 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.010000,1.050000,1.630000,1.000000,103.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,0.002000,0.001000,0.000000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:46.250 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.010000,1.050000,1.640000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,-0.001000,-0.001000,0.007000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:46.350 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.010000,1.050000,1.630000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,-0.003000,0.000000,0.004000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:46.451 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.010000,1.060000,1.640000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,0.000000,0.000000,0.001000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:46.552 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.020000,1.050000,1.630000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,0.002000,-0.004000,0.003000,FlatInitial,ResetBack,0,0.096875,-0.020000
07:51:46.652 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.020000,1.060000,1.640000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,0.002000,-0.004000,0.003000,FlatInitial,ResetBack,0,0.096875,-0.020000
07:51:46.753 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.010000,1.060000,1.640000,1.000000,103.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,-0.002000,-0.001000,0.005000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:46.853 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.010000,1.060000,1.640000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,0.000000,-0.001000,0.003000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:46.953 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.010000,1.050000,1.630000,1.000000,105.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,0.000000,0.000000,0.005000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:47.053 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.010000,1.050000,1.630000,1.000000,103.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,0.000000,0.000000,0.004000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:47.153 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.010000,1.050000,1.630000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,0.000000,0.000000,0.004000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:47.253 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.010000,1.050000,1.630000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,0.001000,0.000000,0.004000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:47.353 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.010000,1.050000,1.630000,1.000000,108.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,0.000000,0.003000,0.004000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:47.453 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.010000,1.050000,1.630000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,0.000000,0.000000,0.002000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:47.554 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.010000,1.060000,1.640000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,0.001000,0.002000,0.004000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:47.655 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.010000,1.060000,1.640000,1.000000,103.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,0.000000,0.000000,0.001000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:47.755 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.010000,1.050000,1.640000,1.000000,103.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,0.000000,0.000000,0.003000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:47.856 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.010000,1.050000,1.630000,1.000000,113.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,0.001000,-0.003000,0.000000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:47.956 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.010000,1.050000,1.630000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,0.000000,-0.004000,0.004000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:48.057 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.010000,1.050000,1.630000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,0.000000,0.000000,0.004000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:48.157 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.010000,1.050000,1.630000,1.000000,109.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,0.001000,0.000000,0.000000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:48.258 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.010000,1.050000,1.630000,1.000000,105.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,0.000000,-0.001000,0.004000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:48.358 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.010000,1.050000,1.630000,1.000000,123.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,0.000000,0.000000,0.002000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:48.458 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.010000,1.050000,1.620000,1.000000,106.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,0.000000,0.002000,0.000000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:48.558 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.010000,1.050000,1.630000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,0.000000,0.000000,0.006000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:48.658 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.010000,1.050000,1.630000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,0.000000,-0.001000,0.004000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:48.758 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.010000,1.050000,1.630000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,0.000000,0.000000,0.000000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:48.859 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.010000,1.050000,1.620000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,0.002000,-0.002000,0.000000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:48.959 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.010000,1.050000,1.620000,1.000000,109.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,-0.001000,-0.001000,0.000000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:49.062 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.010000,1.050000,1.620000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,-0.001000,0.001000,0.000000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:49.162 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.010000,1.050000,1.620000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,0.001000,0.000000,0.003000,FlatInitial,ResetBack,0,0.096875,-0.010000
07:51:49.263 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.010000,1.050000,1.630000,1.000000,103.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,4.218521,46.498154,0.000000,0.000000,0.000000,0.003000,FlatInitial,ResetBack,0,0.096875,-0.010000
