Time,RobotMode,AutoToRun,ErrorStatus, ErrorCode,ErrorSource,ActualRPM1,ActualRPM2,DesiredRPM1,DesiredRPM2,ControlMode1,ControlMode2,NavXYaw,NavXRoll,NavXPitch,ShooterState,LoopTime,IsLevel,IsAutoTargeting,LeftMotorOutput,RightMotorOutput,IsHaloDrive,NavXVelocityX,NavXVelocityY,NavXVelocityZ,NavXDisplacementX,NavXDisplacementY,NavXDisplacementZ,NavXAccelerationX,NavXAccelerationY,NavXAccelerationZ,AutoDefendState,AngeMotorState,Photoeye,VisionXOutput
07:18:23.548 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,1.040000,2.070000,0.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,36.280731,16.321930,0.000000,0.000000,0.002000,0.007000,FlatInitial,ResetBack,0,0.000000
07:18:23.648 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,1.040000,2.070000,0.000000,103.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,36.280731,16.321930,0.000000,0.000000,0.000000,0.004000,FlatInitial,ResetBack,0,0.000000
07:18:23.749 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,1.040000,2.070000,0.000000,104.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,36.280731,16.321930,0.000000,-0.002000,0.001000,0.006000,FlatInitial,ResetBack,0,0.000000
07:18:23.850 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,1.040000,2.070000,0.000000,104.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,36.280731,16.321930,0.000000,0.001000,-0.001000,0.004000,FlatInitial,ResetBack,0,0.000000
07:18:23.951 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,1.040000,2.060000,0.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,36.280731,16.321930,0.000000,0.001000,0.001000,0.005000,FlatInitial,ResetBack,0,0.000000
07:18:24.052 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,1.040000,2.060000,0.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,36.280731,16.321930,0.000000,0.000000,0.000000,0.006000,FlatInitial,ResetBack,0,0.000000
07:18:24.152 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.010000,1.040000,2.060000,0.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,36.280731,16.321930,0.000000,0.000000,-0.001000,0.004000,FlatInitial,ResetBack,0,0.000000
07:18:24.252 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.010000,1.050000,2.060000,0.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,36.280731,16.321930,0.000000,-0.001000,0.000000,0.005000,FlatInitial,ResetBack,0,0.000000
07:18:24.353 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.010000,1.050000,2.060000,0.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,36.280731,16.321930,0.000000,0.000000,0.001000,0.007000,FlatInitial,ResetBack,0,0.000000
07:18:24.453 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.010000,1.050000,2.060000,0.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,36.280731,16.321930,0.000000,0.000000,-0.001000,0.006000,FlatInitial,ResetBack,0,0.000000
07:18:24.553 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.010000,1.050000,2.060000,0.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,36.280731,16.321930,0.000000,-0.001000,0.000000,0.003000,FlatInitial,ResetBack,0,0.000000
07:18:24.653 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.010000,1.050000,2.060000,0.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,36.280731,16.321930,0.000000,0.000000,-0.003000,0.008000,FlatInitial,ResetBack,0,0.000000
07:18:24.754 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.010000,1.050000,2.060000,0.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,36.280731,16.321930,0.000000,0.003000,0.000000,0.006000,FlatInitial,ResetBack,0,0.000000
07:18:24.854 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.010000,1.050000,2.060000,0.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,36.280731,16.321930,0.000000,-0.001000,-0.002000,0.004000,FlatInitial,ResetBack,0,0.000000
07:18:24.954 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.010000,1.050000,2.060000,0.000000,104.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,36.280731,16.321930,0.000000,0.001000,0.000000,0.004000,FlatInitial,ResetBack,0,0.000000
07:18:25.054 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.010000,1.050000,2.060000,0.000000,104.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,36.280731,16.321930,0.000000,0.000000,0.000000,0.003000,FlatInitial,ResetBack,0,0.000000
07:18:25.154 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.010000,1.050000,2.060000,0.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,36.280731,16.321930,0.000000,0.000000,0.000000,0.009000,FlatInitial,ResetBack,0,0.000000
07:18:25.254 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.010000,1.050000,2.060000,0.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,36.280731,16.321930,0.000000,0.000000,0.001000,0.002000,FlatInitial,ResetBack,0,0.000000
07:18:25.354 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.010000,1.050000,2.060000,0.000000,107.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,36.280731,16.321930,0.000000,-0.001000,-0.001000,0.003000,FlatInitial,ResetBack,0,0.000000
07:18:25.454 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.010000,1.040000,2.060000,0.000000,108.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,36.280731,16.321930,0.000000,0.001000,-0.001000,0.002000,FlatInitial,ResetBack,0,0.000000
07:18:25.554 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.020000,1.040000,2.060000,0.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,36.280731,16.321930,0.000000,0.000000,-0.002000,0.010000,FlatInitial,ResetBack,0,0.000000
07:18:25.654 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.020000,1.040000,2.060000,0.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,36.280731,16.321930,0.000000,0.001000,0.001000,0.002000,FlatInitial,ResetBack,0,0.000000
07:18:25.754 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.020000,1.040000,2.060000,0.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,36.280731,16.321930,0.000000,0.000000,0.001000,0.000000,FlatInitial,ResetBack,0,0.000000
07:18:25.854 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.020000,1.040000,2.060000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,36.280731,16.321930,0.000000,0.000000,-0.001000,0.007000,FlatInitial,ResetBack,0,0.000000
07:18:25.954 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.020000,1.040000,2.050000,1.000000,103.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,36.280731,16.321930,0.000000,0.002000,0.001000,0.005000,FlatInitial,ResetBack,0,0.000000
07:18:26.055 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.020000,1.040000,2.060000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,36.280731,16.321930,0.000000,0.000000,-0.001000,0.005000,FlatInitial,ResetBack,0,0.000000
07:18:26.156 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,4.687500,-6000.000000,-6000.000000,Speed,Speed,-0.050000,1.050000,1.980000,1.000000,109.000000,1,0,-0.000000,0.000000,1,0.011185,-0.028107,0.000000,36.281097,16.321442,0.000000,-0.082000,0.051000,-0.047000,FlatInitial,ResetBack,0,0.000000
07:18:26.257 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-2277.978516,898.242187,-6000.000000,-6000.000000,Speed,Speed,-0.360000,1.160000,1.820000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.024872,-0.035706,0.000000,36.282089,16.319946,0.000000,-0.022000,0.029000,0.142000,FlatInitial,ResetBack,0,0.000000
07:18:26.356 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-2277.978516,2449.951172,-6000.000000,-6000.000000,Speed,Speed,-0.620000,1.060000,1.700000,1.000000,100.000000,1,0,-0.000000,0.000000,1,0.007874,-0.018250,0.000000,36.282639,16.319046,0.000000,-0.116000,0.023000,0.053000,FlatInitial,ResetBack,0,0.000000
07:18:26.456 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-3875.097656,4126.171875,-6000.000000,-6000.000000,Speed,Speed,-0.610000,1.020000,1.510000,1.000000,101.000000,1,0,-0.000000,0.000000,1,-0.021820,0.000870,0.000000,36.281693,16.318375,0.000000,-0.038000,0.078000,0.079000,FlatInitial,ResetBack,0,0.000000
07:18:26.558 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-4928.906250,5340.820312,-6000.000000,-6000.000000,Speed,Speed,-0.520000,1.000000,1.340000,1.000000,101.000000,1,0,-0.000000,0.000000,1,-0.001587,0.000702,0.000000,36.281006,16.318863,0.000000,0.032000,-0.072000,0.171000,FlatInitial,ResetBack,0,0.000000
07:18:26.660 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5739.257812,5896.289062,-6000.000000,-6000.000000,Speed,Speed,-0.470000,0.970000,1.510000,1.000000,102.000000,1,0,-0.000000,0.000000,1,-0.005402,-0.079758,0.000000,36.281265,16.316559,0.000000,-0.021000,-0.023000,-0.024000,FlatInitial,ResetBack,0,0.000000
07:18:26.761 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6006.445312,6031.054688,-6000.000000,-6000.000000,Speed,Speed,-0.470000,0.940000,1.630000,1.000000,101.000000,1,0,-0.000000,0.000000,1,-0.031311,-0.079056,0.000000,36.279922,16.311554,0.000000,-0.034000,0.026000,0.045000,FlatInitial,ResetBack,0,0.000000
07:18:26.861 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6052.148438,6040.429688,-6000.000000,-6000.000000,Speed,Speed,-0.510000,0.970000,1.820000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,-0.059601,0.000000,36.279175,16.309021,0.000000,0.017000,-0.024000,0.081000,FlatInitial,ResetBack,0,0.000000
07:18:26.962 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6043.945312,6031.640625,-6000.000000,-6000.000000,Speed,Speed,-0.520000,1.050000,1.790000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.017731,-0.001144,0.000000,36.279572,16.308380,0.000000,0.050000,-0.029000,0.113000,FlatInitial,ResetBack,0,0.000000
07:18:27.062 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6030.468750,6019.335938,-6000.000000,-6000.000000,Speed,Speed,-0.500000,1.110000,1.620000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.072983,-0.026962,0.000000,36.282578,16.307404,0.000000,0.027000,0.044000,0.139000,FlatInitial,ResetBack,0,0.000000
07:18:27.162 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6019.335938,6011.718750,-6000.000000,-6000.000000,Speed,Speed,-0.500000,1.160000,1.500000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,36.285049,16.306747,0.000000,0.004000,-0.011000,0.174000,FlatInitial,ResetBack,0,0.000000
07:18:27.262 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6014.062500,6008.789062,-6000.000000,-6000.000000,Speed,Speed,-0.510000,1.140000,1.270000,1.000000,102.000000,1,0,-0.000000,0.000000,1,-0.002197,-0.030396,0.000000,36.284882,16.305832,0.000000,-0.008000,-0.037000,0.165000,FlatInitial,ResetBack,0,0.000000
07:18:27.363 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6011.718750,6008.203125,-6000.000000,-6000.000000,Speed,Speed,-0.510000,1.130000,1.040000,1.000000,102.000000,1,0,-0.000000,0.000000,1,-0.021683,-0.030701,0.000000,36.284271,16.304153,0.000000,-0.013000,0.003000,0.169000,FlatInitial,ResetBack,0,0.000000
07:18:27.463 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6007.617188,6008.789062,-6000.000000,-6000.000000,Speed,Speed,-0.510000,1.070000,0.800000,1.000000,115.000000,1,0,-0.000000,0.000000,1,-0.047195,-0.010895,0.000000,36.282471,16.303955,0.000000,-0.035000,-0.023000,0.185000,FlatInitial,ResetBack,0,0.000000
07:18:27.563 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6007.031250,6008.203125,-6000.000000,-6000.000000,Speed,Speed,-0.510000,1.030000,0.570000,1.000000,102.000000,1,0,-0.000000,0.000000,1,-0.069733,0.005798,0.000000,36.279434,16.303665,0.000000,-0.054000,0.029000,0.221000,FlatInitial,ResetBack,0,0.000000
07:18:27.665 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6005.859375,6004.687500,-6000.000000,-6000.000000,Speed,Speed,-0.510000,0.940000,0.460000,1.000000,102.000000,1,0,-0.000000,0.000000,1,-0.108810,0.006912,0.000000,36.274704,16.304062,0.000000,-0.036000,0.009000,0.221000,FlatInitial,ResetBack,0,0.000000
07:18:27.765 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6004.687500,6002.929688,-6000.000000,-6000.000000,Speed,Speed,-0.520000,0.850000,0.350000,1.000000,106.000000,1,0,-0.000000,0.000000,1,-0.108810,0.006912,0.000000,36.274704,16.304062,0.000000,-0.036000,0.009000,0.221000,FlatInitial,ResetBack,0,0.000000
07:18:27.865 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6002.929688,6002.343750,-6000.000000,-6000.000000,Speed,Speed,-0.520000,0.820000,0.290000,1.000000,100.000000,1,0,-0.000000,0.000000,1,-0.228378,0.097183,0.000000,36.254730,16.310318,0.000000,-0.057000,0.036000,0.180000,FlatInitial,ResetBack,0,0.000000
07:18:27.966 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6002.929688,6004.687500,-6000.000000,-6000.000000,Speed,Speed,-0.520000,0.730000,0.310000,1.000000,100.000000,1,0,-0.000000,0.000000,1,-0.273087,0.131439,0.000000,36.244492,16.315033,0.000000,-0.041000,0.036000,0.158000,FlatInitial,ResetBack,0,0.000000
07:18:28.067 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6001.757812,6008.203125,-6000.000000,-6000.000000,Speed,Speed,-0.510000,0.680000,0.330000,1.000000,101.000000,1,0,-0.000000,0.000000,1,-0.325607,0.184235,0.000000,36.229324,16.323257,0.000000,-0.046000,0.041000,0.158000,FlatInitial,ResetBack,0,0.000000
07:18:28.170 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6001.757812,6011.718750,-6000.000000,-6000.000000,Speed,Speed,-0.510000,0.630000,0.430000,1.000000,101.000000,1,0,-0.000000,0.000000,1,-0.377655,0.229767,0.000000,36.211456,16.333755,0.000000,-0.046000,0.041000,0.158000,FlatInitial,ResetBack,0,0.000000
07:18:28.271 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6004.101562,6007.031250,-6000.000000,-6000.000000,Speed,Speed,-0.520000,0.570000,0.560000,1.000000,100.000000,1,0,-0.000000,0.000000,1,-0.432587,0.290985,0.000000,36.186935,16.349701,0.000000,-0.042000,0.053000,0.140000,FlatInitial,ResetBack,0,0.000000
07:18:28.371 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6004.101562,6004.687500,-6000.000000,-6000.000000,Speed,Speed,-0.520000,0.520000,0.720000,1.000000,100.000000,1,0,-0.000000,0.000000,1,-0.478317,0.322906,0.000000,36.164032,16.365417,0.000000,-0.048000,0.041000,0.105000,FlatInitial,ResetBack,0,0.000000
07:18:28.472 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6001.171875,6004.101562,-6000.000000,-6000.000000,Speed,Speed,-0.510000,0.480000,0.820000,1.000000,101.000000,1,0,-0.000000,0.000000,1,-0.533707,0.361221,0.000000,36.143463,16.379288,0.000000,-0.064000,0.027000,0.139000,FlatInitial,ResetBack,0,0.000000
07:18:28.572 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6000.585938,6006.445312,-6000.000000,-6000.000000,Speed,Speed,-0.520000,0.460000,0.970000,1.000000,102.000000,1,0,-0.000000,0.000000,1,-0.593262,0.382416,0.000000,36.115005,16.398117,0.000000,-0.061000,-0.004000,0.138000,FlatInitial,ResetBack,0,0.000000
07:18:28.673 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6001.171875,6011.718750,-6000.000000,-6000.000000,Speed,Speed,-0.510000,0.440000,1.130000,1.000000,100.000000,1,0,-0.000000,0.000000,1,-0.640167,0.019058,0.000000,36.083939,16.398621,0.000000,-0.027000,0.050000,0.053000,FlatInitial,ResetBack,0,0.000000
07:18:28.774 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6001.757812,6011.132812,-6000.000000,-6000.000000,Speed,Speed,-0.510000,0.450000,1.330000,1.000000,100.000000,1,0,-0.000000,0.000000,1,-0.699829,0.004303,0.000000,36.043640,16.399200,0.000000,-0.048000,0.011000,0.061000,FlatInitial,ResetBack,0,0.000000
07:18:28.874 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6001.171875,6006.445312,-6000.000000,-6000.000000,Speed,Speed,-0.510000,0.450000,1.480000,1.000000,100.000000,1,0,-0.000000,0.000000,1,-0.736130,0.016876,0.000000,36.014709,16.399658,0.000000,-0.037000,0.011000,0.041000,FlatInitial,ResetBack,0,0.000000
07:18:28.975 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6005.273438,6004.687500,-6000.000000,-6000.000000,Speed,Speed,-0.510000,0.480000,1.630000,1.000000,102.000000,1,0,-0.000000,0.000000,1,-0.783691,0.006165,0.000000,35.976578,16.400192,0.000000,-0.034000,0.023000,0.022000,FlatInitial,ResetBack,0,0.000000
07:18:29.075 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6009.960938,6004.687500,-6000.000000,-6000.000000,Speed,Speed,-0.510000,0.500000,1.820000,1.000000,102.000000,1,0,-0.000000,0.000000,1,-0.843369,0.019730,0.000000,35.927597,16.401001,0.000000,-0.079000,0.032000,-0.009000,FlatInitial,ResetBack,0,0.000000
07:18:29.180 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6009.375000,6002.929688,-6000.000000,-6000.000000,Speed,Speed,-0.510000,0.520000,2.070000,1.000000,101.000000,1,0,-0.000000,0.000000,1,-0.916702,0.000000,0.000000,35.874359,16.402557,0.000000,-0.079000,0.032000,-0.009000,FlatInitial,ResetBack,0,0.000000
07:18:29.280 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6003.515625,6002.343750,-6000.000000,-6000.000000,Speed,Speed,-0.510000,0.550000,2.170000,1.000000,100.000000,1,0,-0.000000,0.000000,1,-0.949951,0.010101,0.000000,35.846222,16.402695,0.000000,-0.056000,0.020000,-0.022000,FlatInitial,ResetBack,0,0.000000
07:18:29.380 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6004.687500,6004.101562,-6000.000000,-6000.000000,Speed,Speed,-0.500000,0.590000,2.370000,1.000000,101.000000,1,0,-0.000000,0.000000,1,-1.010483,0.039734,0.000000,35.796997,16.404114,0.000000,-0.073000,0.034000,-0.053000,FlatInitial,ResetBack,0,0.000000
07:18:29.480 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6007.617188,6006.445312,-6000.000000,-6000.000000,Speed,Speed,-0.500000,0.630000,2.550000,1.000000,103.000000,1,0,-0.000000,0.000000,1,-1.105347,0.088379,0.000000,35.722443,16.408646,0.000000,-0.049000,0.066000,-0.025000,FlatInitial,ResetBack,0,0.000000
07:18:29.581 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6005.273438,6012.304688,-6000.000000,-6000.000000,Speed,Speed,-0.520000,0.680000,2.740000,1.000000,107.000000,1,0,-0.000000,0.000000,1,-1.153885,0.144226,0.000000,35.665741,16.414856,0.000000,-0.057000,0.034000,-0.026000,FlatInitial,ResetBack,0,0.000000
07:18:29.681 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6004.101562,6009.375000,-6000.000000,-6000.000000,Speed,Speed,-0.500000,0.740000,2.820000,1.000000,103.000000,1,0,-0.000000,0.000000,1,-1.206802,0.169800,0.000000,35.606369,16.422867,0.000000,-0.057000,0.034000,-0.026000,FlatInitial,ResetBack,0,0.000000
