Time,RobotMode,AutoToRun,ErrorStatus, ErrorCode,ErrorSource,ActualRPM1,ActualRPM2,DesiredRPM1,DesiredRPM2,ControlMode1,ControlMode2,NavXYaw,NavXRoll,NavXPitch,ShooterState,LoopTime,IsLevel,IsAutoTargeting,LeftMotorOutput,RightMotorOutput,IsHaloDrive,NavXVelocityX,NavXVelocityY,NavXVelocityZ,NavXDisplacementX,NavXDisplacementY,NavXDisplacementZ,NavXAccelerationX,NavXAccelerationY,NavXAccelerationZ,AutoDefendState,AngeMotorState,Photoeye,VisionXOutput
07:14:08.311 PM 02/18/2016,Teleop Enabled,0,TRUE,91,Variant To Data in WPI_DigitalInputRefNum Registry Get.vi->Periodic Tasks.vi->Robot Main.vi,-3.515625,10.400391,-6000.000000,-6000.000000,Speed,Speed,-0.060000,1.060000,1.490000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,-0.002609,0.000000,8.910522,11.640656,0.000000,0.008000,-0.029000,-0.006000,FlatInitial,ResetBack,0,-0.184375
07:14:08.411 PM 02/18/2016,Teleop Enabled,0,TRUE,-44007,<LOCATION>WPI_DigitalInputRefNum Registry Get.vi<CALLSTACK>WPI_DigitalInputRefNum Registry Get.vi< <Periodic Tasks.vi< <Robot Main.vi,-872.167969,1022.900391,-6000.000000,-6000.000000,Speed,Speed,-0.060000,1.080000,1.440000,1.000000,102.000000,1,0,-0.000000,0.000000,1,-0.010483,-0.015900,0.000000,8.910004,11.640076,0.000000,0.011000,-0.016000,-0.026000,FlatInitial,ResetBack,0,-0.184375
07:14:08.514 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-2799.755859,2940.087891,-6000.000000,-6000.000000,Speed,Speed,-0.070000,1.050000,1.390000,1.000000,100.000000,1,0,-0.000000,0.000000,1,-0.029510,-0.018616,0.000000,8.909134,11.639526,0.000000,-0.016000,-0.007000,-0.002000,FlatInitial,ResetBack,0,-0.184375
07:14:08.612 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-4411.523438,4251.855469,-6000.000000,-6000.000000,Speed,Speed,-0.050000,1.050000,1.380000,1.000000,100.000000,1,0,-0.000000,0.000000,1,-0.049454,-0.022629,0.000000,8.907028,11.638458,0.000000,0.025000,0.193000,-0.060000,FlatInitial,ResetBack,0,-0.184375
07:14:08.712 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5506.640625,5456.250000,-6000.000000,-6000.000000,Speed,Speed,-0.070000,1.080000,1.440000,1.000000,102.000000,1,0,-0.000000,0.000000,1,-0.025558,-0.009933,0.000000,8.904800,11.637924,0.000000,0.126000,0.098000,0.110000,FlatInitial,ResetBack,0,-0.184375
07:14:08.815 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5965.429688,5951.953125,-6000.000000,-6000.000000,Speed,Speed,-0.080000,1.040000,1.680000,1.000000,103.000000,1,0,-0.000000,0.000000,1,0.070374,0.047363,0.000000,8.906845,11.639679,0.000000,0.070000,0.059000,0.221000,FlatInitial,ResetBack,0,-0.184375
07:14:08.916 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6058.593750,6021.093750,-6000.000000,-6000.000000,Speed,Speed,-0.060000,1.060000,1.820000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.132812,0.029907,0.000000,8.911240,11.641663,0.000000,0.101000,-0.064000,0.277000,FlatInitial,ResetBack,0,-0.184375
07:14:09.016 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6066.796875,6000.585938,-6000.000000,-6000.000000,Speed,Speed,-0.080000,1.090000,1.660000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.207977,-0.057449,0.000000,8.920319,11.640717,0.000000,0.077000,-0.138000,0.206000,FlatInitial,ResetBack,0,-0.184375
07:14:09.119 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6043.359375,5979.492188,-6000.000000,-6000.000000,Speed,Speed,-0.070000,1.050000,1.520000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.267578,-0.159149,0.000000,8.930115,11.635818,0.000000,0.061000,-0.105000,0.115000,FlatInitial,ResetBack,0,-0.184375
07:14:09.220 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6024.023438,5974.218750,-6000.000000,-6000.000000,Speed,Speed,-0.070000,0.990000,1.380000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.344330,-0.289825,0.000000,8.948746,11.621597,0.000000,0.078000,-0.085000,0.187000,FlatInitial,ResetBack,0,-0.184375
