Time,RobotMode,AutoToRun,ErrorStatus, ErrorCode,ErrorSource,ActualRPM1,ActualRPM2,DesiredRPM1,DesiredRPM2,ControlMode1,ControlMode2,NavXYaw,NavXRoll,NavXPitch,ShooterState,LoopTime,IsLevel,IsAutoTargeting,LeftMotorOutput,RightMotorOutput,IsHaloDrive,NavXVelocityX,NavXVelocityY,NavXVelocityZ,NavXDisplacementX,NavXDisplacementY,NavXDisplacementZ,NavXAccelerationX,NavXAccelerationY,NavXAccelerationZ,AutoDefendState,AngeMotorState,Photoeye,VisionXOutput
07:47:33.059 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5998.242188,5991.796875,-6000.000000,-6000.000000,Speed,Speed,-97.980000,0.730000,1.050000,1.000000,100.000000,1,0,-0.000000,0.000000,1,0.014999,0.000000,0.000000,27.450363,18.717163,0.000000,0.058000,0.018000,0.207000,FlatInitial,Hold,0,-0.828125,-97.980000
07:47:33.159 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5998.242188,5995.312500,-6000.000000,-6000.000000,Speed,Speed,-97.980000,0.670000,1.110000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.056015,0.019958,0.000000,27.452454,18.717758,0.000000,0.024000,0.033000,0.189000,FlatInitial,Hold,0,-0.828125,-97.980000
07:47:33.260 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5997.656250,6000.000000,-6000.000000,-6000.000000,Speed,Speed,-97.960000,0.660000,1.240000,1.000000,105.000000,1,0,-0.000000,0.000000,1,0.083923,0.051361,0.000000,27.455948,18.719681,0.000000,0.033000,0.035000,0.202000,FlatInitial,Hold,0,-0.828125,-97.960000
07:47:33.362 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5995.898438,6004.101562,-6000.000000,-6000.000000,Speed,Speed,-97.970000,0.620000,1.330000,1.000000,104.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,27.458893,18.720245,0.000000,0.007000,0.015000,0.183000,FlatInitial,Hold,0,-0.828125,-97.970000
07:47:33.464 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5993.554688,6005.859375,-6000.000000,-6000.000000,Speed,Speed,-97.970000,0.590000,1.470000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.020889,0.025955,0.000000,27.459488,18.720901,0.000000,0.012000,0.011000,0.258000,FlatInitial,Hold,0,-0.828125,-97.970000
07:47:33.564 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5995.898438,6002.343750,-6000.000000,-6000.000000,Speed,Speed,-97.970000,0.480000,1.660000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.039871,0.002762,0.000000,27.461395,18.721222,0.000000,0.014000,0.027000,0.202000,FlatInitial,Hold,0,-0.828125,-97.970000
07:47:33.665 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5995.312500,6001.171875,-6000.000000,-6000.000000,Speed,Speed,-97.970000,0.430000,1.760000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.056335,0.014359,0.000000,27.463226,18.721603,0.000000,-0.012000,0.016000,0.184000,FlatInitial,Hold,0,-0.828125,-97.970000
07:47:33.766 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5997.656250,6001.171875,-6000.000000,-6000.000000,Speed,Speed,-97.970000,0.360000,1.950000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.070099,0.009460,0.000000,27.467361,18.721848,0.000000,0.010000,0.010000,0.191000,FlatInitial,Hold,0,-0.828125,-97.970000
07:47:33.869 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5998.242188,6001.171875,-6000.000000,-6000.000000,Speed,Speed,-97.970000,0.300000,2.100000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.081955,0.000000,0.000000,27.471420,18.721954,0.000000,-0.007000,0.009000,0.196000,FlatInitial,Hold,0,-0.828125,-97.970000
07:47:33.970 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5997.656250,6001.171875,-6000.000000,-6000.000000,Speed,Speed,-97.960000,0.260000,2.300000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.082169,0.008392,0.000000,27.473801,18.722137,0.000000,0.035000,0.000000,0.202000,FlatInitial,Hold,0,-0.828125,-97.960000
07:47:34.070 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5998.828125,5998.828125,-6000.000000,-6000.000000,Speed,Speed,-97.960000,0.200000,2.500000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.007492,0.000000,27.476501,18.722260,0.000000,0.050000,0.030000,0.183000,FlatInitial,Hold,0,-0.828125,-97.960000
07:47:34.171 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5998.242188,5995.898438,-6000.000000,-6000.000000,Speed,Speed,-97.970000,0.160000,2.690000,1.000000,100.000000,1,0,-0.000000,0.000000,1,0.008560,0.021469,0.000000,27.476578,18.722855,0.000000,0.032000,0.035000,0.184000,FlatInitial,Hold,0,-0.828125,-97.970000
07:47:34.271 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6000.585938,5993.554688,-6000.000000,-6000.000000,Speed,Speed,-97.970000,0.110000,2.780000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.031494,0.003235,0.000000,27.477585,18.723495,0.000000,0.048000,0.001000,0.235000,FlatInitial,Hold,0,-0.828125,-97.970000
07:47:34.372 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6002.929688,5994.726562,-6000.000000,-6000.000000,Speed,Speed,-97.960000,0.060000,2.810000,1.000000,100.000000,1,0,-0.000000,0.000000,1,0.117432,0.051727,0.000000,27.483994,18.725677,0.000000,0.086000,0.042000,0.229000,FlatInitial,Hold,0,-0.828125,-97.960000
07:47:34.477 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6003.515625,5997.070312,-6000.000000,-6000.000000,Speed,Speed,-97.970000,0.040000,2.890000,1.000000,106.000000,1,0,-0.000000,0.000000,1,0.141129,0.065170,0.000000,27.488037,18.727524,0.000000,0.041000,0.027000,0.184000,FlatInitial,Hold,0,-0.828125,-97.970000
07:47:34.580 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6007.617188,6000.585938,-6000.000000,-6000.000000,Speed,Speed,-97.970000,0.030000,2.910000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.206329,0.094696,0.000000,27.497101,18.731735,0.000000,0.083000,0.033000,0.147000,FlatInitial,Hold,0,-0.828125,-97.970000
07:47:34.683 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6008.203125,6004.101562,-6000.000000,-6000.000000,Speed,Speed,-97.960000,0.040000,2.940000,1.000000,100.000000,1,0,-0.000000,0.000000,1,0.310791,0.138504,0.000000,27.512863,18.738968,0.000000,0.083000,0.021000,0.196000,FlatInitial,Hold,0,-0.828125,-97.960000
07:47:34.787 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6007.031250,6006.445312,-6000.000000,-6000.000000,Speed,Speed,-97.960000,0.050000,2.960000,1.000000,103.000000,1,0,-0.000000,0.000000,1,0.366745,0.169495,0.000000,27.526794,18.745209,0.000000,0.121000,0.042000,0.210000,FlatInitial,Hold,0,-0.828125,-97.960000
07:47:34.885 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6005.859375,6004.687500,-6000.000000,-6000.000000,Speed,Speed,-97.960000,0.040000,2.980000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.447479,0.214798,0.000000,27.551788,18.757065,0.000000,0.047000,0.016000,0.245000,FlatInitial,Hold,0,-0.828125,-97.960000
07:47:34.988 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6001.171875,6001.757812,-6000.000000,-6000.000000,Speed,Speed,-97.960000,0.050000,3.060000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.520859,0.247894,0.000000,27.581131,18.771027,0.000000,0.013000,0.029000,0.163000,FlatInitial,Hold,0,-0.828125,-97.960000
07:47:35.089 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5995.898438,5999.414062,-6000.000000,-6000.000000,Speed,Speed,-97.960000,0.060000,3.160000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.571045,0.278549,0.000000,27.603195,18.781723,0.000000,0.060000,0.039000,0.134000,FlatInitial,Hold,0,-0.828125,-97.960000
07:47:35.189 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5991.210938,5997.070312,-6000.000000,-6000.000000,Speed,Speed,-97.970000,0.080000,3.250000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.643082,0.321777,0.000000,27.639893,18.799957,0.000000,0.058000,0.039000,0.164000,FlatInitial,Hold,0,-0.828125,-97.970000
07:47:35.289 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5989.453125,5994.140625,-6000.000000,-6000.000000,Speed,Speed,-97.970000,0.070000,3.330000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.687775,0.342972,0.000000,27.666656,18.813293,0.000000,0.060000,0.033000,0.170000,FlatInitial,Hold,0,-0.828125,-97.970000
07:47:35.389 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5991.210938,5995.898438,-6000.000000,-6000.000000,Speed,Speed,-97.960000,0.090000,3.410000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.761063,0.382187,0.000000,27.703094,18.831650,0.000000,0.106000,0.026000,0.184000,FlatInitial,Hold,0,-0.828125,-97.960000
07:47:35.489 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5995.312500,5995.898438,-6000.000000,-6000.000000,Speed,Speed,-97.960000,0.090000,3.480000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.819458,0.414993,0.000000,27.743027,18.851669,0.000000,0.033000,0.036000,0.171000,FlatInitial,Hold,0,-0.828125,-97.960000
07:47:35.589 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5995.898438,5995.898438,-6000.000000,-6000.000000,Speed,Speed,-97.960000,0.090000,3.520000,1.000000,100.000000,1,0,-0.000000,0.000000,1,0.885254,0.465073,0.000000,27.786194,18.873962,0.000000,0.058000,0.048000,0.245000,FlatInitial,Hold,0,-0.828125,-97.960000
07:47:35.689 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6000.000000,5998.242188,-6000.000000,-6000.000000,Speed,Speed,-97.970000,0.080000,3.580000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.962677,0.497772,0.000000,27.841980,18.902969,0.000000,0.010000,0.016000,0.161000,FlatInitial,Hold,0,-0.828125,-97.970000
07:47:35.790 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5998.828125,6002.343750,-6000.000000,-6000.000000,Speed,Speed,-97.970000,0.060000,3.650000,1.000000,102.000000,1,0,-0.000000,0.000000,1,1.021011,0.533493,0.000000,27.892075,18.928940,0.000000,0.091000,0.043000,0.208000,FlatInitial,Hold,0,-0.828125,-97.970000
07:47:35.890 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6000.585938,6005.859375,-6000.000000,-6000.000000,Speed,Speed,-97.960000,0.070000,3.760000,1.000000,101.000000,1,0,-0.645669,0.645669,1,1.083313,0.565216,0.000000,27.955414,18.962112,0.000000,0.039000,0.000000,0.143000,FlatInitial,Hold,0,-0.828125,-97.960000
07:47:35.990 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6002.343750,6009.960938,-6000.000000,-6000.000000,Speed,Speed,-97.970000,0.070000,3.890000,1.000000,101.000000,1,0,-0.338583,0.338583,1,1.109085,0.579697,0.000000,27.988403,18.979324,0.000000,-0.163000,-0.281000,0.195000,FlatInitial,Hold,0,-0.828125,-97.970000
07:47:36.090 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5969.531250,5946.093750,-6000.000000,-6000.000000,Speed,Speed,-94.310000,-1.030000,4.530000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.928207,0.337845,0.000000,28.046783,19.005005,0.000000,0.089000,0.300000,0.161000,FlatInitial,Hold,0,-0.828125,-94.310000
07:47:36.190 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5862.304688,5854.101562,-6000.000000,-6000.000000,Speed,Speed,-86.770000,-0.840000,4.370000,1.000000,103.000000,1,0,-0.000000,0.000000,1,1.133606,0.523315,0.000000,28.098495,19.027908,0.000000,0.119000,0.061000,0.162000,FlatInitial,Hold,0,-0.828125,-86.770000
07:47:36.290 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5925.585938,5924.414062,-6000.000000,-6000.000000,Speed,Speed,-83.160000,-0.420000,3.570000,1.000000,103.000000,1,0,-0.551181,0.551181,1,1.214478,0.521332,0.000000,28.146179,19.049026,0.000000,0.034000,-0.025000,0.033000,FlatInitial,Hold,0,-0.828125,-83.160000
07:47:36.390 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6014.648438,6015.820312,-6000.000000,-6000.000000,Speed,Speed,-81.400000,-0.390000,3.760000,1.000000,105.000000,1,0,-0.551181,0.551181,1,1.061035,0.352188,0.000000,28.227554,19.081421,0.000000,-0.206000,-0.186000,-0.143000,FlatInitial,Hold,0,-0.828125,-81.400000
07:47:36.490 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5973.046875,5965.429688,-6000.000000,-6000.000000,Speed,Speed,-75.390000,-1.460000,3.950000,1.000000,101.000000,1,0,-0.370079,0.370079,1,0.901703,0.158142,0.000000,28.265915,19.090485,0.000000,-0.170000,0.016000,0.000000,FlatInitial,Hold,0,-0.828125,-75.390000
07:47:36.592 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5881.054688,5876.953125,-6000.000000,-6000.000000,Speed,Speed,-62.570000,-2.410000,4.170000,1.000000,101.000000,1,0,-0.204724,0.204724,1,0.807449,0.162689,0.000000,28.299164,19.096497,0.000000,0.008000,0.071000,-0.170000,FlatInitial,Hold,0,-0.828125,-62.570000
07:47:36.692 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5922.656250,5933.203125,-6000.000000,-6000.000000,Speed,Speed,-47.440000,-2.730000,3.760000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.829193,0.266129,0.000000,28.347305,19.109375,0.000000,0.091000,0.075000,-0.129000,FlatInitial,Hold,0,-0.828125,-47.440000
07:47:36.794 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6005.859375,6019.921875,-6000.000000,-6000.000000,Speed,Speed,-32.260000,-1.840000,2.420000,1.000000,101.000000,1,0,-0.000000,0.000000,1,1.108719,0.350739,0.000000,28.406967,19.129898,0.000000,0.175000,-0.100000,-0.024000,FlatInitial,Hold,0,-0.828125,-32.260000
07:47:36.894 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6091.992188,6090.234375,-6000.000000,-6000.000000,Speed,Speed,-25.890000,-1.410000,1.910000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.336411,0.000000,28.441650,19.143204,0.000000,-0.008000,-0.043000,-0.002000,FlatInitial,Hold,0,-0.828125,-25.890000
07:47:36.994 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6116.015625,6100.781250,-6000.000000,-6000.000000,Speed,Speed,-20.490000,-0.770000,1.490000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.091232,-0.003555,0.000000,28.443787,19.153275,0.000000,0.180000,-0.045000,0.144000,FlatInitial,Hold,0,-0.828125,-20.490000
07:47:37.095 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6097.265625,6083.789062,-6000.000000,-6000.000000,Speed,Speed,-18.950000,-0.360000,1.120000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.183075,-0.036514,0.000000,28.451538,19.152069,0.000000,0.037000,0.011000,0.100000,FlatInitial,Hold,0,-0.828125,-18.950000
07:47:37.195 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6067.382812,6057.421875,-6000.000000,-6000.000000,Speed,Speed,-18.880000,-0.170000,1.020000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.231964,0.029785,0.000000,28.462433,19.152283,0.000000,0.026000,0.015000,0.151000,FlatInitial,Hold,0,-0.828125,-18.880000
07:47:37.296 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6043.359375,6042.773438,-6000.000000,-6000.000000,Speed,Speed,-19.320000,-0.120000,1.520000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.231964,0.029785,0.000000,28.462433,19.152283,0.000000,0.026000,0.015000,0.151000,FlatInitial,Hold,0,-0.828125,-19.320000
07:47:37.397 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6018.164062,6027.539062,-6000.000000,-6000.000000,Speed,Speed,-19.190000,-0.090000,1.850000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.015762,0.104736,0.000000,28.474442,19.160172,0.000000,0.056000,-0.050000,0.177000,FlatInitial,Hold,0,-0.828125,-19.190000
07:47:37.501 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6008.789062,6016.992188,-6000.000000,-6000.000000,Speed,Speed,-19.170000,0.010000,2.100000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000916,0.003830,0.000000,28.475662,19.162964,0.000000,0.056000,-0.050000,0.177000,FlatInitial,Hold,0,-0.828125,-19.170000
07:47:37.602 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6003.515625,6007.617188,-6000.000000,-6000.000000,Speed,Speed,-19.210000,0.100000,2.340000,1.000000,103.000000,1,0,-0.000000,0.000000,1,0.035645,-0.003143,0.000000,28.476501,19.163162,0.000000,0.056000,-0.040000,0.153000,FlatInitial,Hold,0,-0.828125,-19.210000
07:47:37.702 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6001.171875,6003.515625,-6000.000000,-6000.000000,Speed,Speed,-19.180000,0.190000,2.680000,1.000000,104.000000,1,0,-0.000000,0.000000,1,0.090927,0.000000,0.000000,28.481400,19.163254,0.000000,0.056000,-0.040000,0.153000,FlatInitial,Hold,0,-0.828125,-19.180000
07:47:37.803 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6002.343750,6003.515625,-6000.000000,-6000.000000,Speed,Speed,-19.170000,0.290000,2.890000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.123383,-0.003204,0.000000,28.485947,19.163086,0.000000,0.026000,-0.024000,0.150000,FlatInitial,Hold,0,-0.828125,-19.170000
07:47:37.904 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6001.171875,6004.101562,-6000.000000,-6000.000000,Speed,Speed,-19.190000,0.400000,3.100000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.158844,-0.003357,0.000000,28.493134,19.162766,0.000000,0.053000,0.018000,0.152000,FlatInitial,Hold,0,-0.828125,-19.190000
07:47:38.005 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6002.929688,6007.031250,-6000.000000,-6000.000000,Speed,Speed,-19.190000,0.490000,3.260000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.194168,-0.006134,0.000000,28.502090,19.162643,0.000000,0.053000,0.018000,0.152000,FlatInitial,Hold,0,-0.828125,-19.190000
07:47:38.105 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6002.343750,6007.617188,-6000.000000,-6000.000000,Speed,Speed,-19.190000,0.660000,3.350000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.240219,-0.036636,0.000000,28.513138,19.161667,0.000000,0.050000,-0.048000,0.139000,FlatInitial,Hold,0,-0.828125,-19.190000
07:47:38.210 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6001.757812,6006.445312,-6000.000000,-6000.000000,Speed,Speed,-19.200000,0.780000,3.390000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.290894,-0.075821,0.000000,28.529221,19.157928,0.000000,0.053000,-0.051000,0.122000,FlatInitial,Hold,0,-0.828125,-19.200000
07:47:38.310 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6003.515625,6004.687500,-6000.000000,-6000.000000,Speed,Speed,-19.200000,0.920000,3.290000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.335434,-0.122559,0.000000,28.545181,19.152618,0.000000,0.030000,-0.057000,0.133000,FlatInitial,Hold,0,-0.828125,-19.200000
07:47:38.410 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6000.585938,6001.757812,-6000.000000,-6000.000000,Speed,Speed,-19.210000,1.050000,3.220000,1.000000,104.000000,1,0,-0.000000,0.000000,1,0.388275,-0.175079,0.000000,28.563538,19.144806,0.000000,0.042000,-0.045000,0.131000,FlatInitial,Hold,0,-0.828125,-19.210000
07:47:38.511 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6000.000000,5998.242188,-6000.000000,-6000.000000,Speed,Speed,-19.220000,1.180000,3.140000,1.000000,105.000000,1,0,-0.000000,0.000000,1,0.431229,-0.214142,0.000000,28.584320,19.134781,0.000000,0.040000,-0.050000,0.183000,FlatInitial,Hold,0,-0.828125,-19.220000
07:47:38.611 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5998.828125,5997.656250,-6000.000000,-6000.000000,Speed,Speed,-19.220000,1.290000,3.080000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.463593,-0.245529,0.000000,28.602341,19.125488,0.000000,0.030000,-0.037000,0.177000,FlatInitial,Hold,0,-0.828125,-19.220000
07:47:38.712 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5999.414062,5998.828125,-6000.000000,-6000.000000,Speed,Speed,-19.240000,1.420000,3.020000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.492798,-0.278320,0.000000,28.626556,19.112137,0.000000,0.030000,-0.037000,0.177000,FlatInitial,Hold,0,-0.828125,-19.240000
07:47:38.812 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6001.757812,5997.656250,-6000.000000,-6000.000000,Speed,Speed,-19.240000,1.510000,2.920000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.009521,-0.326584,0.000000,28.631760,19.094223,0.000000,0.019000,-0.041000,0.135000,FlatInitial,Hold,0,-0.828125,-19.240000
07:47:38.912 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6001.171875,6000.585938,-6000.000000,-6000.000000,Speed,Speed,-19.240000,1.580000,2.800000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.009521,-0.326584,0.000000,28.631760,19.094223,0.000000,0.031000,-0.045000,0.111000,FlatInitial,Hold,0,-0.828125,-19.240000
07:47:39.013 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6001.171875,6002.343750,-6000.000000,-6000.000000,Speed,Speed,-19.240000,1.650000,2.600000,1.000000,103.000000,1,0,-0.000000,0.000000,1,0.000000,-0.400177,0.000000,28.632080,19.061035,0.000000,-0.014000,-0.042000,0.119000,FlatInitial,Hold,0,-0.828125,-19.240000
07:47:39.114 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6001.171875,6003.515625,-6000.000000,-6000.000000,Speed,Speed,-19.250000,1.730000,2.410000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,-0.452271,0.000000,28.632080,19.030930,0.000000,-0.014000,-0.042000,0.119000,FlatInitial,Hold,0,-0.828125,-19.250000
07:47:39.215 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5999.414062,6005.859375,-6000.000000,-6000.000000,Speed,Speed,-19.260000,1.810000,2.130000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,-0.452271,0.000000,28.632080,19.030930,0.000000,-0.001000,-0.045000,0.123000,FlatInitial,Hold,0,-0.828125,-19.260000
07:47:39.316 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5999.414062,6009.375000,-6000.000000,-6000.000000,Speed,Speed,-19.260000,1.890000,1.810000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.017242,-0.576797,0.000000,28.632812,18.979691,0.000000,0.017000,-0.035000,0.081000,FlatInitial,Hold,0,-0.828125,-19.260000
07:47:39.416 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5997.656250,6006.445312,-6000.000000,-6000.000000,Speed,Speed,-19.270000,1.950000,1.510000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.010162,-0.626541,0.000000,28.633347,18.949249,0.000000,-0.044000,-0.046000,0.112000,FlatInitial,Hold,0,-0.828125,-19.270000
07:47:39.516 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5998.828125,6002.343750,-6000.000000,-6000.000000,Speed,Speed,-19.280000,2.010000,1.140000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,-0.704315,0.000000,28.633347,18.915588,0.000000,-0.008000,-0.063000,0.101000,FlatInitial,Hold,0,-0.828125,-19.280000
07:47:39.617 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5998.242188,5998.242188,-6000.000000,-6000.000000,Speed,Speed,-19.280000,2.050000,0.820000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,-0.772858,0.000000,28.633255,18.878448,0.000000,-0.003000,-0.041000,0.124000,FlatInitial,Hold,0,-0.828125,-19.280000
07:47:39.719 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5996.484375,5995.312500,-6000.000000,-6000.000000,Speed,Speed,-19.280000,2.100000,0.430000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,-0.772858,0.000000,28.633255,18.878448,0.000000,0.032000,-0.065000,0.125000,FlatInitial,Hold,0,-0.828125,-19.280000
07:47:39.820 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5998.828125,5992.968750,-6000.000000,-6000.000000,Speed,Speed,-19.280000,2.160000,0.210000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,-0.843262,0.000000,28.633362,18.829575,0.000000,-0.012000,-0.041000,0.074000,FlatInitial,Hold,0,-0.828125,-19.280000
07:47:39.920 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5998.828125,5993.554688,-6000.000000,-6000.000000,Speed,Speed,-19.280000,2.200000,0.000000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,-0.882385,0.000000,28.633362,18.786331,0.000000,0.003000,-0.030000,0.090000,FlatInitial,Hold,0,-0.828125,-19.280000
07:47:40.020 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5997.070312,5997.656250,-6000.000000,-6000.000000,Speed,Speed,-19.290000,2.240000,-0.240000,1.000000,103.000000,1,0,-0.000000,0.000000,1,-0.003510,-0.955688,0.000000,28.633209,18.703491,0.000000,-0.028000,-0.020000,0.111000,FlatInitial,Hold,0,-0.828125,-19.290000
07:47:40.122 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5998.828125,5998.828125,-6000.000000,-6000.000000,Speed,Speed,-19.280000,2.270000,-0.380000,1.000000,105.000000,1,0,-0.000000,0.000000,1,-0.003510,-0.955688,0.000000,28.633209,18.703491,0.000000,-0.028000,-0.020000,0.111000,FlatInitial,Hold,0,-0.828125,-19.280000
