Time,RobotMode,AutoToRun,ErrorStatus, ErrorCode,ErrorSource,ActualRPM1,ActualRPM2,DesiredRPM1,DesiredRPM2,ControlMode1,ControlMode2,NavXYaw,NavXRoll,NavXPitch,ShooterState,LoopTime,IsLevel,IsAutoTargeting,LeftMotorOutput,RightMotorOutput,IsHaloDrive,NavXVelocityX,NavXVelocityY,NavXVelocityZ,NavXDisplacementX,NavXDisplacementY,NavXDisplacementZ,NavXAccelerationX,NavXAccelerationY,NavXAccelerationZ,AutoDefendState,AngeMotorState,Photoeye,VisionXOutput
07:46:06.944 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,-88.623047,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.280000,1.050000,2.200000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.026672,15.827621,0.000000,0.000000,-0.010000,0.008000,FlatInitial,Hold,0,-0.828125,-0.280000
07:46:07.045 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,11.132812,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.290000,1.060000,2.190000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.026672,15.827621,0.000000,0.001000,-0.006000,0.001000,FlatInitial,Hold,0,-0.828125,-0.290000
07:46:07.149 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,9.521484,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.290000,1.050000,2.160000,1.000000,107.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.026672,15.827621,0.000000,-0.001000,-0.004000,0.005000,FlatInitial,Hold,0,-0.828125,-0.290000
07:46:07.249 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,10.107422,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.300000,1.050000,2.150000,1.000000,107.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.026672,15.827621,0.000000,-0.002000,-0.007000,0.012000,FlatInitial,Hold,0,-0.828125,-0.300000
07:46:07.351 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,12.158203,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.300000,1.050000,2.140000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.026672,15.827621,0.000000,0.000000,-0.006000,0.003000,FlatInitial,Hold,0,-0.828125,-0.300000
07:46:07.452 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,2.050781,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.300000,1.050000,2.110000,1.000000,104.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.026672,15.827621,0.000000,-0.001000,-0.006000,0.004000,FlatInitial,Hold,0,-0.828125,-0.300000
07:46:07.552 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.300000,1.050000,2.100000,1.000000,100.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.026672,15.827621,0.000000,0.000000,-0.004000,0.006000,FlatInitial,Hold,0,-0.828125,-0.300000
07:46:07.653 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.300000,1.040000,2.090000,1.000000,108.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.026672,15.827621,0.000000,0.003000,-0.001000,0.002000,FlatInitial,Hold,0,-0.828125,-0.300000
07:46:07.754 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.310000,1.050000,2.080000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.026672,15.827621,0.000000,0.000000,0.000000,0.005000,FlatInitial,Hold,0,-0.828125,-0.310000
07:46:07.854 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.320000,1.050000,2.070000,1.000000,103.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.026672,15.827621,0.000000,0.000000,0.000000,0.007000,FlatInitial,Hold,0,-0.828125,-0.320000
07:46:07.954 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.320000,1.050000,2.060000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.026672,15.827621,0.000000,-0.002000,0.000000,0.004000,FlatInitial,Hold,0,-0.828125,-0.320000
07:46:08.055 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.320000,1.040000,2.040000,1.000000,104.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.026672,15.827621,0.000000,0.000000,0.000000,0.001000,FlatInitial,Hold,0,-0.828125,-0.320000
07:46:08.155 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.330000,1.040000,2.040000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.026672,15.827621,0.000000,-0.001000,0.000000,0.003000,FlatInitial,Hold,0,-0.828125,-0.330000
07:46:08.255 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.330000,1.040000,2.030000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.026672,15.827621,0.000000,-0.001000,-0.001000,0.006000,FlatInitial,Hold,0,-0.828125,-0.330000
07:46:08.356 PM 02/18/2016,Finish,0,TRUE,91,Variant To Data in WPI_DigitalInputRefNum Registry Get.vi->Finish.vi->Robot Main.vi,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.330000,1.040000,2.020000,1.000000,118.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.026672,15.827621,0.000000,0.000000,-0.002000,0.003000,FlatInitial,Hold,0,-0.828125,-0.330000
07:46:08.457 PM 02/18/2016,Finish,0,TRUE,-44007,<LOCATION>WPI_DigitalInputRefNum Registry Get.vi<CALLSTACK>WPI_DigitalInputRefNum Registry Get.vi< <Finish.vi< <Robot Main.vi,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.330000,1.040000,2.020000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.026672,15.827621,0.000000,0.000000,-0.002000,0.003000,FlatInitial,Hold,0,-0.828125,-0.330000
