Time,Robot Mode,Loop Time,Error Status,Error Code,Error Source,Left Motor Output,Left Motor Encoder,Right Motor Output,Right Motor Encoder,Is Level,Is Stalled,Ball Detector Photoeye,Vision Enabled,Vision Teleop Control,Vision Auto Control,Vision Current State,Vision X Output,Vision NavX Error,Vision NavX Target,NavX Connection Status,NavX Displacement X,NavX Displacement Y,NavX Displacement Z,NavX Velocity X,NavX Velocity Y,NavX Velocity Z,NavX Acceleration X,NavX Acceleration Y,NavX Acceleration Z,NavX Pitch,NavX Yaw,NavX Roll,Gyro Angle,Roller Arm State,Roller Arm Actual,Roller Arm Desired,Shooter Arm State,Shooter Arm Actual,Shooter Arm Desired,Shooter State,Actual RPM Left,Desired RPM Left,Control Mode Left,Actual RPM Right,Desired RPM Right,Scaler Motor Output,Auto To Run,Auto Current File,Auto File Status,Auto Current Command,Auto Trimmed Command
11:17:09.720 AM 03/20/2016,Autonomous Enabled,9,TRUE,7,Read from Text File in DoesScriptNumberContainNull.vi->Disabled.vi->Robot Main.vi<APPEND> /home/lvuser/scripts/auto_12.bee,0.000000,0.198916,0.000000,0.263083,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,-9.024200,-0.557022,0.000000,0.000000,0.000000,0.000000,-0.002000,-0.001000,0.018000,-0.150000,-0.050000,2.620000,2.441111,ResetBack,1.372803,-0.000049,ResetBack,-15757.000000,-0.300000,LowGoal,0.000000,-1454.545455,Speed,0.000000,-1454.545455,Speed,Off,Off0.000000,44,Read: /home/lvuser/scripts/auto_44.bee,File good!,SEARCH_FOR_GOAL,SEARCH_FOR_GOAL
11:17:09.820 AM 03/20/2016,Autonomous Enabled,9,TRUE,7,Read from Text File in DoesScriptNumberContainNull.vi->Disabled.vi->Robot Main.vi<APPEND> /home/lvuser/scripts/auto_12.bee,0.000000,0.198916,0.000000,0.263083,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,-9.023911,-0.557648,0.000000,0.012421,-0.027298,0.000000,0.059000,0.013000,0.029000,-0.150000,-0.060000,2.540000,2.454678,ResetBack,0.919678,-0.000049,ResetBack,-15757.000000,-0.300000,LowGoal,15.000000,-1454.545455,Speed,22.500000,-1454.545455,Speed,Off,Off0.000000,44,Read: /home/lvuser/scripts/auto_44.bee,File good!,WAIT 1500,WAIT
11:17:09.920 AM 03/20/2016,Autonomous Enabled,9,TRUE,7,Read from Text File in DoesScriptNumberContainNull.vi->Disabled.vi->Robot Main.vi<APPEND> /home/lvuser/scripts/auto_12.bee,0.000000,0.198916,0.000000,0.263083,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,-9.021301,-0.557587,0.000000,0.065414,0.003296,0.000000,0.059000,0.013000,0.029000,-0.150000,-0.060000,2.540000,2.480728,ResetBack,0.034912,-0.000049,ResetBack,-14443.000000,-0.300000,LowGoal,547.500000,-1454.545455,Speed,555.000000,-1454.545455,Speed,Off,Off0.000000,44,Read: /home/lvuser/scripts/auto_44.bee,File good!,WAIT 1500,WAIT
11:17:10.020 AM 03/20/2016,Autonomous Enabled,10,TRUE,7,Read from Text File in DoesScriptNumberContainNull.vi->Disabled.vi->Robot Main.vi<APPEND> /home/lvuser/scripts/auto_12.bee,0.000000,0.198916,0.000000,0.263083,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,-9.020264,-0.557587,0.000000,0.023880,-0.011414,0.000000,0.050000,0.020000,-0.020000,-0.140000,-0.040000,2.550000,2.487913,ResetBack,-0.004639,-0.000049,ResetBack,-7655.000000,-0.300000,LowGoal,1297.500000,-1454.545455,Speed,1267.500000,-1454.545455,Speed,Off,Off0.000000,44,Read: /home/lvuser/scripts/auto_44.bee,File good!,WAIT 1500,WAIT
11:17:10.120 AM 03/20/2016,Autonomous Enabled,10,TRUE,7,Read from Text File in DoesScriptNumberContainNull.vi->Disabled.vi->Robot Main.vi<APPEND> /home/lvuser/scripts/auto_12.bee,0.000000,0.198916,0.000000,0.263083,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,-9.019409,-0.558426,0.000000,0.000610,-0.016235,0.000000,0.038000,-0.047000,0.020000,-0.140000,-0.050000,2.500000,2.498485,Reset,-0.143311,0.000000,ResetBack,-2936.000000,-0.300000,LowGoal,1567.500000,-1454.545455,Speed,1567.500000,-1454.545455,Speed,Off,Off0.000000,44,Read: /home/lvuser/scripts/auto_44.bee,File good!,WAIT 1500,WAIT
11:17:10.220 AM 03/20/2016,Autonomous Enabled,10,TRUE,7,Read from Text File in DoesScriptNumberContainNull.vi->Disabled.vi->Robot Main.vi<APPEND> /home/lvuser/scripts/auto_12.bee,0.000000,0.198916,0.000000,0.263083,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,-9.020157,-0.558228,0.000000,-0.016647,0.006485,0.000000,-0.010000,-0.005000,0.038000,-0.140000,-0.070000,2.500000,2.505969,Hold,0.987549,0.000000,ResetBack,-290.000000,-0.300000,LowGoal,1387.500000,-1454.545455,Speed,1395.000000,-1454.545455,Speed,Off,Off0.000000,44,Read: /home/lvuser/scripts/auto_44.bee,File good!,WAIT 1500,WAIT
11:17:10.320 AM 03/20/2016,Autonomous Enabled,10,TRUE,7,Read from Text File in DoesScriptNumberContainNull.vi->Disabled.vi->Robot Main.vi<APPEND> /home/lvuser/scripts/auto_12.bee,0.000000,0.198916,0.000000,0.263083,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,-9.020325,-0.558289,0.000000,0.005035,-0.001328,0.000000,0.088000,-0.007000,0.056000,-0.140000,-0.030000,2.510000,2.527936,Hold,0.937012,0.000000,ResetBack,475.000000,-0.300000,LowGoal,1312.500000,-1454.545455,Speed,1245.000000,-1454.545455,Speed,Off,Off0.000000,44,Read: /home/lvuser/scripts/auto_44.bee,File good!,WAIT 1500,WAIT
11:17:10.420 AM 03/20/2016,Autonomous Enabled,10,TRUE,7,Read from Text File in DoesScriptNumberContainNull.vi->Disabled.vi->Robot Main.vi<APPEND> /home/lvuser/scripts/auto_12.bee,0.000000,0.198916,0.000000,0.263083,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,-9.020111,-0.558548,0.000000,-0.013351,-0.020630,0.000000,-0.039000,-0.021000,0.043000,-0.140000,-0.010000,2.520000,2.544887,Hold,0.937012,0.000000,ResetBack,559.000000,-0.300000,LowGoal,1380.000000,-1454.545455,Speed,1342.500000,-1454.545455,Speed,Off,Off0.000000,44,Read: /home/lvuser/scripts/auto_44.bee,File good!,WAIT 1500,WAIT
11:17:10.520 AM 03/20/2016,Autonomous Enabled,9,TRUE,7,Read from Text File in DoesScriptNumberContainNull.vi->Disabled.vi->Robot Main.vi<APPEND> /home/lvuser/scripts/auto_12.bee,0.000000,0.198916,0.000000,0.263083,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,-9.021164,-0.559555,0.000000,-0.019180,-0.029373,0.000000,-0.058000,-0.050000,0.047000,-0.140000,-0.050000,2.430000,2.541011,Hold,0.937012,0.000000,ResetBack,587.000000,-0.300000,LowGoal,1410.000000,-1454.545455,Speed,1387.500000,-1454.545455,Speed,Off,Off0.000000,44,Read: /home/lvuser/scripts/auto_44.bee,File good!,WAIT 1500,WAIT
11:17:10.620 AM 03/20/2016,Autonomous Enabled,10,TRUE,7,Read from Text File in DoesScriptNumberContainNull.vi->Disabled.vi->Robot Main.vi<APPEND> /home/lvuser/scripts/auto_12.bee,0.000000,0.198916,0.000000,0.263083,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,-9.021164,-0.559555,0.000000,-0.019180,-0.029373,0.000000,-0.089000,0.091000,0.024000,-0.140000,-0.060000,2.440000,2.559583,Hold,0.937012,0.000000,ResetBack,587.000000,-0.300000,LowGoal,1380.000000,-1454.545455,Speed,1335.000000,-1454.545455,Speed,Off,Off0.000000,44,Read: /home/lvuser/scripts/auto_44.bee,File good!,WAIT 1500,WAIT
