Time,Robot Mode,Loop Time,Error Status,Error Code,Error Source,Left Motor Output,Left Motor Encoder,Right Motor Output,Right Motor Encoder,Is Level,Is Stalled,Ball Detector Photoeye,Vision Enabled,Vision Teleop Control,Vision Auto Control,Vision Current State,Vision X Output,Vision NavX Error,Vision NavX Target,NavX Connection Status,NavX Displacement X,NavX Displacement Y,NavX Displacement Z,NavX Velocity X,NavX Velocity Y,NavX Velocity Z,NavX Acceleration X,NavX Acceleration Y,NavX Acceleration Z,NavX Pitch,NavX Yaw,NavX Roll,Gyro Angle,Roller Arm State,Roller Arm Actual,Roller Arm Desired,Shooter Arm State,Shooter Arm Actual,Shooter Arm Desired,Shooter State,Actual RPM Left,Desired RPM Left,Control Mode Left,Actual RPM Right,Desired RPM Right,Control Mode Right,Ball Shooter Cylinder,Ball Halo Cylinder,Scaler Motor Output,Scaler Solenoid Fire,Auto To Run,Auto Current File,Auto File Status,Auto Current Command,Auto Trimmed Command,Shooter Amps Left,Shooter Amps Right
07:42:39.156 PM 04/04/2016,Autonomous Enabled,10,TRUE,-44005,<LOCATION>WPI_CameraWait for Raw Image String.vi:6640001<CALLSTACK>WPI_CameraWait for Raw Image String.vi:6640001< <WPI_CameraGet Image.vi< <Vision Processing.vi< <Robot Main.vi,0.000000,0.000000,-0.000000,0.000000,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,0.000031,-0.008560,0.000000,0.000000,0.000000,0.000000,0.000000,-0.002000,0.024000,-0.060000,-0.220000,2.450000,-0.279181,ResetBack,0.000000,-0.000049,ResetBack,0.000000,-0.250000,LowGoal,0.000000,-2181.818182,Speed,0.000000,-2181.818182,Speed,Off,Off,0.000000,FALSE,43,,,,,0.000000,0.000000
07:42:39.259 PM 04/04/2016,Autonomous Enabled,11,TRUE,-1074396154,,0.000000,-0.006417,-0.000000,0.006417,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,-0.001068,-0.010620,0.000000,-0.020279,-0.050018,0.000000,0.074000,-0.020000,0.078000,-0.070000,-0.190000,2.380000,-0.191076,ResetBack,-0.974854,-0.000049,ResetBack,57.000000,-0.250000,LowGoal,270.000000,-2181.818182,Speed,60.000000,-2181.818182,Speed,Off,Off,0.000000,FALSE,43,Read: /home/lvuser/scripts/auto_43.bee,File good!,WAIT 1500,WAIT,0.000000,0.000000
07:42:39.359 PM 04/04/2016,Autonomous Enabled,9,TRUE,-44005,<LOCATION>WPI_CameraWait for Raw Image String.vi:6640001<CALLSTACK>WPI_CameraWait for Raw Image String.vi:6640001< <WPI_CameraGet Image.vi< <Vision Processing.vi< <Robot Main.vi,0.000000,-0.006417,-0.000000,0.006417,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,-0.001358,-0.011307,0.000000,-0.010681,-0.006729,0.000000,-0.031000,-0.010000,-0.142000,-0.070000,-0.200000,2.380000,-0.223952,ResetBack,-1.209717,-0.000049,ResetBack,93.000000,-0.250000,LowGoal,772.500000,-2181.818182,Speed,202.500000,-2181.818182,Speed,Off,Off,0.000000,FALSE,43,Read: /home/lvuser/scripts/auto_43.bee,File good!,WAIT 1500,WAIT,0.000000,0.000000
07:42:39.460 PM 04/04/2016,Autonomous Enabled,10,TRUE,-1074396154,,0.000000,-0.006417,-0.000000,0.006417,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,-0.003036,-0.010696,0.000000,-0.051147,0.036453,0.000000,-0.026000,-0.079000,-0.070000,-0.070000,-0.200000,2.430000,-0.228620,Reset,-1.209717,-0.000049,ResetBack,93.000000,-0.250000,LowGoal,1425.000000,-2181.818182,Speed,262.500000,-2181.818182,Speed,Off,Off,0.000000,FALSE,43,Read: /home/lvuser/scripts/auto_43.bee,File good!,WAIT 1500,WAIT,0.000000,0.000000
07:42:39.562 PM 04/04/2016,Autonomous Enabled,11,TRUE,7,Read from Text File in DoesScriptNumberContainNull.vi->Disabled.vi->Robot Main.vi<APPEND> /home/lvuser/scripts/auto_42.bee,0.000000,-0.006417,-0.000000,0.006417,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,-0.005966,-0.008270,0.000000,-0.066772,0.068375,0.000000,-0.032000,0.071000,0.020000,-0.070000,-0.280000,2.430000,-0.231891,Hold,-1.211426,0.000000,ResetBack,93.000000,-0.250000,LowGoal,1785.000000,-2181.818182,Speed,450.000000,-2181.818182,Speed,Off,Off,0.000000,FALSE,43,Read: /home/lvuser/scripts/auto_43.bee,File good!,WAIT 1500,WAIT,0.000000,0.000000
07:42:39.662 PM 04/04/2016,Autonomous Enabled,10,TRUE,7,Read from Text File in DoesScriptNumberContainNull.vi->Disabled.vi->Robot Main.vi<APPEND> /home/lvuser/scripts/auto_42.bee,0.000000,-0.006417,-0.000000,0.006417,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,-0.010361,-0.003998,0.000000,-0.094604,0.081833,0.000000,-0.032000,0.071000,0.020000,-0.070000,-0.310000,2.410000,-0.245596,Hold,1.072998,0.000000,ResetBack,193.000000,-0.250000,LowGoal,2115.000000,-2181.818182,Speed,450.000000,-2181.818182,Speed,Off,Off,0.000000,FALSE,43,Read: /home/lvuser/scripts/auto_43.bee,File good!,WAIT 1500,WAIT,0.000000,0.000000
07:42:39.763 PM 04/04/2016,Autonomous Enabled,10,TRUE,7,Read from Text File in DoesScriptNumberContainNull.vi->Disabled.vi->Robot Main.vi<APPEND> /home/lvuser/scripts/auto_42.bee,0.000000,-0.006417,-0.000000,0.006417,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,-0.017273,-0.002853,0.000000,-0.164795,-0.042297,0.000000,-0.002000,-0.181000,0.257000,-0.080000,-0.350000,2.410000,-0.261948,Hold,0.923584,0.000000,ResetBack,210.000000,-0.250000,LowGoal,2190.000000,-2181.818182,Speed,1402.500000,-2181.818182,Speed,Off,Off,0.000000,FALSE,43,Read: /home/lvuser/scripts/auto_43.bee,File good!,WAIT 1500,WAIT,0.000000,0.000000
07:42:39.867 PM 04/04/2016,Autonomous Enabled,11,TRUE,7,Read from Text File in DoesScriptNumberContainNull.vi->Disabled.vi->Robot Main.vi<APPEND> /home/lvuser/scripts/auto_42.bee,0.000000,-0.006417,-0.000000,0.006417,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,-0.022217,-0.005188,0.000000,-0.013672,0.002899,0.000000,-0.002000,-0.181000,0.257000,-0.080000,-0.350000,2.410000,-0.271656,Hold,0.923584,0.000000,ResetBack,298.000000,-0.250000,LowGoal,2160.000000,-2181.818182,Speed,2302.500000,-2181.818182,Speed,Off,Off,0.000000,FALSE,43,Read: /home/lvuser/scripts/auto_43.bee,File good!,WAIT 1500,WAIT,0.000000,0.000000
07:42:39.967 PM 04/04/2016,Autonomous Enabled,10,TRUE,7,Read from Text File in DoesScriptNumberContainNull.vi->Disabled.vi->Robot Main.vi<APPEND> /home/lvuser/scripts/auto_42.bee,0.000000,-0.006417,-0.000000,0.006417,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,-0.025894,-0.005753,0.000000,-0.096405,-0.017685,0.000000,0.015000,-0.038000,0.075000,-0.080000,-0.410000,2.380000,-0.271218,Hold,0.923584,0.000000,ResetBack,298.000000,-0.250000,LowGoal,2145.000000,-2181.818182,Speed,2085.000000,-2181.818182,Speed,Off,Off,0.000000,FALSE,43,Read: /home/lvuser/scripts/auto_43.bee,File good!,WAIT 1500,WAIT,0.000000,0.000000
07:42:40.067 PM 04/04/2016,Autonomous Enabled,11,TRUE,7,Read from Text File in DoesScriptNumberContainNull.vi->Disabled.vi->Robot Main.vi<APPEND> /home/lvuser/scripts/auto_42.bee,0.000000,-0.006417,-0.000000,0.006417,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,-0.026855,-0.007782,0.000000,0.000000,-0.085175,0.000000,0.015000,-0.038000,0.075000,-0.080000,-0.400000,2.400000,-0.270478,Hold,0.923584,0.000000,ResetBack,716.000000,-0.250000,LowGoal,2145.000000,-2181.818182,Speed,1942.500000,-2181.818182,Speed,Off,Off,0.000000,FALSE,43,Read: /home/lvuser/scripts/auto_43.bee,File good!,WAIT 1500,WAIT,0.000000,0.000000
