Time,Robot Mode,Loop Time,Error Status,Error Code,Error Source,Left Motor Output,Left Motor Encoder,Right Motor Output,Right Motor Encoder,Is Level,Is Stalled,Ball Detector Photoeye,Vision Enabled,Vision Teleop Control,Vision Auto Control,Vision Current State,Vision X Output,Vision NavX Error,Vision NavX Target,NavX Connection Status,NavX Displacement X,NavX Displacement Y,NavX Displacement Z,NavX Velocity X,NavX Velocity Y,NavX Velocity Z,NavX Acceleration X,NavX Acceleration Y,NavX Acceleration Z,NavX Pitch,NavX Yaw,NavX Roll,Gyro Angle,Roller Arm State,Roller Arm Actual,Roller Arm Desired,Shooter Arm State,Shooter Arm Actual,Shooter Arm Desired,Shooter State,Actual RPM Left,Desired RPM Left,Control Mode Left,Actual RPM Right,Desired RPM Right,Control Mode Right,Ball Shooter Cylinder,Ball Halo Cylinder,Scaler Motor Output,Scaler Solenoid Fire,Auto To Run,Auto Current File,Auto File Status,Auto Current Command,Auto Trimmed Command
12:42:43.551 PM 03/25/2016,Autonomous Enabled,11,TRUE,-44003,<LOCATION>WPI_CameraIssue HTTP Request with Authentication.vi<CALLSTACK>WPI_CameraIssue HTTP Request with Authentication.vi< <WPI_CameraIssue Get.vi< <WPI_CameraSet Image Appearance Property.vi< <WPI_CameraSet Image Size.vi< <Vision Processing.vi< <Robot Main.vi,0.000000,0.000000,0.000000,0.000000,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.004000,0.001000,0.006000,-1.690000,0.110000,1.420000,8.589189,ResetBack,0.000000,-0.000049,ResetBack,0.000000,-0.250000,LowGoal,0.000000,-2181.818182,Speed,0.000000,-2181.818182,Speed,Off,Off,0.000000,FALSE,13,Read: /home/lvuser/scripts/auto_13.bee,File good!,WAIT 1500,WAIT
12:42:43.651 PM 03/25/2016,Autonomous Enabled,10,TRUE,7,Read from Text File in DoesScriptNumberContainNull.vi->Disabled.vi->Robot Main.vi<APPEND> /home/lvuser/scripts/auto_246.bee,0.000000,0.000000,0.000000,0.000000,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,-0.000107,0.000076,0.000000,-0.011292,0.007935,0.000000,-0.118000,0.080000,0.065000,-1.690000,0.090000,1.420000,8.613976,ResetBack,-1.527832,-0.000049,ResetBack,1396.000000,-0.250000,LowGoal,82.500000,0.000000,Speed,15.000000,0.000000,Speed,Off,Off,0.000000,FALSE,13,Read: /home/lvuser/scripts/auto_13.bee,File good!,WAIT 1500,WAIT
12:42:43.751 PM 03/25/2016,Autonomous Enabled,10,TRUE,7,Read from Text File in DoesScriptNumberContainNull.vi->Disabled.vi->Robot Main.vi<APPEND> /home/lvuser/scripts/auto_246.bee,0.000000,0.000000,0.000000,0.000000,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,-0.000076,-0.000870,0.000000,0.009644,-0.036957,0.000000,0.013000,-0.004000,-0.013000,-1.700000,0.120000,1.430000,8.619081,ResetBack,-2.132080,-0.000049,ResetBack,5196.000000,-0.250000,LowGoal,480.000000,0.000000,Speed,457.500000,0.000000,Speed,Off,Off,0.000000,FALSE,13,Read: /home/lvuser/scripts/auto_13.bee,File good!,WAIT 1500,WAIT
12:42:43.851 PM 03/25/2016,Autonomous Enabled,10,TRUE,7,Read from Text File in DoesScriptNumberContainNull.vi->Disabled.vi->Robot Main.vi<APPEND> /home/lvuser/scripts/auto_246.bee,0.000000,0.000000,0.000000,0.000000,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,0.000031,-0.000961,0.000000,0.003754,0.011978,0.000000,0.027000,-0.005000,-0.005000,-1.700000,0.150000,1.390000,8.614788,ResetBack,-2.162842,-0.000049,ResetBack,11335.000000,-0.250000,LowGoal,570.000000,-2181.818182,Speed,547.500000,-2181.818182,Speed,Off,Off,0.000000,FALSE,13,Read: /home/lvuser/scripts/auto_13.bee,File good!,WAIT 1500,WAIT
12:42:43.951 PM 03/25/2016,Autonomous Enabled,11,TRUE,7,Read from Text File in DoesScriptNumberContainNull.vi->Disabled.vi->Robot Main.vi<APPEND> /home/lvuser/scripts/auto_246.bee,0.000000,0.000000,0.000000,0.000000,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,-0.000198,0.000015,0.000000,-0.021500,0.024658,0.000000,-0.025000,0.021000,0.038000,-1.700000,0.120000,1.430000,8.619563,Reset,-2.175049,0.000000,ResetBack,11335.000000,-0.250000,LowGoal,540.000000,-2181.818182,Speed,465.000000,-2181.818182,Speed,Off,Off,0.000000,FALSE,13,Read: /home/lvuser/scripts/auto_13.bee,File good!,WAIT 1500,WAIT
12:42:44.051 PM 03/25/2016,Autonomous Enabled,10,TRUE,7,Read from Text File in DoesScriptNumberContainNull.vi->Disabled.vi->Robot Main.vi<APPEND> /home/lvuser/scripts/auto_246.bee,0.000000,0.000000,0.000000,0.000000,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,-0.000763,0.001572,0.000000,-0.020508,0.032761,0.000000,-0.006000,-0.009000,0.024000,-1.700000,0.090000,1.460000,8.621343,Hold,0.346924,0.000000,ResetBack,17289.000000,-0.250000,LowGoal,1020.000000,-2181.818182,Speed,945.000000,-2181.818182,Speed,Off,Off,0.000000,FALSE,13,Read: /home/lvuser/scripts/auto_13.bee,File good!,WAIT 1500,WAIT
12:42:44.151 PM 03/25/2016,Autonomous Enabled,11,TRUE,7,Read from Text File in DoesScriptNumberContainNull.vi->Disabled.vi->Robot Main.vi<APPEND> /home/lvuser/scripts/auto_246.bee,0.000000,0.000000,0.000000,0.000000,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,-0.002441,0.003647,0.000000,-0.033218,0.019348,0.000000,-0.076000,0.168000,0.107000,-1.720000,0.150000,1.410000,8.657417,Hold,0.462158,0.000000,ResetBack,21999.000000,-0.250000,LowGoal,1620.000000,-2181.818182,Speed,1560.000000,-2181.818182,Speed,Off,Off,0.000000,FALSE,13,Read: /home/lvuser/scripts/auto_13.bee,File good!,WAIT 1500,WAIT
12:42:44.251 PM 03/25/2016,Autonomous Enabled,9,TRUE,7,Read from Text File in DoesScriptNumberContainNull.vi->Disabled.vi->Robot Main.vi<APPEND> /home/lvuser/scripts/auto_246.bee,0.000000,0.000000,0.000000,0.000000,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,-0.006775,0.005798,0.000000,-0.132141,0.054291,0.000000,-0.128000,0.117000,-0.091000,-1.700000,0.090000,1.430000,8.637709,Hold,0.462158,0.000000,ResetBack,24436.000000,-0.250000,LowGoal,2092.500000,-2181.818182,Speed,2070.000000,-2181.818182,Speed,Off,Off,0.000000,FALSE,13,Read: /home/lvuser/scripts/auto_13.bee,File good!,WAIT 1500,WAIT
12:42:44.351 PM 03/25/2016,Autonomous Enabled,9,TRUE,7,Read from Text File in DoesScriptNumberContainNull.vi->Disabled.vi->Robot Main.vi<APPEND> /home/lvuser/scripts/auto_246.bee,0.000000,0.000000,0.000000,0.000000,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,-0.009933,0.008987,0.000000,0.008682,0.099121,0.000000,0.037000,0.181000,-0.168000,-1.700000,0.090000,1.420000,8.659369,Hold,0.462158,0.000000,ResetBack,26560.000000,-0.250000,LowGoal,2250.000000,-2181.818182,Speed,2265.000000,-2181.818182,Speed,Off,Off,0.000000,FALSE,13,Read: /home/lvuser/scripts/auto_13.bee,File good!,WAIT 1500,WAIT
12:42:44.450 PM 03/25/2016,Autonomous Enabled,11,TRUE,7,Read from Text File in DoesScriptNumberContainNull.vi->Disabled.vi->Robot Main.vi<APPEND> /home/lvuser/scripts/auto_246.bee,0.000000,0.000000,0.000000,0.000000,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,-0.009369,0.019577,0.000000,0.000717,0.280991,0.000000,-0.097000,0.080000,0.017000,-1.690000,-0.030000,1.500000,8.662168,Hold,0.462158,0.000000,ResetBack,28769.000000,-0.250000,LowGoal,2212.500000,-2181.818182,Speed,2137.500000,-2181.818182,Speed,Off,Off,0.000000,FALSE,13,Read: /home/lvuser/scripts/auto_13.bee,File good!,WAIT 1500,WAIT
