Time,RobotMode,AutoToRun,ErrorStatus, ErrorCode,ErrorSource,ActualRPM1,ActualRPM2,DesiredRPM1,DesiredRPM2,ControlMode1,ControlMode2,NavXYaw,NavXRoll,NavXPitch,ShooterState,LoopTime,IsLevel,IsAutoTargeting,LeftMotorOutput,RightMotorOutput,IsHaloDrive,NavXVelocityX,NavXVelocityY,NavXVelocityZ,NavXDisplacementX,NavXDisplacementY,NavXDisplacementZ,NavXAccelerationX,NavXAccelerationY,NavXAccelerationZ,AngeMotorState,Photoeye,VisionXOutput,gyro180,RollerArmDesired,RollerArmActual,ShooterArmDesired,ShooterArmActual, DefenseDetectorController,DefenseDetectorRaw,IsStalled,Auto0CurrentFile,Auto1FileStatus,Auto2CurrentCommand,Auto3TrimmedCommand
07:24:55.535 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,-6.005859,0.000000,4000.000000,4000.000000,Speed,Speed,43.060000,7.510000,0.770000,LowGoal,101.000000,0,0,0.000000,0.000000,0,0.000000,-0.013443,0.000000,-12.041779,-0.725616,0.000000,0.013000,-0.031000,0.022000,AngleUp,Hold,0,0.000000,43.060000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:24:55.636 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,-3.515625,0.000000,4000.000000,4000.000000,Speed,Speed,43.050000,7.550000,0.800000,LowGoal,101.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,-0.004000,0.001000,0.001000,AngleUp,Hold,0,0.000000,43.050000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:24:55.737 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,-1.464844,0.000000,4000.000000,4000.000000,Speed,Speed,43.050000,7.580000,0.810000,LowGoal,102.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.008000,-0.005000,0.002000,AngleUp,Hold,0,0.000000,43.050000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:24:55.837 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,43.050000,7.610000,0.820000,LowGoal,102.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.008000,-0.001000,0.005000,AngleUp,Hold,0,0.000000,43.050000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:24:55.937 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,43.050000,7.640000,0.830000,LowGoal,101.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.003000,0.005000,0.015000,AngleUp,Hold,0,0.000000,43.050000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:24:56.038 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,43.050000,7.660000,0.850000,LowGoal,101.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.002000,0.000000,0.009000,AngleUp,Hold,0,0.000000,43.050000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:24:56.138 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,43.050000,7.680000,0.860000,LowGoal,102.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.003000,0.001000,0.007000,AngleUp,Hold,0,0.000000,43.050000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:24:56.237 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,43.050000,7.700000,0.870000,LowGoal,102.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.004000,-0.002000,0.009000,AngleUp,Hold,0,0.000000,43.050000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:24:56.338 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,43.050000,7.720000,0.870000,LowGoal,104.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.003000,0.001000,0.010000,AngleUp,Hold,0,0.000000,43.050000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:24:56.439 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,43.050000,7.740000,0.880000,LowGoal,101.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.003000,-0.004000,0.005000,AngleUp,Hold,0,0.000000,43.050000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:24:56.540 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,43.050000,7.760000,0.890000,LowGoal,102.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.005000,-0.001000,0.010000,AngleUp,Hold,0,0.000000,43.050000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:24:56.641 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,43.050000,7.770000,0.910000,LowGoal,101.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.003000,-0.002000,0.002000,AngleUp,Hold,0,0.000000,43.050000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:24:56.741 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,43.040000,7.790000,0.920000,LowGoal,101.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.004000,-0.003000,0.008000,AngleUp,Hold,0,0.000000,43.040000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:24:56.843 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,43.050000,7.800000,0.920000,LowGoal,101.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.003000,-0.001000,0.007000,AngleUp,Hold,0,0.000000,43.050000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:24:56.944 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,43.040000,7.810000,0.920000,LowGoal,101.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.000000,-0.004000,0.008000,AngleUp,Hold,0,0.000000,43.040000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:24:57.045 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,43.040000,7.820000,0.930000,LowGoal,102.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.003000,0.000000,0.007000,AngleUp,Hold,0,0.000000,43.040000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:24:57.146 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,43.040000,7.820000,0.930000,LowGoal,102.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.001000,0.000000,0.002000,AngleUp,Hold,0,0.000000,43.040000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:24:57.247 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,43.040000,7.840000,0.940000,LowGoal,102.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.003000,0.000000,0.004000,AngleUp,Hold,0,0.000000,43.040000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:24:57.348 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,43.040000,7.840000,0.950000,LowGoal,103.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.002000,0.000000,0.007000,AngleUp,Hold,0,0.000000,43.040000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:24:57.448 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,43.030000,7.850000,0.950000,LowGoal,101.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.002000,0.000000,0.004000,AngleUp,Hold,0,0.000000,43.030000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:24:57.548 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,43.030000,7.860000,0.950000,LowGoal,102.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.002000,0.000000,0.007000,AngleUp,Hold,0,0.000000,43.030000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:24:57.649 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,43.030000,7.860000,0.950000,LowGoal,101.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.000000,0.000000,0.005000,AngleUp,Hold,0,0.000000,43.030000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:24:57.749 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,43.030000,7.870000,0.960000,LowGoal,102.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.002000,0.000000,0.005000,AngleUp,Hold,0,0.000000,43.030000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:24:57.850 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,43.030000,7.880000,0.960000,LowGoal,102.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.001000,0.001000,0.003000,AngleUp,Hold,0,0.000000,43.030000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:24:57.950 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,43.030000,7.880000,0.960000,LowGoal,102.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.003000,0.000000,0.004000,AngleUp,Hold,0,0.000000,43.030000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:24:58.050 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,43.030000,7.890000,0.970000,LowGoal,101.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.002000,0.000000,0.006000,AngleUp,Hold,0,0.000000,43.030000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:24:58.151 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,43.030000,7.900000,0.970000,LowGoal,102.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.002000,0.000000,0.002000,AngleUp,Hold,0,0.000000,43.030000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:24:58.252 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,43.030000,7.900000,0.970000,LowGoal,102.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.001000,-0.001000,0.003000,AngleUp,Hold,0,0.000000,43.030000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:24:58.352 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,43.030000,7.900000,0.970000,LowGoal,102.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.000000,0.000000,0.006000,AngleUp,Hold,0,0.000000,43.030000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:24:58.451 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,43.030000,7.900000,0.970000,LowGoal,100.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.002000,0.000000,0.008000,AngleUp,Hold,0,0.000000,43.030000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:24:58.552 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,43.030000,7.910000,0.980000,LowGoal,101.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.001000,0.002000,0.009000,AngleUp,Hold,0,0.000000,43.030000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:24:58.653 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,43.030000,7.910000,0.980000,LowGoal,103.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,-0.003000,-0.001000,0.005000,AngleUp,Hold,0,0.000000,43.030000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:24:58.754 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,43.030000,7.920000,0.980000,LowGoal,101.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.000000,-0.001000,0.006000,AngleUp,Hold,0,0.000000,43.030000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:24:58.855 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,43.020000,7.920000,0.980000,LowGoal,101.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.001000,0.000000,0.008000,AngleUp,Hold,0,0.000000,43.020000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:24:58.956 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,43.020000,7.920000,0.980000,LowGoal,101.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.000000,0.001000,0.008000,AngleUp,Hold,0,0.000000,43.020000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:24:59.056 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,43.020000,7.920000,0.990000,LowGoal,103.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.001000,-0.001000,0.007000,AngleUp,Hold,0,0.000000,43.020000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:24:59.156 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,43.010000,7.920000,0.990000,LowGoal,102.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.000000,0.000000,0.005000,AngleUp,Hold,0,0.000000,43.010000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:24:59.257 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,43.010000,7.920000,0.990000,LowGoal,102.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.002000,0.000000,0.007000,AngleUp,Hold,0,0.000000,43.010000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:24:59.357 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,43.020000,7.930000,0.980000,LowGoal,102.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.000000,0.000000,0.007000,AngleUp,Hold,0,0.000000,43.020000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:24:59.456 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,43.010000,7.930000,0.980000,LowGoal,101.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,-0.001000,0.000000,0.007000,AngleUp,Hold,0,0.000000,43.010000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:24:59.556 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,43.000000,7.940000,0.980000,LowGoal,102.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,-0.002000,0.000000,0.008000,AngleUp,Hold,0,0.000000,43.000000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:24:59.656 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,43.000000,7.940000,0.980000,LowGoal,101.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.003000,-0.002000,0.002000,AngleUp,Hold,0,0.000000,43.000000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:24:59.756 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,43.000000,7.940000,0.980000,LowGoal,101.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.000000,0.000000,0.008000,AngleUp,Hold,0,0.000000,43.000000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:24:59.856 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,43.000000,7.940000,0.980000,LowGoal,102.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.002000,0.000000,0.004000,AngleUp,Hold,0,0.000000,43.000000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:24:59.956 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,43.000000,7.940000,0.990000,LowGoal,101.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.001000,-0.002000,0.006000,AngleUp,Hold,0,0.000000,43.000000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:00.056 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,43.000000,7.940000,0.990000,LowGoal,101.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.001000,-0.001000,0.003000,AngleUp,Hold,0,0.000000,43.000000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:00.156 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,43.000000,7.940000,0.990000,LowGoal,102.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.000000,0.000000,0.002000,AngleUp,Hold,0,0.000000,43.000000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:00.256 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,43.000000,7.950000,0.990000,LowGoal,103.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,-0.002000,-0.001000,0.006000,AngleUp,Hold,0,0.000000,43.000000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:00.356 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,43.000000,7.940000,0.990000,LowGoal,102.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.000000,0.001000,0.004000,AngleUp,Hold,0,0.000000,43.000000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:00.456 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,42.990000,7.940000,1.000000,LowGoal,101.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.000000,0.001000,0.008000,AngleUp,Hold,0,0.000000,42.990000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:00.556 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,42.990000,7.940000,0.990000,LowGoal,101.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.000000,0.000000,0.003000,AngleUp,Hold,0,0.000000,42.990000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:00.657 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,42.980000,7.950000,0.990000,LowGoal,101.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,-0.001000,0.000000,0.003000,AngleUp,Hold,0,0.000000,42.980000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:00.757 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,42.980000,7.950000,0.990000,LowGoal,101.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.002000,-0.002000,0.004000,AngleUp,Hold,0,0.000000,42.980000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:00.857 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,42.980000,7.950000,0.990000,LowGoal,102.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.000000,-0.001000,0.005000,AngleUp,Hold,0,0.000000,42.980000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:00.957 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,42.980000,7.940000,1.000000,LowGoal,101.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.002000,0.000000,0.005000,AngleUp,Hold,0,0.000000,42.980000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:01.057 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,42.980000,7.950000,1.000000,LowGoal,102.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,-0.001000,0.000000,0.005000,AngleUp,Hold,0,0.000000,42.980000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:01.158 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,42.980000,7.950000,0.990000,LowGoal,102.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.000000,0.000000,0.006000,AngleUp,Hold,0,0.000000,42.980000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:01.258 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,42.980000,7.950000,0.990000,LowGoal,103.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.001000,0.000000,0.004000,AngleUp,Hold,0,0.000000,42.980000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:01.358 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,42.980000,7.950000,1.000000,LowGoal,105.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.000000,-0.001000,0.001000,AngleUp,Hold,0,0.000000,42.980000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:01.459 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,42.980000,7.950000,1.000000,LowGoal,102.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.000000,0.001000,0.005000,AngleUp,Hold,0,0.000000,42.980000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:01.558 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,42.970000,7.950000,1.000000,LowGoal,101.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,-0.003000,0.000000,0.006000,AngleUp,Hold,0,0.000000,42.970000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:01.659 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,42.970000,7.950000,1.000000,LowGoal,101.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,-0.003000,0.000000,0.006000,AngleUp,Hold,0,0.000000,42.970000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
