Time,RobotMode,AutoToRun,ErrorStatus, ErrorCode,ErrorSource,ActualRPM1,ActualRPM2,DesiredRPM1,DesiredRPM2,ControlMode1,ControlMode2,NavXYaw,NavXRoll,NavXPitch,ShooterState,LoopTime,IsLevel,IsAutoTargeting,LeftMotorOutput,RightMotorOutput,IsHaloDrive,NavXVelocityX,NavXVelocityY,NavXVelocityZ,NavXDisplacementX,NavXDisplacementY,NavXDisplacementZ,NavXAccelerationX,NavXAccelerationY,NavXAccelerationZ,AngeMotorState,Photoeye,VisionXOutput,gyro180,RollerArmDesired,RollerArmActual,ShooterArmDesired,ShooterArmActual, DefenseDetectorController,DefenseDetectorRaw,IsStalled,Auto0CurrentFile,Auto1FileStatus,Auto2CurrentCommand,Auto3TrimmedCommand
06:54:22.994 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,94.482422,97.119141,-6000.000000,-6000.000000,Speed,Speed,1.840000,-1.550000,2.800000,Suck,102.000000,1,0,-0.000000,0.000000,1,0.000000,-0.087967,0.000000,-0.723816,0.260056,0.000000,-0.004000,-0.217000,-0.154000,FlatInitial,Hold,0,0.000000,1.840000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:23.094 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,94.335938,97.119141,-6000.000000,-6000.000000,Speed,Speed,1.850000,-1.490000,2.780000,Suck,100.000000,1,0,-0.000000,0.000000,1,0.034744,-0.161331,0.000000,-0.722702,0.251266,0.000000,-0.143000,-0.142000,0.008000,FlatInitial,Hold,0,0.000000,1.850000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:23.194 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,94.335938,96.972656,-6000.000000,-6000.000000,Speed,Speed,1.850000,-1.700000,2.780000,Suck,101.000000,1,0,-0.000000,0.000000,1,0.026840,-0.164444,0.000000,-0.721817,0.244415,0.000000,0.126000,-0.140000,-0.107000,FlatInitial,Hold,0,0.000000,1.850000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:23.294 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,94.335938,96.972656,-6000.000000,-6000.000000,Speed,Speed,1.850000,-1.610000,2.770000,Suck,101.000000,1,0,-0.000000,0.000000,1,0.049393,-0.227249,0.000000,-0.719772,0.231918,0.000000,0.121000,0.041000,-0.019000,FlatInitial,Hold,0,0.000000,1.850000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:23.395 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,94.335938,96.972656,-6000.000000,-6000.000000,Speed,Speed,1.860000,-1.630000,2.810000,Suck,102.000000,1,0,-0.000000,0.000000,1,0.055588,-0.233826,0.000000,-0.717712,0.223236,0.000000,-0.060000,-0.114000,0.017000,FlatInitial,Hold,0,0.000000,1.860000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:23.495 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,94.335938,96.972656,-6000.000000,-6000.000000,Speed,Speed,1.850000,-1.630000,2.810000,Suck,101.000000,1,0,-0.000000,0.000000,1,0.079300,-0.270889,0.000000,-0.713104,0.208176,0.000000,0.360000,0.170000,0.017000,FlatInitial,Hold,0,0.000000,1.850000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:23.595 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,94.335938,96.972656,-6000.000000,-6000.000000,Speed,Speed,1.860000,-1.610000,2.780000,Suck,102.000000,1,0,-0.000000,0.000000,1,0.149139,-0.312927,0.000000,-0.706436,0.193848,0.000000,0.059000,0.029000,0.089000,FlatInitial,Hold,0,0.000000,1.860000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:23.695 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,94.335938,96.972656,-6000.000000,-6000.000000,Speed,Speed,1.850000,-1.600000,2.780000,Suck,102.000000,1,0,-0.000000,0.000000,1,0.174622,-0.318939,0.000000,-0.697922,0.178055,0.000000,0.031000,0.006000,-0.071000,FlatInitial,Hold,0,0.000000,1.850000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:23.795 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,94.335938,96.972656,-6000.000000,-6000.000000,Speed,Speed,1.850000,-1.620000,2.810000,Suck,102.000000,1,0,-0.000000,0.000000,1,0.177078,-0.330475,0.000000,-0.689102,0.161392,0.000000,0.268000,0.209000,-0.037000,FlatInitial,Hold,0,0.000000,1.850000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:23.895 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,94.482422,97.119141,-6000.000000,-6000.000000,Speed,Speed,1.850000,-1.650000,2.850000,Suck,103.000000,1,0,-0.000000,0.000000,1,0.218796,-0.314087,0.000000,-0.679916,0.145172,0.000000,-0.074000,-0.261000,-0.007000,FlatInitial,Hold,0,0.000000,1.850000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:23.995 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,94.482422,97.119141,-6000.000000,-6000.000000,Speed,Speed,1.840000,-1.610000,2.840000,Suck,100.000000,1,0,-0.000000,0.000000,1,0.218735,-0.320404,0.000000,-0.669189,0.128159,0.000000,-0.046000,-0.034000,0.070000,FlatInitial,Hold,0,0.000000,1.840000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:24.095 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,94.482422,97.119141,-6000.000000,-6000.000000,Speed,Speed,1.850000,-1.610000,2.840000,Suck,101.000000,1,0,-0.000000,0.000000,1,0.229309,-0.317657,0.000000,-0.658051,0.111755,0.000000,-0.041000,-0.179000,-0.032000,FlatInitial,Hold,0,0.000000,1.850000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:24.195 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,94.482422,97.119141,-6000.000000,-6000.000000,Speed,Speed,1.850000,-1.680000,2.860000,Suck,105.000000,1,0,-0.000000,0.000000,1,0.180008,-0.300278,0.000000,-0.647720,0.095779,0.000000,0.028000,0.055000,-0.045000,FlatInitial,Hold,0,0.000000,1.850000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:24.295 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,94.335938,97.119141,-6000.000000,-6000.000000,Speed,Speed,1.840000,-1.460000,2.850000,Suck,102.000000,1,0,-0.000000,0.000000,1,0.230835,-0.303574,0.000000,-0.635468,0.078201,0.000000,-0.077000,0.158000,0.139000,FlatInitial,Hold,0,0.000000,1.840000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:24.395 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,94.482422,97.119141,-6000.000000,-6000.000000,Speed,Speed,1.840000,-1.470000,2.820000,Suck,101.000000,1,0,-0.000000,0.000000,1,0.214584,-0.290070,0.000000,-0.626389,0.066864,0.000000,0.003000,-0.010000,-0.082000,FlatInitial,Hold,0,0.000000,1.840000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:24.495 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,94.482422,97.265625,-6000.000000,-6000.000000,Speed,Speed,1.850000,-1.570000,2.740000,Suck,101.000000,1,0,-0.000000,0.000000,1,0.222321,-0.296478,0.000000,-0.613464,0.049255,0.000000,0.003000,-0.010000,-0.082000,FlatInitial,Hold,0,0.000000,1.850000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:24.595 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,94.482422,97.265625,-6000.000000,-6000.000000,Speed,Speed,1.850000,-1.410000,2.770000,Suck,102.000000,1,0,-0.000000,0.000000,1,0.249237,-0.283951,0.000000,-0.603699,0.037827,0.000000,0.064000,-0.030000,-0.002000,FlatInitial,Hold,0,0.000000,1.850000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:24.695 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,94.482422,97.119141,-6000.000000,-6000.000000,Speed,Speed,1.850000,-1.410000,2.770000,Suck,101.000000,1,0,-0.000000,0.000000,1,0.250641,-0.273605,0.000000,-0.588470,0.020782,0.000000,0.064000,-0.030000,-0.002000,FlatInitial,Hold,0,0.000000,1.850000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:24.796 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,94.628906,97.265625,-6000.000000,-6000.000000,Speed,Speed,1.850000,-1.400000,2.750000,Suck,101.000000,1,0,-0.000000,0.000000,1,0.251862,-0.233414,0.000000,-0.576706,0.007629,0.000000,-0.243000,0.001000,0.156000,FlatInitial,Hold,0,0.000000,1.850000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:24.896 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,94.628906,97.265625,-6000.000000,-6000.000000,Speed,Speed,1.830000,-1.290000,2.770000,Suck,103.000000,1,0,-0.000000,0.000000,1,0.187302,-0.221893,0.000000,-0.566605,-0.004471,0.000000,-0.145000,-0.083000,0.034000,FlatInitial,Hold,0,0.000000,1.830000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:24.997 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,94.628906,97.265625,-6000.000000,-6000.000000,Speed,Speed,1.830000,-1.400000,2.810000,Suck,101.000000,1,0,-0.000000,0.000000,1,0.211487,-0.205551,0.000000,-0.556946,-0.015015,0.000000,-0.145000,-0.083000,0.034000,FlatInitial,Hold,0,0.000000,1.830000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:25.097 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,94.775391,97.265625,-6000.000000,-6000.000000,Speed,Speed,1.830000,-1.310000,2.740000,Suck,102.000000,1,0,-0.000000,0.000000,1,0.168579,-0.231583,0.000000,-0.546646,-0.026016,0.000000,-0.006000,-0.141000,0.061000,FlatInitial,Hold,0,0.000000,1.830000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:25.197 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,94.775391,97.265625,-6000.000000,-6000.000000,Speed,Speed,1.830000,-1.310000,2.740000,Suck,102.000000,1,0,-0.000000,0.000000,1,0.151718,-0.266251,0.000000,-0.538727,-0.037994,0.000000,-0.127000,0.026000,-0.098000,FlatInitial,Hold,0,0.000000,1.830000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:25.297 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,94.775391,97.265625,-6000.000000,-6000.000000,Speed,Speed,1.830000,-1.420000,2.660000,Suck,103.000000,1,0,-0.000000,0.000000,1,0.123779,-0.218567,0.000000,-0.531723,-0.049393,0.000000,-0.110000,0.172000,-0.008000,FlatInitial,Hold,0,0.000000,1.830000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:25.397 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,94.921875,97.265625,-6000.000000,-6000.000000,Speed,Speed,1.840000,-1.380000,2.670000,Suck,100.000000,1,0,-0.000000,0.000000,1,0.157700,-0.252975,0.000000,-0.524597,-0.061234,0.000000,0.139000,0.051000,-0.053000,FlatInitial,Hold,0,0.000000,1.840000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:25.499 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,94.921875,97.412109,-6000.000000,-6000.000000,Speed,Speed,1.820000,-1.160000,2.640000,Suck,101.000000,1,0,-0.000000,0.000000,1,0.157700,-0.252975,0.000000,-0.524597,-0.061234,0.000000,0.207000,0.157000,-0.049000,FlatInitial,Hold,0,0.000000,1.820000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:25.599 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,94.921875,97.412109,-6000.000000,-6000.000000,Speed,Speed,1.830000,-1.160000,2.640000,Suck,100.000000,1,0,-0.000000,0.000000,1,0.206848,-0.250290,0.000000,-0.513153,-0.076141,0.000000,-0.161000,-0.257000,0.006000,FlatInitial,Hold,0,0.000000,1.830000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:25.700 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,95.068359,97.412109,-6000.000000,-6000.000000,Speed,Speed,1.840000,-1.380000,2.620000,Suck,101.000000,1,0,-0.000000,0.000000,1,-0.007401,-0.282974,0.000000,-0.509476,-0.090118,0.000000,0.036000,-0.057000,0.036000,FlatInitial,Hold,0,0.000000,1.840000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:25.802 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,95.214844,97.412109,-6000.000000,-6000.000000,Speed,Speed,1.840000,-1.280000,2.700000,Suck,104.000000,1,0,-0.000000,0.000000,1,0.020264,-0.288925,0.000000,-0.508896,-0.115082,0.000000,0.001000,-0.196000,-0.067000,FlatInitial,Hold,0,0.000000,1.840000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:25.902 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,95.214844,97.412109,-6000.000000,-6000.000000,Speed,Speed,1.820000,-1.230000,2.710000,Suck,103.000000,1,0,-0.000000,0.000000,1,0.020264,-0.288925,0.000000,-0.508896,-0.115082,0.000000,0.058000,0.022000,-0.087000,FlatInitial,Hold,0,0.000000,1.820000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:26.002 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,95.214844,97.412109,-6000.000000,-6000.000000,Speed,Speed,1.820000,-1.210000,2.670000,Suck,102.000000,1,0,-0.000000,0.000000,1,0.080597,-0.274582,0.000000,-0.500977,-0.143661,0.000000,0.028000,0.118000,0.055000,FlatInitial,Hold,0,0.000000,1.820000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:26.103 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,95.214844,97.558594,-6000.000000,-6000.000000,Speed,Speed,1.820000,-1.250000,2.700000,Suck,102.000000,1,0,-0.000000,0.000000,1,0.099533,-0.241165,0.000000,-0.495697,-0.159241,0.000000,0.038000,0.103000,0.137000,FlatInitial,Hold,0,0.000000,1.820000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:26.203 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,95.361328,97.558594,-6000.000000,-6000.000000,Speed,Speed,1.810000,-1.100000,2.720000,Suck,102.000000,1,0,-0.000000,0.000000,1,0.092957,-0.230057,0.000000,-0.490814,-0.170715,0.000000,-0.203000,0.036000,0.136000,FlatInitial,Hold,0,0.000000,1.810000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:26.303 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,95.214844,97.558594,-6000.000000,-6000.000000,Speed,Speed,1.800000,-1.000000,2.710000,Suck,101.000000,1,0,-0.000000,0.000000,1,0.092957,-0.230057,0.000000,-0.490814,-0.170715,0.000000,0.211000,-0.043000,-0.089000,FlatInitial,Hold,0,0.000000,1.800000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:26.404 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,95.361328,97.558594,-6000.000000,-6000.000000,Speed,Speed,1.810000,-1.160000,2.700000,Suck,104.000000,1,0,-0.000000,0.000000,1,0.073380,-0.222168,0.000000,-0.486099,-0.181885,0.000000,-0.142000,-0.036000,0.056000,FlatInitial,Hold,0,0.000000,1.810000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:26.504 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,95.507812,97.558594,-6000.000000,-6000.000000,Speed,Speed,1.810000,-1.300000,2.670000,Suck,100.000000,1,0,-0.000000,0.000000,1,-0.006134,0.000000,0.000000,-0.484833,-0.186096,0.000000,0.039000,0.081000,-0.034000,FlatInitial,Hold,0,0.000000,1.810000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:26.604 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,95.507812,97.705078,-6000.000000,-6000.000000,Speed,Speed,1.820000,-1.320000,2.650000,Suck,102.000000,1,0,-0.000000,0.000000,1,0.002701,0.000061,0.000000,-0.485092,-0.186462,0.000000,-0.282000,-0.310000,0.136000,FlatInitial,Hold,0,0.000000,1.820000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:26.705 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,95.507812,97.705078,-6000.000000,-6000.000000,Speed,Speed,1.810000,-1.200000,2.720000,Suck,100.000000,1,0,-0.000000,0.000000,1,0.029373,-0.015594,0.000000,-0.484406,-0.186996,0.000000,0.191000,-0.062000,-0.136000,FlatInitial,Hold,0,0.000000,1.810000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:26.805 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,95.507812,97.705078,-6000.000000,-6000.000000,Speed,Speed,1.800000,-1.030000,2.700000,Suck,100.000000,1,0,-0.000000,0.000000,1,0.067429,-0.044495,0.000000,-0.480408,-0.190155,0.000000,-0.218000,0.083000,0.104000,FlatInitial,Hold,0,0.000000,1.800000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:26.905 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,95.654297,97.705078,-6000.000000,-6000.000000,Speed,Speed,1.800000,-1.070000,2.660000,Suck,103.000000,1,0,-0.000000,0.000000,1,0.064499,-0.046173,0.000000,-0.477875,-0.191467,0.000000,0.220000,0.144000,-0.066000,FlatInitial,Hold,0,0.000000,1.800000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:27.005 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,95.507812,97.851562,-6000.000000,-6000.000000,Speed,Speed,1.800000,-1.070000,2.690000,Suck,101.000000,1,0,-0.000000,0.000000,1,0.098831,-0.028320,0.000000,-0.473022,-0.193253,0.000000,-0.306000,0.050000,0.239000,FlatInitial,Hold,0,0.000000,1.800000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:27.106 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,95.507812,97.851562,-6000.000000,-6000.000000,Speed,Speed,1.810000,-1.270000,2.650000,Suck,101.000000,1,0,-0.000000,0.000000,1,0.036545,0.007370,0.000000,-0.470245,-0.193542,0.000000,0.019000,-0.019000,-0.041000,FlatInitial,Hold,0,0.000000,1.810000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:27.207 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,95.654297,97.851562,-6000.000000,-6000.000000,Speed,Speed,1.810000,-1.320000,2.650000,Suck,101.000000,1,0,-0.000000,0.000000,1,-0.008316,0.026108,0.000000,-0.469635,-0.192810,0.000000,-0.023000,0.094000,0.071000,FlatInitial,Hold,0,0.000000,1.810000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:27.306 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,95.800781,97.851562,-6000.000000,-6000.000000,Speed,Speed,1.810000,-1.300000,2.640000,Suck,101.000000,1,0,-0.000000,0.000000,1,-0.016541,0.021454,0.000000,-0.470108,-0.191284,0.000000,0.113000,0.131000,-0.024000,FlatInitial,Hold,0,0.000000,1.810000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:27.407 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,95.800781,97.851562,-6000.000000,-6000.000000,Speed,Speed,1.800000,-1.180000,2.660000,Suck,101.000000,1,0,-0.000000,0.000000,1,-0.009613,0.032059,0.000000,-0.470551,-0.189621,0.000000,0.002000,0.107000,0.144000,FlatInitial,Hold,0,0.000000,1.800000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:27.506 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,95.800781,97.851562,-6000.000000,-6000.000000,Speed,Speed,1.800000,-1.290000,2.660000,Suck,102.000000,1,0,-0.000000,0.000000,1,-0.037033,0.012360,0.000000,-0.471375,-0.188156,0.000000,-0.074000,-0.226000,-0.078000,FlatInitial,Hold,0,0.000000,1.800000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:27.606 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,95.800781,97.851562,-6000.000000,-6000.000000,Speed,Speed,1.810000,-1.420000,2.630000,Suck,102.000000,1,0,-0.000000,0.000000,1,-0.056335,-0.010117,0.000000,-0.473587,-0.187943,0.000000,0.070000,0.053000,0.051000,FlatInitial,Hold,0,0.000000,1.810000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:27.706 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,95.800781,97.851562,-6000.000000,-6000.000000,Speed,Speed,1.820000,-1.580000,2.660000,Suck,102.000000,1,0,-0.000000,0.000000,1,-0.074142,-0.019943,0.000000,-0.476868,-0.188461,0.000000,0.150000,0.191000,0.058000,FlatInitial,Hold,0,0.000000,1.820000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:27.807 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,95.800781,97.851562,-6000.000000,-6000.000000,Speed,Speed,1.820000,-1.600000,2.730000,Suck,101.000000,1,0,-0.000000,0.000000,1,-0.036606,0.012436,0.000000,-0.479752,-0.188568,0.000000,-0.250000,-0.346000,-0.004000,FlatInitial,Hold,0,0.000000,1.820000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:27.908 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,95.654297,97.851562,-6000.000000,-6000.000000,Speed,Speed,1.800000,-1.410000,2.710000,Suck,101.000000,1,0,-0.000000,0.000000,1,-0.021362,-0.003281,0.000000,-0.481750,-0.188934,0.000000,0.103000,0.068000,-0.152000,FlatInitial,Hold,0,0.000000,1.800000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:28.009 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,95.654297,97.998047,-6000.000000,-6000.000000,Speed,Speed,1.790000,-1.220000,2.700000,Suck,101.000000,1,0,-0.000000,0.000000,1,0.015076,-0.010757,0.000000,-0.481583,-0.189285,0.000000,-0.021000,0.015000,0.050000,FlatInitial,Hold,0,0.000000,1.790000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:28.109 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,95.654297,97.851562,-6000.000000,-6000.000000,Speed,Speed,1.780000,-1.110000,2.650000,Suck,101.000000,1,0,-0.000000,0.000000,1,0.014984,0.000534,0.000000,-0.480255,-0.188690,0.000000,0.156000,0.243000,-0.043000,FlatInitial,Hold,0,0.000000,1.780000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:28.210 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,95.800781,97.998047,-6000.000000,-6000.000000,Speed,Speed,1.780000,-1.140000,2.710000,Suck,101.000000,1,0,-0.000000,0.000000,1,-0.010452,0.051819,0.000000,-0.480225,-0.187408,0.000000,-0.311000,-0.340000,0.087000,FlatInitial,Hold,0,0.000000,1.780000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:28.312 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,95.654297,97.998047,-6000.000000,-6000.000000,Speed,Speed,1.780000,-1.230000,2.630000,Suck,101.000000,1,0,-0.000000,0.000000,1,-0.040314,0.039398,0.000000,-0.482086,-0.185654,0.000000,0.025000,-0.024000,-0.169000,FlatInitial,Hold,0,0.000000,1.780000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:28.412 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,95.654297,97.851562,-6000.000000,-6000.000000,Speed,Speed,1.790000,-1.320000,2.650000,Suck,101.000000,1,0,-0.000000,0.000000,1,-0.066452,0.016861,0.000000,-0.485413,-0.184479,0.000000,-0.028000,-0.096000,0.075000,FlatInitial,Hold,0,0.000000,1.790000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:28.512 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,95.654297,97.998047,-6000.000000,-6000.000000,Speed,Speed,1.800000,-1.490000,2.640000,Suck,102.000000,1,0,-0.000000,0.000000,1,-0.070908,0.013794,0.000000,-0.489426,-0.183655,0.000000,0.229000,0.199000,-0.071000,FlatInitial,Hold,0,0.000000,1.800000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:28.613 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,95.800781,97.998047,-6000.000000,-6000.000000,Speed,Speed,1.790000,-1.470000,2.750000,Suck,101.000000,1,0,-0.000000,0.000000,1,-0.055725,0.014191,0.000000,-0.493088,-0.183624,0.000000,0.131000,-0.069000,-0.057000,FlatInitial,Hold,0,0.000000,1.790000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:28.713 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,95.654297,97.998047,-6000.000000,-6000.000000,Speed,Speed,1.780000,-1.340000,2.700000,Suck,103.000000,1,0,-0.000000,0.000000,1,0.000000,0.005600,0.000000,-0.494537,-0.183472,0.000000,0.068000,0.078000,0.060000,FlatInitial,Hold,0,0.000000,1.780000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:28.813 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,95.507812,97.998047,-6000.000000,-6000.000000,Speed,Speed,1.770000,-1.130000,2.650000,Suck,103.000000,1,0,-0.000000,0.000000,1,0.041321,0.003555,0.000000,-0.492950,-0.183029,0.000000,0.220000,0.169000,-0.049000,FlatInitial,Hold,0,0.000000,1.770000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:28.914 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,95.654297,97.998047,-6000.000000,-6000.000000,Speed,Speed,1.760000,-1.030000,2.650000,Suck,101.000000,1,0,-0.000000,0.000000,1,0.064850,0.035065,0.000000,-0.489761,-0.181686,0.000000,0.105000,0.231000,-0.144000,FlatInitial,Hold,0,0.000000,1.760000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
06:54:29.014 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,95.507812,97.998047,-6000.000000,-6000.000000,Speed,Speed,1.780000,-1.430000,2.650000,Suck,102.000000,1,0,-0.000000,0.000000,1,-0.012436,0.073730,0.000000,-0.489075,-0.179092,0.000000,-0.110000,-0.182000,-0.012000,FlatInitial,Hold,0,0.000000,1.780000,0.000000,0.000000,0.000000,-117096.000000,0,1,0,,,,
