Time,RobotMode,AutoToRun,ErrorStatus, ErrorCode,ErrorSource,ActualRPM1,ActualRPM2,DesiredRPM1,DesiredRPM2,ControlMode1,ControlMode2,NavXYaw,NavXRoll,NavXPitch,ShooterState,LoopTime,IsLevel,IsAutoTargeting,LeftMotorOutput,RightMotorOutput,IsHaloDrive,NavXVelocityX,NavXVelocityY,NavXVelocityZ,NavXDisplacementX,NavXDisplacementY,NavXDisplacementZ,NavXAccelerationX,NavXAccelerationY,NavXAccelerationZ,AngeMotorState,Photoeye,VisionXOutput,gyro180,RollerArmDesired,RollerArmActual,ShooterArmDesired,ShooterArmActual, DefenseDetectorController,DefenseDetectorRaw,IsStalled,Auto0CurrentFile,Auto1FileStatus,Auto2CurrentCommand,Auto3TrimmedCommand
06:55:12.277 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.386719,98.730469,-6000.000000,-6000.000000,Speed,Speed,1.260000,-0.080000,2.500000,Suck,101.000000,1,0,-0.000000,0.000000,1,0.104523,0.199875,0.000000,-1.802139,0.943604,0.000000,0.019000,-0.092000,0.052000,FlatInitial,Hold,0,0.000000,1.260000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:12.377 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.533203,98.730469,-6000.000000,-6000.000000,Speed,Speed,1.260000,-0.080000,2.500000,Suck,103.000000,1,0,-0.000000,0.000000,1,0.038208,0.144485,0.000000,-1.798950,0.952621,0.000000,-0.180000,-0.132000,0.111000,FlatInitial,Hold,0,0.000000,1.260000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:12.477 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.533203,98.730469,-6000.000000,-6000.000000,Speed,Speed,1.260000,-0.150000,2.560000,Suck,101.000000,1,0,-0.000000,0.000000,1,-0.002045,0.148666,0.000000,-1.797256,0.960083,0.000000,0.240000,0.165000,-0.148000,FlatInitial,Hold,0,0.000000,1.260000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:12.577 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.533203,98.730469,-6000.000000,-6000.000000,Speed,Speed,1.260000,-0.180000,2.590000,Suck,101.000000,1,0,-0.000000,0.000000,1,-0.000961,0.142410,0.000000,-1.797852,0.967163,0.000000,-0.050000,-0.007000,0.010000,FlatInitial,Hold,0,0.000000,1.260000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:12.677 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.533203,98.730469,-6000.000000,-6000.000000,Speed,Speed,1.260000,-0.260000,2.600000,Suck,100.000000,1,0,-0.000000,0.000000,1,0.041962,0.155487,0.000000,-1.796631,0.975250,0.000000,-0.050000,-0.007000,0.010000,FlatInitial,Hold,0,0.000000,1.260000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:12.777 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.679688,98.730469,-6000.000000,-6000.000000,Speed,Speed,1.250000,-0.140000,2.630000,Suck,101.000000,1,0,-0.000000,0.000000,1,0.064087,0.210876,0.000000,-1.793564,0.984604,0.000000,0.235000,0.139000,-0.042000,FlatInitial,Hold,0,0.000000,1.250000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:12.877 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.679688,98.730469,-6000.000000,-6000.000000,Speed,Speed,1.260000,-0.270000,2.710000,Suck,100.000000,1,0,-0.000000,0.000000,1,0.018433,0.231644,0.000000,-1.791885,0.995911,0.000000,-0.268000,-0.145000,0.134000,FlatInitial,Hold,0,0.000000,1.260000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:12.979 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.679688,98.730469,-6000.000000,-6000.000000,Speed,Speed,1.260000,-0.230000,2.670000,Suck,103.000000,1,0,-0.000000,0.000000,1,0.030960,0.231781,0.000000,-1.790756,1.007233,0.000000,0.129000,0.117000,0.004000,FlatInitial,Hold,0,0.000000,1.260000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:13.080 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.533203,98.730469,-6000.000000,-6000.000000,Speed,Speed,1.280000,-0.240000,2.690000,Suck,100.000000,1,0,-0.000000,0.000000,1,0.011948,0.222748,0.000000,-1.789749,1.018692,0.000000,0.056000,-0.102000,-0.076000,FlatInitial,Hold,0,0.000000,1.280000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:13.180 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.679688,98.730469,-6000.000000,-6000.000000,Speed,Speed,1.280000,-0.420000,2.670000,Suck,102.000000,1,0,-0.000000,0.000000,1,0.050735,0.192444,0.000000,-1.788330,1.029083,0.000000,-0.079000,-0.052000,0.105000,FlatInitial,Hold,0,0.000000,1.280000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:13.281 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.679688,98.730469,-6000.000000,-6000.000000,Speed,Speed,1.280000,-0.440000,2.750000,Suck,102.000000,1,0,-0.000000,0.000000,1,0.050735,0.192444,0.000000,-1.788330,1.029083,0.000000,-0.028000,0.092000,0.001000,FlatInitial,Hold,0,0.000000,1.280000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:13.383 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.533203,98.730469,-6000.000000,-6000.000000,Speed,Speed,1.310000,-0.660000,2.810000,Suck,104.000000,1,0,-0.000000,0.000000,1,-0.002060,0.209427,0.000000,-1.787598,1.052155,0.000000,0.060000,0.070000,0.201000,FlatInitial,Hold,0,0.000000,1.310000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:13.483 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.533203,98.730469,-6000.000000,-6000.000000,Speed,Speed,1.300000,-0.700000,2.850000,Suck,101.000000,1,0,-0.000000,0.000000,1,-0.002060,0.209427,0.000000,-1.787598,1.052155,0.000000,-0.112000,-0.046000,0.055000,FlatInitial,Hold,0,0.000000,1.300000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:13.583 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.533203,98.730469,-6000.000000,-6000.000000,Speed,Speed,1.320000,-0.960000,2.910000,Suck,103.000000,1,0,-0.000000,0.000000,1,-0.036377,0.191437,0.000000,-1.788376,1.062347,0.000000,0.151000,0.288000,-0.102000,FlatInitial,Hold,0,0.000000,1.320000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:13.683 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.533203,98.730469,-6000.000000,-6000.000000,Speed,Speed,1.330000,-1.160000,2.820000,Suck,100.000000,1,0,-0.000000,0.000000,1,0.005600,0.189240,0.000000,-1.790970,1.082458,0.000000,-0.130000,-0.303000,0.075000,FlatInitial,Hold,0,0.000000,1.330000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:13.784 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.386719,98.730469,-6000.000000,-6000.000000,Speed,Speed,1.320000,-1.180000,2.870000,Suck,102.000000,1,0,-0.000000,0.000000,1,0.005600,0.189240,0.000000,-1.790970,1.082458,0.000000,-0.138000,-0.260000,0.109000,FlatInitial,Hold,0,0.000000,1.320000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:13.885 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.386719,98.730469,-6000.000000,-6000.000000,Speed,Speed,1.300000,-1.210000,2.940000,Suck,102.000000,1,0,-0.000000,0.000000,1,-0.050552,0.228943,0.000000,-1.792526,1.093292,0.000000,-0.056000,-0.050000,-0.025000,FlatInitial,Hold,0,0.000000,1.300000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:13.985 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.533203,98.730469,-6000.000000,-6000.000000,Speed,Speed,1.310000,-1.310000,2.920000,Suck,101.000000,1,0,-0.000000,0.000000,1,-0.038986,0.227341,0.000000,-1.795334,1.104858,0.000000,-0.109000,-0.090000,0.092000,FlatInitial,Hold,0,0.000000,1.310000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:14.087 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.533203,98.730469,-6000.000000,-6000.000000,Speed,Speed,1.320000,-1.320000,2.950000,Suck,102.000000,1,0,-0.000000,0.000000,1,0.006271,0.192657,0.000000,-1.795975,1.115051,0.000000,-0.005000,0.057000,-0.022000,FlatInitial,Hold,0,0.000000,1.320000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:14.187 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.533203,98.730469,-6000.000000,-6000.000000,Speed,Speed,1.310000,-1.330000,2.940000,Suck,101.000000,1,0,-0.000000,0.000000,1,0.011719,0.204681,0.000000,-1.796219,1.124664,0.000000,-0.014000,0.059000,-0.059000,FlatInitial,Hold,0,0.000000,1.310000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:14.288 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.533203,98.876953,-6000.000000,-6000.000000,Speed,Speed,1.310000,-1.380000,2.960000,Suck,100.000000,1,0,-0.000000,0.000000,1,0.006927,0.261597,0.000000,-1.796143,1.137299,0.000000,-0.093000,0.085000,0.065000,FlatInitial,Hold,0,0.000000,1.310000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:14.388 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.679688,98.876953,-6000.000000,-6000.000000,Speed,Speed,1.320000,-1.470000,2.970000,Suck,103.000000,1,0,-0.000000,0.000000,1,-0.058456,0.275116,0.000000,-1.797882,1.150665,0.000000,0.002000,-0.110000,-0.031000,FlatInitial,Hold,0,0.000000,1.320000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:14.488 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.679688,98.876953,-6000.000000,-6000.000000,Speed,Speed,1.320000,-1.480000,2.880000,Suck,103.000000,1,0,-0.000000,0.000000,1,-0.036621,0.268494,0.000000,-1.801407,1.166397,0.000000,0.144000,0.177000,-0.082000,FlatInitial,Hold,0,0.000000,1.320000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:14.588 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.533203,98.876953,-6000.000000,-6000.000000,Speed,Speed,1.330000,-1.620000,2.930000,Suck,103.000000,1,0,-0.000000,0.000000,1,-0.043396,0.256668,0.000000,-1.803558,1.176559,0.000000,-0.047000,-0.116000,0.021000,FlatInitial,Hold,0,0.000000,1.330000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:14.688 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.679688,98.876953,-6000.000000,-6000.000000,Speed,Speed,1.320000,-1.520000,2.860000,Suck,102.000000,1,0,-0.000000,0.000000,1,-0.039124,0.255417,0.000000,-1.806595,1.191360,0.000000,0.012000,-0.022000,0.075000,FlatInitial,Hold,0,0.000000,1.320000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:14.788 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.679688,98.876953,-6000.000000,-6000.000000,Speed,Speed,1.320000,-1.480000,2.780000,Suck,102.000000,1,0,-0.000000,0.000000,1,-0.032471,0.287338,0.000000,-1.807373,1.202835,0.000000,0.274000,0.185000,-0.132000,FlatInitial,Hold,0,0.000000,1.320000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:14.888 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.533203,98.876953,-6000.000000,-6000.000000,Speed,Speed,1.320000,-1.280000,2.770000,Suck,100.000000,1,0,-0.000000,0.000000,1,0.031448,0.296021,0.000000,-1.807114,1.220734,0.000000,-0.147000,-0.385000,0.040000,FlatInitial,Hold,0,0.000000,1.320000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:14.988 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.386719,98.876953,-6000.000000,-6000.000000,Speed,Speed,1.310000,-1.160000,2.660000,Suck,103.000000,1,0,-0.000000,0.000000,1,0.095688,0.305786,0.000000,-1.803680,1.235535,0.000000,0.152000,0.129000,0.000000,FlatInitial,Hold,0,0.000000,1.310000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:15.089 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.533203,98.876953,-6000.000000,-6000.000000,Speed,Speed,1.300000,-1.040000,2.620000,Suck,101.000000,1,0,-0.000000,0.000000,1,0.164444,0.277542,0.000000,-1.797348,1.250366,0.000000,-0.006000,0.044000,-0.008000,FlatInitial,Hold,0,0.000000,1.300000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:15.190 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.533203,98.876953,-6000.000000,-6000.000000,Speed,Speed,1.290000,-0.740000,2.580000,Suck,101.000000,1,0,-0.000000,0.000000,1,0.243988,0.287018,0.000000,-1.786713,1.264359,0.000000,0.122000,-0.030000,0.053000,FlatInitial,Hold,0,0.000000,1.290000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:15.290 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.533203,98.876953,-6000.000000,-6000.000000,Speed,Speed,1.280000,-0.710000,2.560000,Suck,100.000000,1,0,-0.000000,0.000000,1,0.267532,0.268814,0.000000,-1.773895,1.278214,0.000000,0.198000,0.155000,-0.006000,FlatInitial,Hold,0,0.000000,1.280000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:15.391 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.533203,98.876953,-6000.000000,-6000.000000,Speed,Speed,1.280000,-0.590000,2.540000,Suck,100.000000,1,0,-0.000000,0.000000,1,0.315552,0.247116,0.000000,-1.758942,1.291351,0.000000,0.043000,0.117000,-0.037000,FlatInitial,Hold,0,0.000000,1.280000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:15.491 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.679688,98.876953,-6000.000000,-6000.000000,Speed,Speed,1.280000,-0.510000,2.530000,Suck,102.000000,1,0,-0.000000,0.000000,1,0.351440,0.265625,0.000000,-1.742218,1.303833,0.000000,0.001000,-0.200000,0.003000,FlatInitial,Hold,0,0.000000,1.280000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:15.592 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.533203,99.023438,-6000.000000,-6000.000000,Speed,Speed,1.280000,-0.410000,2.430000,Suck,102.000000,1,0,-0.000000,0.000000,1,0.348373,0.258224,0.000000,-1.724808,1.317429,0.000000,0.151000,0.319000,0.030000,FlatInitial,Hold,0,0.000000,1.280000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:15.692 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.533203,98.876953,-6000.000000,-6000.000000,Speed,Speed,1.280000,-0.440000,2.530000,Suck,102.000000,1,0,-0.000000,0.000000,1,0.371597,0.314636,0.000000,-1.706528,1.332550,0.000000,-0.117000,-0.015000,0.007000,FlatInitial,Hold,0,0.000000,1.280000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:15.792 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.533203,98.876953,-6000.000000,-6000.000000,Speed,Speed,1.270000,-0.530000,2.560000,Suck,102.000000,1,0,-0.000000,0.000000,1,0.353378,0.306763,0.000000,-1.689194,1.347809,0.000000,-0.140000,-0.179000,-0.011000,FlatInitial,Hold,0,0.000000,1.270000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:15.892 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.533203,98.876953,-6000.000000,-6000.000000,Speed,Speed,1.270000,-0.650000,2.540000,Suck,103.000000,1,0,-0.000000,0.000000,1,0.335022,0.262314,0.000000,-1.671890,1.362274,0.000000,0.253000,0.328000,-0.054000,FlatInitial,Hold,0,0.000000,1.270000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:15.992 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.386719,99.023438,-6000.000000,-6000.000000,Speed,Speed,1.270000,-0.650000,2.640000,Suck,101.000000,1,0,-0.000000,0.000000,1,0.269180,0.336685,0.000000,-1.652634,1.381424,0.000000,-0.042000,0.150000,-0.070000,FlatInitial,Hold,0,0.000000,1.270000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:16.092 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.533203,98.876953,-6000.000000,-6000.000000,Speed,Speed,1.270000,-0.820000,2.630000,Suck,105.000000,1,0,-0.000000,0.000000,1,0.180084,0.000000,0.000000,-1.642075,1.395889,0.000000,-0.071000,0.001000,0.118000,FlatInitial,Hold,0,0.000000,1.270000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:16.192 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.533203,98.876953,-6000.000000,-6000.000000,Speed,Speed,1.270000,-0.950000,2.640000,Suck,101.000000,1,0,-0.000000,0.000000,1,0.156418,-0.012619,0.000000,-1.633698,1.395218,0.000000,0.175000,0.296000,-0.140000,FlatInitial,Hold,0,0.000000,1.270000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:16.292 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.533203,98.876953,-6000.000000,-6000.000000,Speed,Speed,1.270000,-0.980000,2.640000,Suck,102.000000,1,0,-0.000000,0.000000,1,0.145737,0.018875,0.000000,-1.626556,1.395782,0.000000,-0.216000,-0.343000,-0.052000,FlatInitial,Hold,0,0.000000,1.270000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:16.393 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.533203,98.876953,-6000.000000,-6000.000000,Speed,Speed,1.270000,-1.000000,2.580000,Suck,100.000000,1,0,-0.000000,0.000000,1,0.157135,-0.016922,0.000000,-1.619308,1.395599,0.000000,-0.122000,-0.027000,0.066000,FlatInitial,Hold,0,0.000000,1.270000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:16.493 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.679688,98.730469,-6000.000000,-6000.000000,Speed,Speed,1.270000,-0.850000,2.610000,Suck,100.000000,1,0,-0.000000,0.000000,1,0.130615,0.013412,0.000000,-1.611862,1.395645,0.000000,-0.039000,0.091000,0.036000,FlatInitial,Hold,0,0.000000,1.270000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:16.593 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.679688,98.876953,-6000.000000,-6000.000000,Speed,Speed,1.280000,-0.740000,2.570000,Suck,102.000000,1,0,-0.000000,0.000000,1,0.112961,0.033264,0.000000,-1.605988,1.396820,0.000000,-0.003000,-0.153000,-0.039000,FlatInitial,Hold,0,0.000000,1.280000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:16.693 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.533203,98.876953,-6000.000000,-6000.000000,Speed,Speed,1.290000,-0.760000,2.570000,Suck,109.000000,1,0,-0.000000,0.000000,1,0.090622,0.024414,0.000000,-1.600800,1.397766,0.000000,-0.057000,0.182000,-0.073000,FlatInitial,Hold,0,0.000000,1.290000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:16.793 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.533203,98.876953,-6000.000000,-6000.000000,Speed,Speed,1.280000,-0.640000,2.590000,Suck,103.000000,1,0,-0.000000,0.000000,1,0.085464,0.019119,0.000000,-1.597916,1.398407,0.000000,-0.005000,0.028000,-0.080000,FlatInitial,Hold,0,0.000000,1.280000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:16.894 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.679688,98.876953,-6000.000000,-6000.000000,Speed,Speed,1.260000,-0.560000,2.620000,Suck,103.000000,1,0,-0.000000,0.000000,1,0.010803,0.024643,0.000000,-1.597702,1.399170,0.000000,-0.038000,-0.210000,-0.008000,FlatInitial,Hold,0,0.000000,1.260000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:16.995 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.679688,98.876953,-6000.000000,-6000.000000,Speed,Speed,1.260000,-0.560000,2.520000,Suck,102.000000,1,0,-0.000000,0.000000,1,-0.015198,-0.028275,0.000000,-1.597656,1.399124,0.000000,0.140000,0.213000,-0.166000,FlatInitial,Hold,0,0.000000,1.260000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:17.094 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.533203,98.876953,-6000.000000,-6000.000000,Speed,Speed,1.250000,-0.360000,2.570000,Suck,100.000000,1,0,-0.000000,0.000000,1,0.014893,-0.042969,0.000000,-1.597610,1.397583,0.000000,-0.117000,-0.191000,0.067000,FlatInitial,Hold,0,0.000000,1.250000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:17.195 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.533203,98.876953,-6000.000000,-6000.000000,Speed,Speed,1.250000,-0.550000,2.610000,Suck,102.000000,1,0,-0.000000,0.000000,1,-0.050247,-0.059387,0.000000,-1.599213,1.395248,0.000000,-0.088000,-0.040000,0.130000,FlatInitial,Hold,0,0.000000,1.250000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:17.295 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.679688,98.876953,-6000.000000,-6000.000000,Speed,Speed,1.240000,-0.620000,2.640000,Suck,100.000000,1,0,-0.000000,0.000000,1,-0.071899,-0.046219,0.000000,-1.602646,1.392487,0.000000,0.116000,0.195000,-0.091000,FlatInitial,Hold,0,0.000000,1.240000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:17.395 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.679688,98.876953,-6000.000000,-6000.000000,Speed,Speed,1.260000,-0.750000,2.780000,Suck,102.000000,1,0,-0.000000,0.000000,1,-0.111588,-0.025696,0.000000,-1.607788,1.390991,0.000000,-0.283000,-0.368000,0.141000,FlatInitial,Hold,0,0.000000,1.260000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:17.495 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.533203,98.876953,-6000.000000,-6000.000000,Speed,Speed,1.260000,-0.800000,2.780000,Suck,102.000000,1,0,-0.000000,0.000000,1,-0.116257,-0.066406,0.000000,-1.613983,1.388458,0.000000,-0.150000,0.051000,0.032000,FlatInitial,Hold,0,0.000000,1.260000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:17.595 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.533203,98.730469,-6000.000000,-6000.000000,Speed,Speed,1.250000,-0.820000,2.840000,Suck,103.000000,1,0,-0.000000,0.000000,1,-0.146927,-0.060120,0.000000,-1.621033,1.385666,0.000000,-0.045000,0.102000,-0.024000,FlatInitial,Hold,0,0.000000,1.250000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:17.695 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.533203,98.730469,-6000.000000,-6000.000000,Speed,Speed,1.260000,-0.930000,2.900000,Suck,103.000000,1,0,-0.000000,0.000000,1,-0.183044,-0.057007,0.000000,-1.629395,1.382858,0.000000,-0.070000,-0.116000,0.134000,FlatInitial,Hold,0,0.000000,1.260000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:17.795 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.533203,98.730469,-6000.000000,-6000.000000,Speed,Speed,1.260000,-1.040000,2.870000,Suck,103.000000,1,0,-0.000000,0.000000,1,-0.252106,-0.064911,0.000000,-1.640335,1.379959,0.000000,-0.065000,0.296000,0.001000,FlatInitial,Hold,0,0.000000,1.260000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:17.895 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.533203,98.730469,-6000.000000,-6000.000000,Speed,Speed,1.260000,-1.120000,2.960000,Suck,101.000000,1,0,-0.000000,0.000000,1,-0.314255,-0.017776,0.000000,-1.655090,1.378754,0.000000,-0.037000,-0.094000,0.026000,FlatInitial,Hold,0,0.000000,1.260000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:17.995 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.533203,98.730469,-6000.000000,-6000.000000,Speed,Speed,1.260000,-1.120000,2.940000,Suck,101.000000,1,0,-0.000000,0.000000,1,-0.336029,-0.117249,0.000000,-1.675156,1.374146,0.000000,-0.088000,-0.147000,0.064000,FlatInitial,Hold,0,0.000000,1.260000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:18.095 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.533203,98.730469,-6000.000000,-6000.000000,Speed,Speed,1.270000,-1.330000,2.900000,Suck,101.000000,1,0,-0.000000,0.000000,1,-0.406723,-0.146561,0.000000,-1.689560,1.369095,0.000000,0.122000,0.339000,-0.136000,FlatInitial,Hold,0,0.000000,1.270000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:18.195 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.533203,98.730469,-6000.000000,-6000.000000,Speed,Speed,1.270000,-1.340000,2.920000,Suck,103.000000,1,0,-0.000000,0.000000,1,-0.405807,-0.089462,0.000000,-1.714249,1.363266,0.000000,-0.117000,-0.308000,0.026000,FlatInitial,Hold,0,0.000000,1.270000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
06:55:18.296 PM 03/24/2016,Teleop Enabled,10,FALSE,0,NO ERROR,96.386719,98.730469,-6000.000000,-6000.000000,Speed,Speed,1.260000,-1.310000,2.980000,Suck,100.000000,1,0,-0.000000,0.000000,1,-0.382401,-0.119354,0.000000,-1.729706,1.358948,0.000000,0.071000,0.034000,0.130000,FlatInitial,Hold,0,0.000000,1.260000,0.000000,0.000000,0.000000,-85926.000000,0,1,0,,,,
