Time,RobotMode,AutoToRun,ErrorStatus, ErrorCode,ErrorSource,ActualRPM1,ActualRPM2,DesiredRPM1,DesiredRPM2,ControlMode1,ControlMode2,NavXYaw,NavXRoll,NavXPitch,ShooterState,LoopTime,IsLevel,IsAutoTargeting,LeftMotorOutput,RightMotorOutput,IsHaloDrive,NavXVelocityX,NavXVelocityY,NavXVelocityZ,NavXDisplacementX,NavXDisplacementY,NavXDisplacementZ,NavXAccelerationX,NavXAccelerationY,NavXAccelerationZ,AutoDefendState,AngeMotorState,Photoeye
08:05:11.203 PM 02/16/2016,Teleop Enabled,0,TRUE,91,Variant To Data in WPI_DigitalInputRefNum Registry Get.vi->Periodic Tasks.vi->Robot Main.vi,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.030000,0.920000,1.440000,1.000000,106.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001000,0.001000,0.005000,FlatInitial,ResetBack,0
08:05:11.304 PM 02/16/2016,Teleop Enabled,0,TRUE,-44007,<LOCATION>WPI_DigitalInputRefNum Registry Get.vi<CALLSTACK>WPI_DigitalInputRefNum Registry Get.vi< <Periodic Tasks.vi< <Robot Main.vi,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.030000,0.920000,1.440000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.002000,-0.003000,0.009000,FlatInitial,ResetBack,0
08:05:11.405 PM 02/16/2016,Teleop Enabled,0,TRUE,-44003,<LOCATION>WPI_CameraIssue HTTP Request with Authentication.vi<CALLSTACK>WPI_CameraIssue HTTP Request with Authentication.vi< <WPI_CameraIssue Get.vi< <WPI_CameraSet Image Appearance Property.vi< <WPI_CameraSet Image Size.vi< <Vision Processing.vi< <Robot Main.vi,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.030000,0.920000,1.440000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.013000,-0.005000,0.010000,FlatInitial,ResetBack,0
08:05:11.506 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.030000,0.920000,1.420000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000092,0.000000,-0.003000,0.010000,0.050000,FlatInitial,ResetBack,0
08:05:11.607 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.030000,0.970000,1.100000,1.000000,103.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.013000,0.019000,-0.028000,FlatInitial,ResetBack,0
08:05:11.707 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.030000,1.030000,1.010000,1.000000,105.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000183,0.000000,0.000000,0.000000,-0.007000,-0.010000,FlatInitial,ResetBack,0
08:05:11.807 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.050000,1.010000,1.020000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.002411,0.000000,0.000000,0.000107,0.000000,0.000000,0.006000,0.001000,-0.012000,FlatInitial,ResetBack,0
08:05:11.907 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.050000,0.970000,1.030000,1.000000,101.000000,1,0,-0.000000,0.000000,1,-0.007904,0.000000,0.000000,0.000000,-0.000137,0.000000,-0.016000,-0.001000,-0.012000,FlatInitial,ResetBack,0
08:05:12.007 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.060000,1.020000,0.990000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.005905,0.000000,0.000000,0.000061,-0.000137,0.000000,-0.014000,0.009000,-0.018000,FlatInitial,ResetBack,0
08:05:12.107 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.060000,1.000000,1.010000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000061,-0.000137,0.000000,-0.008000,0.002000,0.011000,FlatInitial,ResetBack,0
08:05:12.207 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.060000,1.000000,1.000000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000061,-0.000137,0.000000,-0.006000,0.001000,-0.009000,FlatInitial,ResetBack,0
08:05:12.309 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.060000,1.000000,1.020000,1.000000,103.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000061,-0.000137,0.000000,-0.005000,-0.001000,0.011000,FlatInitial,ResetBack,0
08:05:12.410 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.060000,1.000000,1.010000,1.000000,103.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000061,-0.000137,0.000000,0.001000,-0.003000,0.005000,FlatInitial,ResetBack,0
08:05:12.510 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.060000,0.990000,1.030000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000061,-0.000137,0.000000,0.006000,0.001000,0.002000,FlatInitial,ResetBack,0
08:05:12.610 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.060000,1.000000,1.020000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000061,-0.000137,0.000000,0.000000,0.003000,-0.003000,FlatInitial,ResetBack,0
08:05:12.710 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.060000,0.990000,1.030000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000061,-0.000137,0.000000,-0.009000,0.000000,0.000000,FlatInitial,ResetBack,0
08:05:12.810 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.060000,1.000000,1.030000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000061,-0.000137,0.000000,0.005000,-0.002000,0.003000,FlatInitial,ResetBack,0
08:05:12.910 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.060000,0.990000,1.040000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000061,-0.000137,0.000000,0.003000,-0.001000,0.011000,FlatInitial,ResetBack,0
08:05:13.010 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.060000,0.990000,1.050000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000061,-0.000137,0.000000,0.002000,-0.004000,0.017000,FlatInitial,ResetBack,0
08:05:13.110 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.060000,0.990000,1.050000,1.000000,100.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000061,-0.000137,0.000000,0.004000,-0.005000,0.002000,FlatInitial,ResetBack,0
08:05:13.210 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.060000,0.990000,1.050000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000061,-0.000137,0.000000,0.005000,-0.003000,0.010000,FlatInitial,ResetBack,0
08:05:13.310 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.060000,0.990000,1.050000,1.000000,100.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000061,-0.000137,0.000000,-0.002000,-0.004000,0.010000,FlatInitial,ResetBack,0
08:05:13.410 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.060000,0.990000,1.060000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000061,-0.000137,0.000000,-0.001000,-0.002000,0.001000,FlatInitial,ResetBack,0
08:05:13.510 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.060000,0.990000,1.070000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000061,-0.000137,0.000000,0.004000,0.004000,0.004000,FlatInitial,ResetBack,0
08:05:13.611 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.060000,0.980000,1.070000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000061,-0.000137,0.000000,-0.002000,0.002000,0.007000,FlatInitial,ResetBack,0
08:05:13.711 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.060000,0.970000,1.080000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000061,-0.000137,0.000000,0.001000,0.011000,-0.006000,FlatInitial,ResetBack,0
08:05:13.812 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.060000,0.970000,1.080000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000061,-0.000137,0.000000,-0.002000,-0.002000,0.005000,FlatInitial,ResetBack,0
08:05:13.913 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.060000,0.970000,1.090000,1.000000,103.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000061,-0.000137,0.000000,0.001000,0.006000,-0.001000,FlatInitial,ResetBack,0
08:05:14.013 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.050000,0.970000,1.100000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000061,-0.000137,0.000000,0.006000,0.001000,0.001000,FlatInitial,ResetBack,0
08:05:14.114 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.050000,0.960000,1.120000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000061,-0.000137,0.000000,0.000000,0.013000,0.003000,FlatInitial,ResetBack,0
08:05:14.215 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.050000,0.960000,1.120000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000061,-0.000137,0.000000,0.003000,-0.008000,0.007000,FlatInitial,ResetBack,0
08:05:14.315 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.050000,0.950000,1.130000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000061,-0.000137,0.000000,0.003000,0.006000,0.010000,FlatInitial,ResetBack,0
08:05:14.415 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.050000,0.960000,1.150000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000061,-0.000137,0.000000,0.000000,0.010000,0.006000,FlatInitial,ResetBack,0
08:05:14.515 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.050000,0.960000,1.150000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000061,-0.000137,0.000000,0.003000,0.001000,-0.001000,FlatInitial,ResetBack,0
08:05:14.615 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.040000,0.940000,1.170000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000061,-0.000137,0.000000,-0.004000,-0.005000,0.008000,FlatInitial,ResetBack,1
08:05:14.715 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.040000,0.940000,1.180000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000061,-0.000137,0.000000,-0.003000,-0.002000,0.016000,FlatInitial,ResetForward,1
08:05:14.816 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.050000,0.920000,1.200000,1.000000,100.000000,1,0,-0.000000,0.000000,1,0.000000,-0.011810,0.000000,0.000061,-0.000351,0.000000,-0.004000,-0.018000,0.013000,FlatInitial,ResetForward,1
08:05:14.916 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,0.000000,0.910000,1.230000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.010651,0.000000,0.000061,-0.000214,0.000000,0.012000,0.047000,0.021000,FlatInitial,ResetForward,1
