Time,RobotMode,AutoToRun,ErrorStatus, ErrorCode,ErrorSource,ActualRPM1,ActualRPM2,DesiredRPM1,DesiredRPM2,ControlMode1,ControlMode2,NavXYaw,NavXRoll,NavXPitch,ShooterState,LoopTime,IsLevel,IsAutoTargeting,LeftMotorOutput,RightMotorOutput,IsHaloDrive,NavXVelocityX,NavXVelocityY,NavXVelocityZ,NavXDisplacementX,NavXDisplacementY,NavXDisplacementZ,NavXAccelerationX,NavXAccelerationY,NavXAccelerationZ,AutoDefendState,AngeMotorState,Photoeye
08:13:17.200 PM 02/16/2016,Autonomous Disabled,0,TRUE,91,Variant To Data in WPI_DigitalInputRefNum Registry Get.vi->Periodic Tasks.vi->Robot Main.vi,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,48.590000,-0.450000,1.680000,1.000000,103.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,48.906708,-4.888275,0.000000,-0.001000,0.001000,0.007000,FlatInitial,Hold,0
08:13:17.302 PM 02/16/2016,Teleop Enabled,0,TRUE,-44007,<LOCATION>WPI_DigitalInputRefNum Registry Get.vi<CALLSTACK>WPI_DigitalInputRefNum Registry Get.vi< <Periodic Tasks.vi< <Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,48.050000,-0.450000,1.700000,0.000000,12846.000000,1,0,-0.000000,0.000000,1,0.004745,0.000000,0.000000,48.910294,-4.881516,0.000000,0.019000,0.000000,0.004000,FlatInitial,ResetBack,0
08:13:17.403 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.070000,-0.420000,2.000000,0.000000,103.000000,1,0,-0.000000,0.000000,1,0.000000,-0.012756,0.000000,48.910492,-4.881775,0.000000,-0.020000,0.011000,-0.012000,FlatInitial,ResetBack,0
08:13:17.504 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.040000,-0.440000,2.110000,0.000000,100.000000,1,0,-0.000000,0.000000,1,-0.005081,0.000000,0.000000,48.910416,-4.881775,0.000000,0.000000,0.019000,-0.022000,FlatInitial,ResetBack,1
08:13:17.604 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.040000,-0.440000,2.110000,0.000000,103.000000,1,0,-0.000000,0.000000,1,0.000000,-0.010117,0.000000,48.910416,-4.881943,0.000000,-0.014000,-0.011000,0.027000,FlatInitial,ResetForward,1
08:13:17.704 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.100000,-0.430000,1.890000,0.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,-0.001617,0.000000,48.910416,-4.882248,0.000000,-0.001000,-0.023000,-0.025000,FlatInitial,ResetForward,1
08:13:17.804 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.040000,-0.450000,2.120000,0.000000,102.000000,1,0,-0.000000,0.000000,1,-0.003494,-0.018265,0.000000,48.910324,-4.882751,0.000000,0.013000,0.011000,-0.041000,FlatInitial,ResetForward,1
08:13:17.907 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.020000,-0.430000,1.970000,0.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.019241,0.000000,48.910172,-4.882416,0.000000,-0.004000,0.048000,-0.021000,FlatInitial,ResetForward,1
08:13:18.007 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.020000,-0.440000,2.050000,0.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,48.910172,-4.880783,0.000000,0.012000,-0.013000,-0.027000,FlatInitial,ResetForward,1
08:13:18.107 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.060000,-0.450000,2.090000,0.000000,105.000000,1,0,-0.000000,0.000000,1,0.000000,-0.023193,0.000000,48.910172,-4.881470,0.000000,0.003000,-0.008000,0.009000,FlatInitial,ResetForward,1
08:13:18.207 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.010000,-0.430000,1.910000,0.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,48.910172,-4.881470,0.000000,-0.006000,-0.004000,0.000000,FlatInitial,ResetForward,0
08:13:18.308 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,-0.430000,2.000000,0.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,48.910172,-4.881470,0.000000,-0.004000,-0.002000,0.004000,FlatInitial,Reset,0
08:13:18.408 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.050000,-0.440000,1.930000,0.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.003143,0.000000,48.910172,-4.881439,0.000000,-0.001000,0.025000,0.012000,FlatInitial,Hold,0
