Time,RobotMode,AutoToRun,ErrorStatus, ErrorCode,ErrorSource,ActualRPM1,ActualRPM2,DesiredRPM1,DesiredRPM2,ControlMode1,ControlMode2,NavXYaw,NavXRoll,NavXPitch,ShooterState,LoopTime,IsLevel,IsAutoTargeting,LeftMotorOutput,RightMotorOutput,IsHaloDrive,NavXVelocityX,NavXVelocityY,NavXVelocityZ,NavXDisplacementX,NavXDisplacementY,NavXDisplacementZ,NavXAccelerationX,NavXAccelerationY,NavXAccelerationZ,AutoDefeneState
08:02:57.503 PM 02/11/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-5.960000,0.390000,2.380000,3.000000,102.000000,1,0,-0.003038,-0.010478,0,0.000000,0.000000,0.000000,0.068542,0.346420,0.000000,-0.001000,0.002000,0.003000,FlatInitial
08:02:57.604 PM 02/11/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-5.980000,0.390000,2.360000,3.000000,102.000000,1,0,-0.003038,-0.010478,0,0.000000,0.000000,0.000000,0.068542,0.346420,0.000000,-0.005000,0.017000,-0.007000,FlatInitial
08:02:57.706 PM 02/11/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-6.010000,0.430000,2.330000,3.000000,102.000000,1,0,-0.003038,-0.010478,0,-0.085526,-0.256195,0.000000,0.066864,0.341095,0.000000,0.095000,-0.096000,-0.421000,FlatInitial
08:02:57.806 PM 02/11/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-5.880000,0.420000,2.220000,3.000000,100.000000,1,0,-0.003038,-0.010478,0,-0.087082,-0.216782,0.000000,0.062378,0.329498,0.000000,0.074000,0.067000,0.243000,FlatInitial
08:02:57.907 PM 02/11/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-5.930000,0.390000,2.280000,3.000000,101.000000,1,0,-0.003038,-0.010478,0,-0.112122,-0.205887,0.000000,0.057404,0.319534,0.000000,0.014000,0.007000,0.111000,FlatInitial
08:02:58.009 PM 02/11/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-5.940000,0.380000,2.420000,3.000000,102.000000,1,0,-0.003038,-0.010478,0,-0.109329,0.000000,0.000000,0.052170,0.311600,0.000000,0.030000,0.009000,-0.090000,FlatInitial
08:02:58.110 PM 02/11/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-5.910000,0.370000,2.350000,3.000000,103.000000,1,0,-0.003038,-0.010478,0,-0.008636,0.000000,0.000000,0.049988,0.311600,0.000000,-0.016000,-0.005000,-0.010000,FlatInitial
08:02:58.212 PM 02/11/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-5.960000,0.390000,2.380000,3.000000,101.000000,1,0,-0.003038,-0.010478,0,0.000000,-0.008682,0.000000,0.049881,0.311478,0.000000,-0.009000,-0.016000,0.049000,FlatInitial
08:02:58.313 PM 02/11/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-5.950000,0.380000,2.330000,3.000000,104.000000,1,0,-0.003038,-0.010478,0,0.000000,-0.011017,0.000000,0.049881,0.311157,0.000000,0.013000,-0.003000,-0.071000,FlatInitial
08:02:58.413 PM 02/11/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-5.920000,0.380000,2.330000,3.000000,100.000000,1,0,-0.003038,-0.010478,0,0.000000,0.000000,0.000000,0.049881,0.311157,0.000000,0.002000,0.009000,-0.008000,FlatInitial
