Time,RobotMode,AutoToRun,ErrorStatus, ErrorCode,ErrorSource,ActualRPM1,ActualRPM2,DesiredRPM1,DesiredRPM2,ControlMode1,ControlMode2,NavXYaw,NavXRoll,NavXPitch,ShooterState,LoopTime,IsLevel,IsAutoTargeting,LeftMotorOutput,RightMotorOutput,IsHaloDrive,NavXVelocityX,NavXVelocityY,NavXVelocityZ,NavXDisplacementX,NavXDisplacementY,NavXDisplacementZ,NavXAccelerationX,NavXAccelerationY,NavXAccelerationZ,AutoDefendState,AngeMotorState,Photoeye
07:07:01.723 PM 02/16/2016,Autonomous Disabled,0,TRUE,91,Variant To Data in WPI_DigitalInputRefNum Registry Get.vi->Periodic Tasks.vi->Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.090000,0.840000,-1.160000,0.000000,56751.000000,1,0,-0.000000,0.000000,1,-0.000732,0.013962,0.000000,-19.050644,41.077805,0.000000,-0.047000,0.003000,0.072000,FlatInitial,ResetBack,0
07:07:01.822 PM 02/16/2016,Teleop Disabled,0,TRUE,-44007,<LOCATION>WPI_DigitalInputRefNum Registry Get.vi<CALLSTACK>WPI_DigitalInputRefNum Registry Get.vi< <Periodic Tasks.vi< <Robot Main.vi,0.000000,-7.177734,0.000000,0.000000,Speed,Speed,-0.330000,0.760000,0.900000,0.000000,71530.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,-19.127838,40.956024,0.000000,-0.009000,0.004000,0.006000,FlatInitial,ResetBack,0
07:07:01.922 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,-1.757812,0.000000,0.000000,Speed,Speed,0.000000,0.740000,0.920000,0.000000,115.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,-19.127838,40.956024,0.000000,0.010000,0.002000,0.003000,FlatInitial,ResetBack,0
07:07:02.022 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.020000,0.710000,0.970000,0.000000,104.000000,1,0,-0.000000,0.000000,1,0.000000,-0.002243,0.000000,-19.127838,40.956009,0.000000,-0.007000,-0.006000,0.015000,FlatInitial,ResetBack,0
07:07:02.122 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.010000,0.790000,0.910000,0.000000,103.000000,1,0,-0.000000,0.000000,1,0.010117,0.009079,0.000000,-19.127625,40.956085,0.000000,-0.006000,-0.010000,0.004000,FlatInitial,ResetBack,0
07:07:02.222 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.060000,0.710000,0.920000,0.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,-19.127625,40.956085,0.000000,-0.011000,-0.004000,0.011000,FlatInitial,ResetBack,0
07:07:02.322 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.040000,0.790000,0.870000,0.000000,103.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,-19.127441,40.956085,0.000000,-0.017000,-0.006000,-0.002000,FlatInitial,ResetBack,0
07:07:02.422 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.050000,0.740000,0.880000,0.000000,107.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,-19.127441,40.956085,0.000000,0.004000,-0.002000,0.000000,FlatInitial,ResetBack,0
07:07:02.522 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.050000,0.760000,0.840000,0.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,-19.127441,40.956085,0.000000,0.005000,0.007000,-0.001000,FlatInitial,ResetBack,0
07:07:02.622 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.060000,0.760000,0.910000,0.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,-19.127441,40.956085,0.000000,-0.010000,-0.003000,0.011000,FlatInitial,ResetBack,0
07:07:02.722 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.060000,0.770000,0.840000,0.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,-19.127441,40.956085,0.000000,0.007000,0.005000,0.000000,FlatInitial,ResetBack,0
07:07:02.822 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.050000,0.750000,0.890000,0.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,-19.127441,40.956085,0.000000,-0.002000,-0.004000,0.007000,FlatInitial,ResetBack,0
