Time,RobotMode,AutoToRun,ErrorStatus, ErrorCode,ErrorSource,ActualRPM1,ActualRPM2,DesiredRPM1,DesiredRPM2,ControlMode1,ControlMode2,NavXYaw,NavXRoll,NavXPitch,ShooterState,LoopTime,IsLevel,IsAutoTargeting,LeftMotorOutput,RightMotorOutput,IsHaloDrive,NavXVelocityX,NavXVelocityY,NavXVelocityZ,NavXDisplacementX,NavXDisplacementY,NavXDisplacementZ,NavXAccelerationX,NavXAccelerationY,NavXAccelerationZ,AutoDefendState
10:51:06.674 AM 02/13/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470006<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470006      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.060000,1.100000,2.890000,3.000000,101.000000,1,0,-0.006200,-0.005022,0,0.000000,0.000000,0.000000,-0.147552,-0.010605,0.000000,-0.004000,0.000000,-0.005000,FlatInitial
10:51:06.774 AM 02/13/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470006<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470006      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.060000,1.100000,2.890000,3.000000,104.000000,1,0,-0.006200,-0.005022,0,0.000000,0.000000,0.000000,-0.147552,-0.010605,0.000000,-0.004000,0.000000,-0.005000,FlatInitial
10:51:06.873 AM 02/13/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470006<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470006      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.060000,1.100000,2.890000,3.000000,101.000000,1,0,-0.006200,-0.005022,0,0.000000,0.000000,0.000000,-0.147552,-0.010605,0.000000,-0.004000,0.000000,-0.005000,FlatInitial
10:51:06.974 AM 02/13/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470006<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470006      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.060000,1.100000,2.890000,3.000000,101.000000,1,0,-0.006200,-0.005022,0,0.000000,0.000000,0.000000,-0.147552,-0.010605,0.000000,-0.004000,0.000000,-0.005000,FlatInitial
10:51:07.075 AM 02/13/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470006<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470006      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.030000,1.140000,2.920000,3.000000,101.000000,1,0,-0.006200,-0.005022,0,0.000000,0.000000,0.000000,-0.218811,-0.026215,0.000000,-0.003000,0.002000,-0.022000,FlatInitial
10:51:07.175 AM 02/13/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470006<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470006      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.030000,1.130000,2.910000,3.000000,102.000000,1,0,-0.006200,-0.005022,0,0.000000,0.000000,0.000000,-0.218811,-0.026215,0.000000,-0.003000,-0.001000,0.004000,FlatInitial
10:51:07.275 AM 02/13/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470006<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470006      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.030000,1.130000,2.900000,3.000000,102.000000,1,0,-0.006200,-0.005022,0,0.000000,0.000000,0.000000,-0.218811,-0.026215,0.000000,-0.002000,0.004000,-0.013000,FlatInitial
10:51:07.376 AM 02/13/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470006<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470006      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.030000,1.140000,2.920000,3.000000,101.000000,1,0,-0.006200,-0.005022,0,0.000000,0.000000,0.000000,-0.218811,-0.026215,0.000000,0.000000,0.005000,-0.006000,FlatInitial
10:51:07.477 AM 02/13/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470006<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470006      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.030000,1.130000,2.920000,3.000000,101.000000,1,0,-0.006200,-0.005022,0,0.000000,0.000000,0.000000,-0.218811,-0.026215,0.000000,0.000000,0.000000,-0.006000,FlatInitial
10:51:07.579 AM 02/13/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470006<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470006      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.020000,1.140000,2.920000,3.000000,101.000000,1,0,-0.006200,-0.005022,0,0.000000,0.000000,0.000000,-0.218811,-0.026215,0.000000,0.000000,-0.001000,0.005000,FlatInitial
