Time,RobotMode,AutoToRun,ErrorStatus, ErrorCode,ErrorSource,ActualRPM1,ActualRPM2,DesiredRPM1,DesiredRPM2,ControlMode1,ControlMode2,NavXYaw,NavXRoll,NavXPitch,ShooterState,LoopTime,IsLevel,IsAutoTargeting,LeftMotorOutput,RightMotorOutput,IsHaloDrive,NavXVelocityX,NavXVelocityY,NavXVelocityZ,NavXDisplacementX,NavXDisplacementY,NavXDisplacementZ,NavXAccelerationX,NavXAccelerationY,NavXAccelerationZ,AutoDefeneState
07:47:49.069 PM 02/11/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,2.690000,-0.820000,1.760000,3.000000,101.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.050415,0.127731,0.000000,0.000000,0.000000,0.003000,FlatInitial
07:47:49.170 PM 02/11/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,2.680000,-0.820000,1.750000,3.000000,103.000000,1,0,0.000000,0.000000,0,0.002335,0.000000,0.000000,0.050446,0.127731,0.000000,0.024000,-0.016000,0.028000,FlatInitial
07:47:49.270 PM 02/11/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,2.740000,-0.930000,1.800000,3.000000,104.000000,1,0,0.000000,0.000000,0,0.086426,0.427261,0.000000,0.051559,0.135483,0.000000,1.112000,0.352000,-0.529000,FlatInitial
07:47:49.370 PM 02/11/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,2.780000,-0.680000,1.860000,3.000000,104.000000,1,0,0.000000,0.000000,0,0.395905,0.742462,0.000000,0.069244,0.168365,0.000000,0.139000,0.010000,-0.543000,FlatInitial
07:47:49.471 PM 02/11/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,2.840000,-0.720000,1.960000,3.000000,103.000000,1,0,0.000000,0.000000,0,0.420654,0.696182,0.000000,0.094360,0.211380,0.000000,-0.017000,-0.013000,0.042000,FlatInitial
07:47:49.571 PM 02/11/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,2.820000,-0.890000,0.800000,3.000000,106.000000,1,0,0.000000,0.000000,0,0.413681,0.690643,0.000000,0.114944,0.246307,0.000000,0.002000,-0.037000,-0.030000,FlatInitial
07:47:49.672 PM 02/11/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,2.770000,-1.410000,-0.740000,3.000000,102.000000,1,0,0.000000,0.000000,0,-0.008194,0.686081,0.000000,0.118988,0.280304,0.000000,-0.033000,0.025000,-0.045000,FlatInitial
07:47:49.772 PM 02/11/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,2.770000,-1.410000,-0.740000,3.000000,102.000000,1,0,0.000000,0.000000,0,-0.008194,0.686081,0.000000,0.118988,0.280304,0.000000,-0.033000,0.025000,-0.045000,FlatInitial
07:47:49.872 PM 02/11/2016,Autonomous Disabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,2.800000,-0.420000,1.940000,3.000000,101.000000,1,0,0.000000,0.000000,0,0.018555,0.048828,0.000000,0.116882,0.302567,0.000000,0.038000,0.170000,-0.102000,FlatInitial
07:47:49.972 PM 02/11/2016,Autonomous Disabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,2.850000,-1.240000,0.670000,3.000000,101.000000,1,0,0.000000,0.000000,0,0.000000,0.097168,0.000000,0.120483,0.306992,0.000000,-0.005000,0.015000,-0.206000,FlatInitial
