Time,RobotMode,AutoToRun,ErrorStatus, ErrorCode,ErrorSource,ActualRPM1,ActualRPM2,DesiredRPM1,DesiredRPM2,ControlMode1,ControlMode2,NavXYaw,NavXRoll,NavXPitch,ShooterState,LoopTime,IsLevel,IsAutoTargeting,LeftMotorOutput,RightMotorOutput,IsHaloDrive,NavXVelocityX,NavXVelocityY,NavXVelocityZ,NavXDisplacementX,NavXDisplacementY,NavXDisplacementZ,NavXAccelerationX,NavXAccelerationY,NavXAccelerationZ,AutoDefendState,AngeMotorState,Photoeye
06:45:47.908 PM 02/17/2016,Teleop Enabled,0,TRUE,91,Variant To Data in WPI_DigitalInputRefNum Registry Get.vi->Periodic Tasks.vi->Robot Main.vi,-6.884766,1.025391,-6000.000000,-6000.000000,Speed,Speed,-0.190000,0.850000,1.940000,1.000000,101.000000,1,0,-0.000000,0.000000,1,-0.013138,-0.011703,0.000000,46.225861,68.789993,0.000000,0.000000,0.002000,0.009000,FlatInitial,ResetBack,0
06:45:48.008 PM 02/17/2016,Teleop Enabled,0,TRUE,-44007,<LOCATION>WPI_DigitalInputRefNum Registry Get.vi<CALLSTACK>WPI_DigitalInputRefNum Registry Get.vi< <Periodic Tasks.vi< <Robot Main.vi,-589.013672,575.976562,-6000.000000,-6000.000000,Speed,Speed,-0.240000,0.890000,1.660000,1.000000,103.000000,1,0,-0.000000,0.000000,1,0.002151,-0.058838,0.000000,46.225403,68.787308,0.000000,-0.066000,-0.272000,0.276000,FlatInitial,ResetBack,0
06:45:48.109 PM 02/17/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-2418.310547,2373.193359,-6000.000000,-6000.000000,Speed,Speed,-0.240000,0.890000,1.660000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.014847,-0.086105,0.000000,46.226456,68.783264,0.000000,0.006000,-0.075000,0.057000,FlatInitial,ResetBack,0
06:45:48.209 PM 02/17/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-4022.607422,4062.451172,-6000.000000,-6000.000000,Speed,Speed,-0.330000,1.030000,1.040000,1.000000,102.000000,1,0,-0.000000,0.000000,1,-0.003937,-0.066559,0.000000,46.226425,68.779663,0.000000,0.043000,-0.039000,-0.063000,FlatInitial,ResetBack,0
06:45:48.309 PM 02/17/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5190.820312,5114.648438,-6000.000000,-6000.000000,Speed,Speed,-0.370000,0.970000,1.060000,1.000000,102.000000,1,0,-0.000000,0.000000,1,-0.003937,-0.066559,0.000000,46.226425,68.779663,0.000000,0.043000,-0.039000,-0.063000,FlatInitial,ResetBack,0
06:45:48.409 PM 02/17/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5652.539062,5489.062500,-6000.000000,-6000.000000,Speed,Speed,-0.250000,0.930000,0.710000,1.000000,101.000000,1,0,-0.000000,0.000000,1,-0.032654,-0.031525,0.000000,46.225250,68.777695,0.000000,-0.104000,-0.187000,0.096000,FlatInitial,ResetBack,0
06:45:48.509 PM 02/17/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5326.757812,4746.679688,-6000.000000,-6000.000000,Speed,Speed,-0.220000,0.950000,0.930000,1.000000,102.000000,1,0,-0.000000,0.000000,1,-0.042038,-0.052399,0.000000,46.222992,68.775238,0.000000,0.161000,0.211000,-0.013000,FlatInitial,ResetBack,0
06:45:48.609 PM 02/17/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5257.031250,4740.234375,-6000.000000,-6000.000000,Speed,Speed,-0.220000,0.950000,0.930000,1.000000,102.000000,1,0,-0.000000,0.000000,1,-0.029892,-0.025574,0.000000,46.221771,68.774170,0.000000,0.000000,-0.056000,0.078000,FlatInitial,ResetBack,0
06:45:48.710 PM 02/17/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5251.757812,5194.335938,-6000.000000,-6000.000000,Speed,Speed,-0.240000,0.940000,0.870000,1.000000,102.000000,1,0,-0.000000,0.000000,1,-0.060837,-0.003296,0.000000,46.218460,68.773422,0.000000,0.101000,0.057000,-0.221000,FlatInitial,ResetBack,0
06:45:48.810 PM 02/17/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5559.375000,5357.226562,-6000.000000,-6000.000000,Speed,Speed,-0.240000,0.940000,0.870000,1.000000,101.000000,1,0,-0.000000,0.000000,1,-0.075012,-0.042557,0.000000,46.215408,68.772568,0.000000,-0.107000,-0.017000,0.155000,FlatInitial,ResetBack,0
06:45:48.911 PM 02/17/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5824.218750,5067.773438,-6000.000000,-6000.000000,Speed,Speed,-0.240000,0.890000,0.820000,1.000000,102.000000,1,0,-0.000000,0.000000,1,-0.140564,-0.084366,0.000000,46.209335,68.769913,0.000000,0.079000,-0.122000,-0.070000,FlatInitial,ResetBack,0
06:45:49.011 PM 02/17/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5892.187500,4876.757812,-6000.000000,-6000.000000,Speed,Speed,-0.230000,0.880000,0.800000,1.000000,101.000000,1,0,-0.000000,0.000000,1,-0.115784,-0.093369,0.000000,46.202682,68.765366,0.000000,0.072000,0.031000,0.029000,FlatInitial,ResetBack,0
