Time,RobotMode,AutoToRun,ErrorStatus, ErrorCode,ErrorSource,ActualRPM1,ActualRPM2,DesiredRPM1,DesiredRPM2,ControlMode1,ControlMode2,NavXYaw,NavXRoll,NavXPitch,ShooterState,LoopTime,IsLevel,IsAutoTargeting,LeftMotorOutput,RightMotorOutput,IsHaloDrive,NavXVelocityX,NavXVelocityY,NavXVelocityZ,NavXDisplacementX,NavXDisplacementY,NavXDisplacementZ,NavXAccelerationX,NavXAccelerationY,NavXAccelerationZ,AutoDefendState,AngeMotorState,Photoeye
07:41:42.085 PM 02/17/2016,Teleop Enabled,0,TRUE,91,Variant To Data in WPI_DigitalInputRefNum Registry Get.vi->Periodic Tasks.vi->Robot Main.vi,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.050000,1.080000,1.550000,1.000000,107.000000,1,0,-0.000000,0.000000,1,0.003799,-0.002472,0.000000,85.208649,81.127289,0.000000,-0.001000,-0.002000,0.001000,FlatInitial,ResetBack,0
07:41:42.185 PM 02/17/2016,Teleop Enabled,0,TRUE,-44007,<LOCATION>WPI_DigitalInputRefNum Registry Get.vi<CALLSTACK>WPI_DigitalInputRefNum Registry Get.vi< <Periodic Tasks.vi< <Robot Main.vi,-326.953125,264.990234,-6000.000000,-6000.000000,Speed,Speed,-0.100000,1.120000,1.450000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.024490,-0.016418,0.000000,85.209366,81.126755,0.000000,-0.014000,0.008000,0.083000,FlatInitial,ResetBack,0
07:41:42.286 PM 02/17/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-1925.097656,1744.042969,-6000.000000,-6000.000000,Speed,Speed,-0.110000,1.120000,1.440000,1.000000,103.000000,1,0,-0.000000,0.000000,1,0.043808,-0.034760,0.000000,85.211472,81.124985,0.000000,0.086000,0.041000,0.000000,FlatInitial,ResetBack,0
07:41:42.388 PM 02/17/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-3442.529297,3209.619141,-6000.000000,-6000.000000,Speed,Speed,-0.100000,1.030000,1.390000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.043808,-0.034760,0.000000,85.211472,81.124985,0.000000,0.086000,0.041000,0.000000,FlatInitial,ResetBack,0
07:41:42.493 PM 02/17/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-4642.236328,4441.699219,-6000.000000,-6000.000000,Speed,Speed,-0.090000,1.080000,1.330000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.070908,-0.019012,0.000000,85.215775,81.124054,0.000000,0.071000,-0.006000,-0.018000,FlatInitial,ResetBack,0
07:41:42.594 PM 02/17/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5268.164062,5306.250000,-6000.000000,-6000.000000,Speed,Speed,-0.090000,1.090000,1.260000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.082260,0.000000,0.000000,85.219940,81.124176,0.000000,0.021000,-0.009000,0.027000,FlatInitial,ResetBack,0
07:41:42.694 PM 02/17/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5677.148438,5651.953125,-6000.000000,-6000.000000,Speed,Speed,-0.130000,1.090000,1.420000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.082260,0.000000,0.000000,85.219940,81.124176,0.000000,0.021000,-0.009000,0.027000,FlatInitial,ResetBack,0
07:41:42.794 PM 02/17/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5840.625000,5809.570312,-6000.000000,-6000.000000,Speed,Speed,-0.120000,1.100000,1.240000,1.000000,106.000000,1,0,-0.000000,0.000000,1,0.070541,-0.069916,0.000000,85.227417,81.121155,0.000000,-0.020000,-0.063000,0.010000,FlatInitial,ResetBack,0
07:41:42.896 PM 02/17/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5920.898438,5864.062500,-6000.000000,-6000.000000,Speed,Speed,-0.110000,1.070000,1.350000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.026978,-0.026566,0.000000,85.230286,81.118591,0.000000,-0.046000,0.030000,-0.078000,FlatInitial,ResetBack,0
07:41:42.996 PM 02/17/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5963.085938,5913.281250,-6000.000000,-6000.000000,Speed,Speed,-0.120000,1.020000,1.300000,1.000000,103.000000,1,0,-0.000000,0.000000,1,-0.001007,-0.034592,0.000000,85.230789,81.117188,0.000000,-0.032000,-0.033000,-0.197000,FlatInitial,ResetBack,0
07:41:43.096 PM 02/17/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5987.109375,5947.851562,-6000.000000,-6000.000000,Speed,Speed,-0.110000,1.010000,1.260000,1.000000,101.000000,1,0,-0.000000,0.000000,1,-0.024994,0.000000,0.000000,85.229980,81.115616,0.000000,-0.022000,-0.024000,-0.159000,FlatInitial,ResetBack,0
07:41:43.196 PM 02/17/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5998.242188,5981.250000,-6000.000000,-6000.000000,Speed,Speed,-0.120000,1.030000,1.250000,1.000000,102.000000,1,0,-0.000000,0.000000,1,-0.048340,0.000000,0.000000,85.227722,81.115402,0.000000,-0.022000,-0.024000,-0.159000,FlatInitial,ResetBack,0
07:41:43.297 PM 02/17/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6005.859375,5996.484375,-6000.000000,-6000.000000,Speed,Speed,-0.120000,1.030000,1.300000,1.000000,102.000000,1,0,-0.000000,0.000000,1,-0.048340,0.000000,0.000000,85.227722,81.115402,0.000000,-0.021000,0.015000,-0.178000,FlatInitial,ResetBack,0
07:41:43.397 PM 02/17/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6016.992188,6001.171875,-6000.000000,-6000.000000,Speed,Speed,-0.110000,1.040000,1.190000,1.000000,105.000000,1,0,-0.000000,0.000000,1,-0.022934,-0.047302,0.000000,85.226089,81.113739,0.000000,-0.024000,-0.077000,-0.192000,FlatInitial,ResetBack,0
07:41:43.498 PM 02/17/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6022.851562,6004.101562,-6000.000000,-6000.000000,Speed,Speed,-0.110000,1.040000,1.130000,1.000000,100.000000,1,0,-0.000000,0.000000,1,-0.056915,-0.134811,0.000000,85.223938,81.108780,0.000000,-0.044000,-0.073000,-0.174000,FlatInitial,ResetBack,0
