Time,RobotMode,AutoToRun,ErrorStatus, ErrorCode,ErrorSource,ActualRPM1,ActualRPM2,DesiredRPM1,DesiredRPM2,ControlMode1,ControlMode2,NavXYaw,NavXRoll,NavXPitch,ShooterState,LoopTime,IsLevel,IsAutoTargeting,LeftMotorOutput,RightMotorOutput,IsHaloDrive,NavXVelocityX,NavXVelocityY,NavXVelocityZ,NavXDisplacementX,NavXDisplacementY,NavXDisplacementZ,NavXAccelerationX,NavXAccelerationY,NavXAccelerationZ,AutoDefendState,AngeMotorState,Photoeye,VisionXOutput
07:05:48.932 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,4009.277344,-3997.998047,4000.000000,4000.000000,Speed,Speed,-0.160000,0.910000,2.130000,3.000000,102.000000,1,0,-0.000000,0.000000,1,0.005478,0.028534,0.000000,0.522919,-0.456589,0.000000,0.002000,0.033000,-0.063000,FlatInitial,Hold,0,0.000000
07:05:49.033 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,4007.812500,-4003.125000,4000.000000,4000.000000,Speed,Speed,-0.160000,0.930000,2.210000,3.000000,102.000000,1,0,-0.000000,0.000000,1,0.011765,0.045578,0.000000,0.523422,-0.454498,0.000000,-0.013000,0.067000,-0.092000,FlatInitial,Hold,0,0.000000
07:05:49.133 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,4006.201172,-4004.443359,4000.000000,4000.000000,Speed,Speed,-0.160000,0.960000,2.270000,3.000000,101.000000,1,0,-0.000000,0.000000,1,0.014648,0.063354,0.000000,0.524155,-0.450958,0.000000,-0.038000,-0.028000,0.030000,FlatInitial,Hold,0,0.000000
07:05:49.236 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,4000.488281,-4004.003906,4000.000000,4000.000000,Speed,Speed,-0.170000,0.980000,2.260000,3.000000,101.000000,1,0,-0.000000,0.000000,1,0.015518,0.067032,0.000000,0.524811,-0.447586,0.000000,-0.026000,-0.021000,0.052000,FlatInitial,Hold,0,0.000000
07:05:49.337 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,3997.998047,-4006.933594,4000.000000,4000.000000,Speed,Speed,-0.170000,0.980000,2.270000,3.000000,101.000000,1,0,-0.000000,0.000000,1,0.024765,0.062622,0.000000,0.525589,-0.445038,0.000000,-0.022000,-0.026000,0.051000,FlatInitial,Hold,0,0.000000
07:05:49.437 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,3996.240234,-4010.302734,4000.000000,4000.000000,Speed,Speed,-0.170000,1.000000,2.330000,3.000000,104.000000,1,0,-0.000000,0.000000,1,0.023483,0.078003,0.000000,0.526810,-0.441559,0.000000,-0.024000,-0.036000,0.051000,FlatInitial,Hold,0,0.000000
07:05:49.537 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,3993.310547,-4007.958984,4000.000000,4000.000000,Speed,Speed,-0.170000,1.010000,2.340000,3.000000,106.000000,1,0,-0.000000,0.000000,1,0.031296,0.072708,0.000000,0.528458,-0.437195,0.000000,0.056000,-0.011000,0.103000,FlatInitial,Hold,0,0.000000
07:05:49.638 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,3993.750000,-4005.322266,4000.000000,4000.000000,Speed,Speed,-0.170000,1.030000,2.340000,3.000000,101.000000,1,0,-0.000000,0.000000,1,0.035049,0.060944,0.000000,0.529800,-0.434616,0.000000,-0.026000,0.001000,-0.095000,FlatInitial,Hold,0,0.000000
07:05:49.739 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,3996.679687,-4001.220703,4000.000000,4000.000000,Speed,Speed,-0.170000,1.030000,2.340000,3.000000,101.000000,1,0,-0.000000,0.000000,1,0.027496,0.000000,0.000000,0.531494,-0.432404,0.000000,0.002000,0.009000,-0.091000,FlatInitial,Hold,0,0.000000
07:05:49.840 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,4001.806641,-3998.437500,4000.000000,4000.000000,Speed,Speed,-0.170000,1.030000,2.360000,3.000000,101.000000,1,0,-0.000000,0.000000,1,-0.008713,-0.001556,0.000000,0.531525,-0.432419,0.000000,-0.035000,0.005000,0.019000,FlatInitial,Hold,0,0.000000
07:05:49.941 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,4006.054687,-3999.609375,4000.000000,4000.000000,Speed,Speed,-0.180000,1.040000,2.390000,3.000000,102.000000,1,0,-0.000000,0.000000,1,-0.011932,-0.001190,0.000000,0.530884,-0.432632,0.000000,0.030000,-0.011000,0.084000,FlatInitial,Hold,0,0.000000
07:05:50.042 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,4011.035156,-4003.271484,4000.000000,4000.000000,Speed,Speed,-0.170000,1.040000,2.380000,3.000000,102.000000,1,0,-0.000000,0.000000,1,-0.018005,0.001221,0.000000,0.530167,-0.432663,0.000000,0.000000,0.029000,-0.044000,FlatInitial,Hold,0,0.000000
07:05:50.143 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,4009.423828,-4002.832031,4000.000000,4000.000000,Speed,Speed,-0.180000,1.040000,2.400000,3.000000,105.000000,1,0,-0.000000,0.000000,1,-0.016418,-0.002441,0.000000,0.529282,-0.432541,0.000000,-0.007000,-0.058000,0.063000,FlatInitial,Hold,0,0.000000
07:05:50.244 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,4005.322266,-4004.150391,4000.000000,4000.000000,Speed,Speed,-0.180000,1.030000,2.400000,3.000000,100.000000,1,0,-0.000000,0.000000,1,-0.017044,-0.011810,0.000000,0.528656,-0.432846,0.000000,0.031000,0.001000,0.089000,FlatInitial,Hold,0,0.000000
07:05:50.348 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,4004.296875,-4004.882812,4000.000000,4000.000000,Speed,Speed,-0.180000,1.030000,2.390000,3.000000,103.000000,1,0,-0.000000,0.000000,1,-0.022110,-0.017227,0.000000,0.527725,-0.433487,0.000000,-0.002000,0.000000,-0.116000,FlatInitial,Hold,0,0.000000
07:05:50.449 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,4001.074219,-4007.373047,4000.000000,4000.000000,Speed,Speed,-0.170000,1.000000,2.340000,3.000000,101.000000,1,0,-0.000000,0.000000,1,-0.021851,-0.038528,0.000000,0.526199,-0.435303,0.000000,-0.034000,-0.061000,0.052000,FlatInitial,Hold,0,0.000000
07:05:50.550 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,3998.291016,-4008.984375,4000.000000,4000.000000,Speed,Speed,-0.170000,0.990000,2.270000,3.000000,103.000000,1,0,-0.000000,0.000000,1,-0.032181,-0.058197,0.000000,0.525146,-0.437271,0.000000,-0.001000,0.007000,-0.109000,FlatInitial,Hold,0,0.000000
07:05:50.650 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,3997.851562,-4004.882812,4000.000000,4000.000000,Speed,Speed,-0.170000,0.960000,2.180000,3.000000,101.000000,1,0,-0.000000,0.000000,1,-0.007263,-0.024124,0.000000,0.523987,-0.438049,0.000000,0.027000,0.010000,-0.114000,FlatInitial,Hold,0,0.000000
07:05:50.752 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,3997.851562,-4001.806641,4000.000000,4000.000000,Speed,Speed,-0.170000,0.960000,2.160000,3.000000,102.000000,1,0,-0.000000,0.000000,1,-0.011261,-0.023666,0.000000,0.523544,-0.439178,0.000000,0.000000,0.029000,-0.110000,FlatInitial,Hold,0,0.000000
07:05:50.852 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,3999.609375,-3999.316406,4000.000000,4000.000000,Speed,Speed,-0.170000,0.940000,2.110000,3.000000,101.000000,1,0,-0.000000,0.000000,1,-0.012680,-0.023544,0.000000,0.522781,-0.440369,0.000000,-0.062000,-0.072000,0.086000,FlatInitial,Hold,0,0.000000
07:05:50.953 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,4000.781250,-4001.513672,4000.000000,4000.000000,Speed,Speed,-0.180000,0.930000,2.100000,3.000000,101.000000,1,0,-0.000000,0.000000,1,-0.015701,-0.038773,0.000000,0.522018,-0.442047,0.000000,0.007000,-0.014000,0.078000,FlatInitial,Hold,0,0.000000
07:05:51.054 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,4002.978516,-4007.812500,4000.000000,4000.000000,Speed,Speed,-0.170000,0.910000,2.080000,3.000000,102.000000,1,0,-0.000000,0.000000,1,-0.018646,-0.055527,0.000000,0.521072,-0.444885,0.000000,0.032000,0.040000,-0.101000,FlatInitial,Hold,0,0.000000
07:05:51.155 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,4005.029297,-4006.787109,4000.000000,4000.000000,Speed,Speed,-0.170000,0.880000,2.040000,3.000000,100.000000,1,0,-0.000000,0.000000,1,-0.012527,-0.055923,0.000000,0.520508,-0.447174,0.000000,0.006000,0.026000,0.096000,FlatInitial,Hold,0,0.000000
07:05:51.255 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,4006.347656,-4006.787109,4000.000000,4000.000000,Speed,Speed,-0.180000,0.850000,2.020000,3.000000,101.000000,1,0,0.181102,-0.181102,1,-0.026749,-0.011963,0.000000,0.519501,-0.448624,0.000000,-0.008000,0.003000,0.071000,FlatInitial,Hold,0,0.000000
07:05:51.356 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,4000.488281,-4004.882812,4000.000000,4000.000000,Speed,Speed,-0.240000,0.880000,1.830000,3.000000,101.000000,1,0,0.181102,-0.181102,1,-0.020340,-0.055634,0.000000,0.518250,-0.450027,0.000000,-0.004000,-0.123000,0.111000,FlatInitial,Hold,0,0.000000
07:05:51.457 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,3985.839844,-3995.800781,4000.000000,4000.000000,Speed,Speed,-1.200000,1.000000,1.870000,3.000000,106.000000,1,0,0.181102,-0.181102,1,0.005219,-0.087006,0.000000,0.517914,-0.455185,0.000000,0.028000,0.065000,-0.176000,FlatInitial,Hold,0,0.000000
07:05:51.558 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,3981.591797,-3982.617187,4000.000000,4000.000000,Speed,Speed,-3.080000,1.150000,1.930000,3.000000,102.000000,1,1,0.000000,-0.000000,1,0.018204,0.000000,0.000000,0.518311,-0.457642,0.000000,0.070000,0.019000,-0.044000,FlatInitial,Hold,0,0.000000
07:05:51.660 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,3987.158203,-3979.394531,4000.000000,4000.000000,Speed,Speed,-6.550000,1.230000,1.670000,3.000000,101.000000,1,1,0.000000,-0.000000,1,0.032669,-0.001434,0.000000,0.520004,-0.457947,0.000000,-0.051000,-0.017000,0.005000,FlatInitial,Hold,0,0.000000
07:05:51.760 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,4005.908203,-3991.259766,4000.000000,4000.000000,Speed,Speed,-8.950000,1.030000,1.750000,3.000000,101.000000,1,1,0.000000,-0.000000,1,-0.018494,0.020950,0.000000,0.520172,-0.457474,0.000000,-0.033000,0.035000,0.001000,FlatInitial,Hold,0,0.000000
07:05:51.860 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,4020.849609,-4000.927734,4000.000000,4000.000000,Speed,Speed,-9.430000,0.750000,2.110000,3.000000,101.000000,1,1,0.000000,-0.000000,1,-0.089050,0.050919,0.000000,0.516891,-0.455399,0.000000,-0.012000,0.036000,-0.156000,FlatInitial,Hold,0,0.000000
07:05:51.960 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,4020.849609,-4013.232422,4000.000000,4000.000000,Speed,Speed,-8.930000,0.710000,2.140000,3.000000,100.000000,1,1,0.000000,-0.000000,1,-0.089279,0.043808,0.000000,0.512466,-0.452805,0.000000,-0.053000,-0.089000,0.067000,FlatInitial,Hold,0,-0.096875
07:05:52.061 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,4014.404297,-4014.550781,4000.000000,4000.000000,Speed,Speed,-8.820000,0.750000,1.860000,3.000000,101.000000,1,1,0.160000,0.160000,1,-0.081650,0.000000,0.000000,0.507950,-0.451843,0.000000,0.067000,-0.066000,-0.056000,FlatInitial,Hold,0,-0.100000
07:05:52.161 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,3999.462891,-3999.609375,4000.000000,4000.000000,Speed,Speed,-10.000000,0.890000,1.790000,3.000000,100.000000,1,1,0.160000,0.160000,1,-0.081650,0.000000,0.000000,0.507950,-0.451843,0.000000,0.067000,-0.066000,-0.056000,FlatInitial,Hold,0,-0.109375
07:05:52.262 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,3988.916016,-3999.609375,4000.000000,4000.000000,Speed,Speed,-12.170000,1.070000,1.520000,3.000000,101.000000,1,1,0.160000,0.160000,1,0.043152,-0.038101,0.000000,0.505524,-0.455917,0.000000,0.020000,0.040000,0.003000,FlatInitial,Hold,0,-0.109375
07:05:52.362 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,3985.253906,-3987.744141,4000.000000,4000.000000,Speed,Speed,-14.300000,1.040000,1.580000,3.000000,100.000000,1,1,0.160000,0.160000,1,0.013702,-0.029846,0.000000,0.506500,-0.457245,0.000000,-0.036000,-0.031000,0.048000,FlatInitial,Hold,0,-0.078125
07:05:52.467 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,3985.253906,-3987.744141,4000.000000,4000.000000,Speed,Speed,-17.360000,1.160000,1.590000,3.000000,109.000000,1,1,0.160000,0.160000,1,0.004471,-0.033646,0.000000,0.507172,-0.458923,0.000000,0.000000,-0.036000,0.032000,FlatInitial,Hold,0,-0.031250
07:05:52.566 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,3989.501953,-3991.699219,4000.000000,4000.000000,Speed,Speed,-22.150000,1.240000,1.600000,3.000000,109.000000,1,1,0.160000,0.160000,1,-0.005234,-0.008743,0.000000,0.507080,-0.460358,0.000000,-0.056000,-0.031000,0.025000,FlatInitial,Hold,0,0.112500
07:05:52.667 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,3995.654297,-3992.578125,4000.000000,4000.000000,Speed,Speed,-24.380000,1.270000,1.610000,3.000000,102.000000,1,1,-0.160000,-0.160000,1,-0.013489,-0.014420,0.000000,0.506607,-0.460709,0.000000,-0.040000,-0.011000,-0.005000,FlatInitial,Hold,0,0.112500
07:05:52.769 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,3999.902344,-3990.966797,4000.000000,4000.000000,Speed,Speed,-27.790000,1.070000,1.640000,3.000000,100.000000,1,1,-0.160000,-0.160000,1,-0.174866,0.017990,0.000000,0.501572,-0.460449,0.000000,-0.040000,-0.011000,-0.005000,FlatInitial,Hold,0,0.196875
07:05:52.868 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,4005.615234,-3983.203125,4000.000000,4000.000000,Speed,Speed,-27.180000,0.540000,1.990000,3.000000,100.000000,1,1,-0.160000,-0.160000,1,-0.223373,0.033676,0.000000,0.488831,-0.458633,0.000000,-0.050000,0.035000,-0.003000,FlatInitial,Hold,0,0.290625
07:05:52.969 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,4006.494141,-3985.107422,4000.000000,4000.000000,Speed,Speed,-23.990000,0.340000,2.020000,3.000000,102.000000,1,1,-0.160000,-0.160000,1,-0.231064,0.039352,0.000000,0.479614,-0.457245,0.000000,-0.041000,-0.075000,0.042000,FlatInitial,Hold,0,0.365625
07:05:53.069 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,4008.984375,-3997.705078,4000.000000,4000.000000,Speed,Speed,-20.410000,0.280000,2.020000,3.000000,104.000000,1,1,-0.160000,-0.160000,1,-0.223679,0.052460,0.000000,0.465851,-0.454712,0.000000,0.024000,-0.049000,0.091000,FlatInitial,Hold,0,0.334375
07:05:53.169 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,4009.863281,-4004.736328,4000.000000,4000.000000,Speed,Speed,-17.710000,0.170000,1.980000,3.000000,101.000000,1,1,-0.160000,-0.160000,1,0.000000,0.041656,0.000000,0.461456,-0.452957,0.000000,-0.003000,-0.021000,0.053000,FlatInitial,Hold,0,0.278125
07:05:53.269 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,4006.201172,-4011.767578,4000.000000,4000.000000,Speed,Speed,-13.350000,0.110000,1.820000,3.000000,104.000000,1,1,-0.160000,-0.160000,1,0.010345,0.003723,0.000000,0.462021,-0.451965,0.000000,0.007000,0.001000,-0.002000,FlatInitial,Hold,0,0.125000
07:05:53.369 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,4004.589844,-4011.328125,4000.000000,4000.000000,Speed,Speed,-9.480000,0.060000,1.810000,3.000000,101.000000,1,1,-0.160000,-0.160000,1,0.010345,0.003723,0.000000,0.462021,-0.451965,0.000000,0.007000,0.001000,-0.002000,FlatInitial,Hold,0,0.125000
07:05:53.469 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,4001.806641,-4005.761719,4000.000000,4000.000000,Speed,Speed,-5.360000,-0.040000,1.820000,3.000000,103.000000,1,1,-0.160000,-0.160000,1,-0.003784,0.030075,0.000000,0.462265,-0.450317,0.000000,0.016000,0.001000,-0.070000,FlatInitial,Hold,0,0.040625
07:05:53.570 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,3999.169922,-4005.468750,4000.000000,4000.000000,Speed,Speed,-0.960000,-0.050000,1.830000,3.000000,105.000000,1,1,0.160000,0.160000,1,0.009888,0.042877,0.000000,0.462357,-0.448380,0.000000,0.030000,0.011000,0.076000,FlatInitial,Hold,0,-0.050000
07:05:53.670 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,3997.265625,-4006.787109,4000.000000,4000.000000,Speed,Speed,1.600000,0.290000,1.440000,3.000000,111.000000,1,1,0.160000,0.160000,1,0.131439,-0.065460,0.000000,0.465378,-0.448532,0.000000,0.283000,-0.160000,0.030000,FlatInitial,Hold,0,-0.150000
07:05:53.772 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,3987.890625,-4010.742187,4000.000000,4000.000000,Speed,Speed,-0.050000,0.740000,1.110000,3.000000,102.000000,1,1,0.160000,0.160000,1,0.011993,-0.108429,0.000000,0.472641,-0.454620,0.000000,0.113000,-0.051000,-0.103000,FlatInitial,Hold,0,-0.353125
07:05:53.870 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,3987.451172,-4005.322266,4000.000000,4000.000000,Speed,Speed,-1.970000,0.910000,1.080000,3.000000,100.000000,1,1,0.160000,0.160000,1,0.011993,-0.108429,0.000000,0.472641,-0.454620,0.000000,0.113000,-0.051000,-0.103000,FlatInitial,Hold,0,-0.353125
07:05:53.972 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,3994.042969,-3995.361328,4000.000000,4000.000000,Speed,Speed,-1.970000,0.910000,1.080000,3.000000,101.000000,1,1,0.160000,0.160000,1,0.000000,-0.067093,0.000000,0.474869,-0.460739,0.000000,0.006000,0.039000,0.050000,FlatInitial,Hold,0,-0.343750
07:05:54.073 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,4001.953125,-3989.941406,4000.000000,4000.000000,Speed,Speed,-5.940000,0.880000,1.240000,3.000000,102.000000,1,1,0.160000,0.160000,1,0.027115,0.018234,0.000000,0.475861,-0.462463,0.000000,-0.012000,0.000000,-0.057000,FlatInitial,Hold,0,-0.290625
