Time,RobotMode,AutoToRun,ErrorStatus, ErrorCode,ErrorSource,ActualRPM1,ActualRPM2,DesiredRPM1,DesiredRPM2,ControlMode1,ControlMode2,NavXYaw,NavXRoll,NavXPitch,ShooterState,LoopTime,IsLevel,IsAutoTargeting,LeftMotorOutput,RightMotorOutput,IsHaloDrive,NavXVelocityX,NavXVelocityY,NavXVelocityZ,NavXDisplacementX,NavXDisplacementY,NavXDisplacementZ,NavXAccelerationX,NavXAccelerationY,NavXAccelerationZ,AutoDefendState
01:17:43.980 PM 02/14/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470006<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470006      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.570000,2.050000,1.640000,3.000000,101.000000,1,0,-0.006200,-0.006200,0,0.005569,0.000000,0.000000,-0.127792,0.046585,0.000000,-0.015000,0.018000,0.050000,FlatInitial
01:17:44.081 PM 02/14/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470006<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470006      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.570000,2.060000,1.680000,3.000000,103.000000,1,0,-0.006200,-0.006200,0,0.000000,0.000000,0.000000,-0.127640,0.046585,0.000000,0.010000,0.000000,0.014000,FlatInitial
01:17:44.181 PM 02/14/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470006<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470006      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.570000,2.010000,1.680000,3.000000,103.000000,1,0,-0.006200,-0.006200,0,0.000000,0.000000,0.000000,-0.127502,0.046585,0.000000,0.002000,0.005000,-0.003000,FlatInitial
01:17:44.282 PM 02/14/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470006<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470006      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.570000,2.030000,1.660000,3.000000,101.000000,1,0,-0.006200,-0.006200,0,0.000000,0.000000,0.000000,-0.127502,0.046585,0.000000,-0.003000,-0.001000,-0.001000,FlatInitial
01:17:44.383 PM 02/14/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470006<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470006      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.570000,2.050000,1.670000,3.000000,104.000000,1,0,-0.006200,-0.006200,0,0.000000,0.000000,0.000000,-0.127502,0.046585,0.000000,-0.002000,-0.010000,-0.004000,FlatInitial
01:17:44.483 PM 02/14/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470006<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470006      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.570000,2.050000,1.670000,3.000000,101.000000,1,0,-0.006200,-0.006200,0,0.000000,0.000000,0.000000,-0.127502,0.046585,0.000000,-0.006000,-0.007000,-0.004000,FlatInitial
01:17:44.583 PM 02/14/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470006<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470006      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.570000,2.030000,1.660000,3.000000,101.000000,1,0,-0.006200,-0.006200,0,0.000000,0.000000,0.000000,-0.127502,0.046585,0.000000,-0.001000,0.002000,0.009000,FlatInitial
01:17:44.684 PM 02/14/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470006<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470006      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.570000,2.050000,1.660000,3.000000,101.000000,1,0,-0.006200,-0.006200,0,0.000000,0.000000,0.000000,-0.127502,0.046585,0.000000,0.000000,-0.001000,-0.002000,FlatInitial
01:17:44.784 PM 02/14/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470006<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470006      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.570000,2.060000,1.640000,3.000000,101.000000,1,0,-0.006200,-0.006200,0,0.000000,0.000000,0.000000,-0.127502,0.046585,0.000000,0.001000,0.003000,0.007000,FlatInitial
01:17:44.885 PM 02/14/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470006<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470006      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.570000,2.020000,1.650000,3.000000,102.000000,1,0,-0.006200,-0.006200,0,0.000000,0.000000,0.000000,-0.127502,0.046585,0.000000,0.000000,0.010000,0.000000,FlatInitial
01:17:44.987 PM 02/14/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470006<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470006      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.570000,2.040000,1.640000,3.000000,104.000000,1,0,-0.006200,-0.006200,0,0.000000,0.000000,0.000000,-0.127502,0.046585,0.000000,0.002000,0.005000,0.010000,FlatInitial
01:17:45.087 PM 02/14/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470006<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470006      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.580000,2.010000,1.640000,3.000000,102.000000,1,0,-0.006200,-0.006200,0,0.000000,0.000000,0.000000,-0.127502,0.046585,0.000000,-0.002000,-0.001000,0.002000,FlatInitial
01:17:45.187 PM 02/14/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470006<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470006      WPI_CANTalonSRX_Receive.vi      WPI_CANTalonSRX_GetStatus.vi      ShooterVI.vi      Periodic Tasks.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.580000,2.050000,1.630000,3.000000,102.000000,1,0,-0.006200,-0.006200,0,0.000000,0.000000,0.000000,-0.127502,0.046585,0.000000,-0.002000,0.001000,0.003000,FlatInitial
01:17:45.288 PM 02/14/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470006<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470006      WPI_CANTalonSRX_Receive.vi      WPI_CANTalonSRX_GetStatus.vi      ShooterVI.vi      Periodic Tasks.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.580000,2.040000,1.630000,3.000000,103.000000,1,0,-0.006200,-0.006200,0,0.000000,0.000000,0.000000,-0.127502,0.046585,0.000000,-0.002000,0.007000,0.005000,FlatInitial
01:17:45.387 PM 02/14/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.580000,2.020000,1.630000,3.000000,102.000000,1,0,-0.006200,-0.006200,0,0.000000,0.000000,0.000000,-0.127502,0.046585,0.000000,-0.004000,0.009000,0.011000,FlatInitial
01:17:45.487 PM 02/14/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.590000,2.020000,1.620000,3.000000,101.000000,1,0,-0.006200,-0.006200,0,0.000000,-0.000961,0.000000,-0.127335,0.046768,0.000000,-0.014000,0.000000,-0.014000,FlatInitial
01:17:45.587 PM 02/14/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.590000,2.020000,1.610000,3.000000,101.000000,1,0,-0.006200,-0.006200,0,0.000000,0.000000,0.000000,-0.127335,0.046860,0.000000,-0.013000,-0.014000,-0.010000,FlatInitial
01:17:45.687 PM 02/14/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.590000,2.070000,1.620000,3.000000,101.000000,1,0,-0.006200,-0.006200,0,0.000000,0.000000,0.000000,-0.127335,0.046860,0.000000,-0.006000,-0.009000,-0.017000,FlatInitial
01:17:45.787 PM 02/14/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.590000,2.060000,1.620000,3.000000,101.000000,1,0,-0.006200,-0.006200,0,0.000000,0.000000,0.000000,-0.127335,0.046860,0.000000,0.000000,0.000000,0.003000,FlatInitial
01:17:45.887 PM 02/14/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.590000,2.090000,1.600000,3.000000,101.000000,1,0,-0.006200,-0.006200,0,0.000000,0.000000,0.000000,-0.127335,0.046860,0.000000,0.002000,-0.001000,0.003000,FlatInitial
01:17:45.987 PM 02/14/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.590000,2.150000,1.570000,3.000000,102.000000,1,0,-0.006200,-0.006200,0,0.000000,0.000000,0.000000,-0.127335,0.046860,0.000000,0.002000,0.002000,0.002000,FlatInitial
01:17:46.087 PM 02/14/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.600000,2.220000,1.540000,3.000000,101.000000,1,0,-0.006200,-0.006200,0,0.000000,0.000000,0.000000,-0.127335,0.046860,0.000000,-0.002000,0.001000,0.003000,FlatInitial
01:17:46.187 PM 02/14/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.600000,2.260000,1.550000,3.000000,101.000000,1,0,-0.006200,-0.006200,0,0.000000,0.000000,0.000000,-0.127335,0.046860,0.000000,0.002000,0.002000,0.008000,FlatInitial
01:17:46.287 PM 02/14/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.610000,2.240000,1.540000,3.000000,103.000000,1,0,-0.006200,-0.006200,0,0.000000,0.000000,0.000000,-0.127335,0.046860,0.000000,-0.004000,-0.006000,0.001000,FlatInitial
01:17:46.388 PM 02/14/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.610000,2.210000,1.550000,3.000000,103.000000,1,0,-0.006200,-0.006200,0,0.000000,0.000000,0.000000,-0.127335,0.046860,0.000000,0.000000,0.004000,0.002000,FlatInitial
01:17:46.489 PM 02/14/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.600000,2.110000,1.600000,3.000000,103.000000,1,0,-0.006200,-0.006200,0,0.000000,0.000000,0.000000,-0.127335,0.046860,0.000000,-0.005000,0.000000,-0.003000,FlatInitial
01:17:46.589 PM 02/14/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.600000,1.980000,1.620000,3.000000,101.000000,1,0,-0.006200,-0.006200,0,0.000000,0.000000,0.000000,-0.127335,0.046860,0.000000,0.001000,0.000000,0.014000,FlatInitial
01:17:46.689 PM 02/14/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.600000,2.000000,1.620000,3.000000,102.000000,1,0,-0.006200,-0.006200,0,0.000000,0.000000,0.000000,-0.127335,0.046860,0.000000,0.007000,0.003000,0.006000,FlatInitial
01:17:46.789 PM 02/14/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.600000,1.920000,1.640000,3.000000,102.000000,1,0,-0.006200,-0.006200,0,0.000000,0.000000,0.000000,-0.127335,0.046860,0.000000,0.005000,0.004000,0.016000,FlatInitial
01:17:46.890 PM 02/14/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.600000,1.850000,1.640000,3.000000,101.000000,1,0,-0.006200,-0.006200,0,0.000000,0.000000,0.000000,-0.127335,0.046982,0.000000,-0.010000,-0.006000,-0.019000,FlatInitial
01:17:46.990 PM 02/14/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.590000,1.870000,1.670000,3.000000,102.000000,1,0,-0.006200,-0.006200,0,0.000000,0.000000,0.000000,-0.127335,0.046982,0.000000,0.009000,0.001000,0.015000,FlatInitial
01:17:47.090 PM 02/14/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.590000,1.780000,1.630000,3.000000,102.000000,1,0,-0.006200,-0.006200,0,0.000000,0.000000,0.000000,-0.127335,0.046982,0.000000,-0.001000,0.002000,0.000000,FlatInitial
01:17:47.189 PM 02/14/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.580000,1.840000,1.640000,3.000000,100.000000,1,0,-0.006200,-0.006200,0,0.005569,0.000000,0.000000,-0.127274,0.046982,0.000000,0.051000,-0.005000,-0.030000,FlatInitial
01:17:47.290 PM 02/14/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.580000,1.870000,1.630000,3.000000,101.000000,1,0,-0.006200,-0.006200,0,0.000000,0.000000,0.000000,-0.126816,0.046982,0.000000,0.051000,-0.005000,-0.030000,FlatInitial
01:17:47.390 PM 02/14/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.590000,1.920000,1.640000,3.000000,104.000000,1,0,-0.006200,-0.006200,0,0.000000,0.000000,0.000000,-0.126816,0.046982,0.000000,0.003000,0.007000,0.009000,FlatInitial
01:17:47.489 PM 02/14/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.600000,1.890000,1.650000,3.000000,102.000000,1,0,-0.006200,-0.006200,0,0.000000,0.000000,0.000000,-0.126816,0.046982,0.000000,-0.001000,0.000000,0.000000,FlatInitial
01:17:47.589 PM 02/14/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.600000,1.900000,1.650000,3.000000,104.000000,1,0,-0.006200,-0.006200,0,0.000000,0.000000,0.000000,-0.126816,0.046982,0.000000,0.000000,-0.001000,0.009000,FlatInitial
01:17:47.689 PM 02/14/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.600000,1.890000,1.640000,3.000000,102.000000,1,0,-0.006200,-0.006200,0,0.000000,0.000000,0.000000,-0.126816,0.046982,0.000000,0.000000,-0.001000,0.009000,FlatInitial
