Time,RobotMode,AutoToRun,ErrorStatus, ErrorCode,ErrorSource,ActualRPM1,ActualRPM2,DesiredRPM1,DesiredRPM2,ControlMode1,ControlMode2,NavXYaw,NavXRoll,NavXPitch,ShooterState,LoopTime,IsLevel,IsAutoTargeting,LeftMotorOutput,RightMotorOutput,IsHaloDrive,NavXVelocityX,NavXVelocityY,NavXVelocityZ,NavXDisplacementX,NavXDisplacementY,NavXDisplacementZ,NavXAccelerationX,NavXAccelerationY,NavXAccelerationZ,AutoDefendState,AngeMotorState,Photoeye
08:53:09.009 PM 02/16/2016,Teleop Enabled,0,TRUE,91,Variant To Data in WPI_DigitalInputRefNum Registry Get.vi->Periodic Tasks.vi->Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,1.160000,1.370000,0.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,-37.391083,-60.635681,0.000000,0.000000,-0.001000,0.004000,FlatInitial,ResetBack,0
08:53:09.109 PM 02/16/2016,Teleop Enabled,0,TRUE,-44007,<LOCATION>WPI_DigitalInputRefNum Registry Get.vi<CALLSTACK>WPI_DigitalInputRefNum Registry Get.vi< <Periodic Tasks.vi< <Robot Main.vi,46.728516,0.000000,0.000000,0.000000,Speed,Speed,0.000000,1.160000,1.370000,0.000000,105.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,-37.391083,-60.635681,0.000000,0.000000,0.000000,0.008000,FlatInitial,ResetBack,0
08:53:09.210 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,52.001953,0.000000,0.000000,0.000000,Speed,Speed,0.030000,1.150000,1.290000,0.000000,103.000000,1,0,-0.000000,0.000000,1,-0.023132,-0.013382,0.000000,-37.391464,-60.636215,0.000000,0.007000,0.061000,-0.034000,FlatInitial,ResetBack,0
08:53:09.310 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-74.560547,0.000000,0.000000,0.000000,Speed,Speed,0.030000,1.170000,1.450000,0.000000,102.000000,1,0,-0.000000,0.000000,1,0.007782,-0.016663,0.000000,-37.391235,-60.636826,0.000000,-0.025000,-0.033000,0.054000,FlatInitial,ResetBack,0
08:53:09.410 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-54.785156,0.000000,0.000000,0.000000,Speed,Speed,0.090000,1.140000,1.370000,0.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,-37.391205,-60.637299,0.000000,0.007000,0.009000,-0.014000,FlatInitial,ResetBack,0
08:53:09.511 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-1.318359,0.000000,0.000000,0.000000,Speed,Speed,0.040000,1.160000,1.460000,0.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,-37.391205,-60.637299,0.000000,-0.005000,0.015000,0.007000,FlatInitial,ResetBack,0
08:53:09.611 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,4.980469,0.000000,0.000000,0.000000,Speed,Speed,0.050000,1.140000,1.480000,0.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,-37.391205,-60.637299,0.000000,0.025000,0.011000,0.050000,FlatInitial,ResetBack,0
08:53:09.712 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.030000,1.140000,1.440000,0.000000,102.000000,1,0,-0.000000,0.000000,1,-0.001236,0.000000,0.000000,-37.391006,-60.637299,0.000000,-0.006000,-0.017000,0.033000,FlatInitial,ResetBack,0
08:53:09.812 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.050000,1.160000,1.430000,0.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,-37.390808,-60.637299,0.000000,-0.026000,-0.004000,-0.001000,FlatInitial,ResetBack,0
08:53:09.912 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.030000,1.150000,1.490000,0.000000,100.000000,1,0,-0.000000,0.000000,1,0.000061,0.000000,0.000000,-37.391037,-60.637299,0.000000,-0.002000,-0.001000,0.004000,FlatInitial,ResetBack,0
