Time,RobotMode,AutoToRun,ErrorStatus, ErrorCode,ErrorSource,ActualRPM1,ActualRPM2,DesiredRPM1,DesiredRPM2,ControlMode1,ControlMode2,NavXYaw,NavXRoll,NavXPitch,ShooterState,LoopTime,IsLevel,IsAutoTargeting,LeftMotorOutput,RightMotorOutput,IsHaloDrive,NavXVelocityX,NavXVelocityY,NavXVelocityZ,NavXDisplacementX,NavXDisplacementY,NavXDisplacementZ,NavXAccelerationX,NavXAccelerationY,NavXAccelerationZ,AutoDefeneState
08:28:27.161 PM 02/11/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.000000,0.390000,2.450000,3.000000,102.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019699,0.085587,0.000000,-0.029000,0.002000,0.006000,FlatInitial
08:28:27.262 PM 02/11/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.000000,0.370000,2.440000,3.000000,101.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019516,0.085587,0.000000,-0.007000,0.010000,-0.037000,FlatInitial
08:28:27.363 PM 02/11/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_CANTalonSRX_GetStatus.vi      ShooterVI.vi      Periodic Tasks.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.010000,0.360000,2.460000,3.000000,103.000000,1,0,-0.012152,0.000248,0,-0.002090,0.000000,0.000000,0.019501,0.085587,0.000000,-0.021000,0.007000,0.000000,FlatInitial
08:28:27.464 PM 02/11/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_CANTalonSRX_GetStatus.vi      ShooterVI.vi      Periodic Tasks.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.000000,0.340000,2.490000,3.000000,102.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,-0.001000,-0.002000,0.006000,FlatInitial
08:28:27.564 PM 02/11/2016,Teleop Enabled,0,TRUE,-44003,<LOCATION>WPI_CameraIssue HTTP Request with Authentication.vi<CALLSTACK>WPI_CameraIssue HTTP Request with Authentication.vi< <WPI_CameraIssue Get.vi< <WPI_CameraSet Image Appearance Property.vi< <WPI_CameraSet Image Size.vi< <Vision Processing.vi< <Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.000000,0.350000,2.490000,3.000000,104.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,-0.011000,-0.012000,0.015000,FlatInitial
08:28:27.666 PM 02/11/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.000000,0.330000,2.470000,3.000000,103.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,0.006000,0.000000,0.018000,FlatInitial
08:28:27.766 PM 02/11/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.000000,0.330000,2.470000,3.000000,103.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,-0.014000,-0.003000,0.006000,FlatInitial
08:28:27.866 PM 02/11/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.010000,0.310000,2.470000,3.000000,103.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,-0.003000,-0.003000,0.005000,FlatInitial
08:28:27.966 PM 02/11/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.010000,0.320000,2.470000,3.000000,103.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,-0.005000,0.004000,0.006000,FlatInitial
08:28:28.067 PM 02/11/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.010000,0.320000,2.470000,3.000000,101.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,-0.001000,-0.001000,0.000000,FlatInitial
08:28:28.168 PM 02/11/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.010000,0.310000,2.470000,3.000000,101.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,-0.001000,0.000000,0.000000,FlatInitial
08:28:28.268 PM 02/11/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.020000,0.310000,2.470000,3.000000,103.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,-0.003000,0.004000,-0.001000,FlatInitial
08:28:28.367 PM 02/11/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.020000,0.310000,2.470000,3.000000,103.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,0.001000,0.000000,-0.004000,FlatInitial
08:28:28.467 PM 02/11/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.020000,0.300000,2.470000,3.000000,102.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,0.000000,-0.001000,0.000000,FlatInitial
08:28:28.568 PM 02/11/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.020000,0.290000,2.460000,3.000000,104.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,-0.001000,0.000000,0.000000,FlatInitial
08:28:28.668 PM 02/11/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.020000,0.290000,2.470000,3.000000,101.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,0.000000,0.000000,-0.001000,FlatInitial
08:28:28.770 PM 02/11/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.010000,0.290000,2.470000,3.000000,110.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,0.000000,-0.001000,0.002000,FlatInitial
08:28:28.870 PM 02/11/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.020000,0.280000,2.470000,3.000000,102.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,0.000000,0.000000,0.002000,FlatInitial
08:28:28.971 PM 02/11/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.020000,0.280000,2.470000,3.000000,101.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,0.000000,-0.002000,0.000000,FlatInitial
08:28:29.072 PM 02/11/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.020000,0.280000,2.480000,3.000000,102.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,0.000000,0.000000,0.003000,FlatInitial
08:28:29.172 PM 02/11/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.010000,0.280000,2.480000,3.000000,102.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,-0.001000,-0.002000,0.003000,FlatInitial
08:28:29.274 PM 02/11/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.020000,0.270000,2.470000,3.000000,103.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,-0.002000,-0.002000,0.003000,FlatInitial
08:28:29.374 PM 02/11/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.020000,0.270000,2.470000,3.000000,104.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,0.000000,-0.002000,-0.002000,FlatInitial
08:28:29.474 PM 02/11/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.020000,0.270000,2.470000,3.000000,103.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,-0.002000,0.000000,0.000000,FlatInitial
08:28:29.575 PM 02/11/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.020000,0.270000,2.470000,3.000000,104.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,-0.001000,0.001000,-0.001000,FlatInitial
08:28:29.674 PM 02/11/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.020000,0.270000,2.480000,3.000000,103.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,0.000000,0.003000,-0.003000,FlatInitial
08:28:29.774 PM 02/11/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.020000,0.260000,2.480000,3.000000,104.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,0.000000,0.000000,0.001000,FlatInitial
08:28:29.875 PM 02/11/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.020000,0.260000,2.480000,3.000000,104.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,-0.001000,-0.002000,0.000000,FlatInitial
08:28:29.976 PM 02/11/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.020000,0.260000,2.480000,3.000000,102.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,0.000000,0.000000,0.000000,FlatInitial
08:28:30.076 PM 02/11/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.020000,0.260000,2.470000,3.000000,102.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,-0.004000,0.000000,-0.002000,FlatInitial
08:28:30.178 PM 02/11/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.020000,0.260000,2.470000,3.000000,104.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,0.000000,0.000000,0.003000,FlatInitial
08:28:30.278 PM 02/11/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.020000,0.260000,2.480000,3.000000,100.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,0.000000,-0.002000,-0.001000,FlatInitial
08:28:30.379 PM 02/11/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.020000,0.250000,2.480000,3.000000,101.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,0.000000,0.002000,0.000000,FlatInitial
08:28:30.479 PM 02/11/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.020000,0.250000,2.480000,3.000000,102.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,-0.001000,0.000000,0.001000,FlatInitial
08:28:30.579 PM 02/11/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.020000,0.250000,2.480000,3.000000,103.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,-0.001000,-0.001000,-0.003000,FlatInitial
08:28:30.679 PM 02/11/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.020000,0.250000,2.480000,3.000000,104.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,-0.001000,0.001000,0.000000,FlatInitial
08:28:30.779 PM 02/11/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.020000,0.250000,2.480000,3.000000,103.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,-0.001000,0.000000,0.003000,FlatInitial
08:28:30.879 PM 02/11/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.020000,0.250000,2.480000,3.000000,101.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,0.002000,-0.002000,0.003000,FlatInitial
08:28:30.979 PM 02/11/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.020000,0.250000,2.470000,3.000000,101.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,0.000000,0.001000,0.000000,FlatInitial
08:28:31.080 PM 02/11/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.020000,0.250000,2.470000,3.000000,102.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,0.000000,0.000000,0.000000,FlatInitial
08:28:31.180 PM 02/11/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.020000,0.250000,2.470000,3.000000,107.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,0.000000,0.000000,0.002000,FlatInitial
08:28:31.279 PM 02/11/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.020000,0.250000,2.470000,3.000000,104.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,0.000000,-0.001000,0.002000,FlatInitial
08:28:31.380 PM 02/11/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.020000,0.250000,2.470000,3.000000,102.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,0.000000,0.000000,0.000000,FlatInitial
08:28:31.481 PM 02/11/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.020000,0.240000,2.470000,3.000000,104.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,0.001000,0.004000,0.003000,FlatInitial
08:28:31.582 PM 02/11/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.020000,0.240000,2.470000,3.000000,101.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,0.000000,0.000000,0.001000,FlatInitial
08:28:31.683 PM 02/11/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.030000,0.240000,2.470000,3.000000,101.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,0.000000,-0.001000,-0.002000,FlatInitial
08:28:31.783 PM 02/11/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.020000,0.240000,2.470000,3.000000,102.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,0.000000,0.001000,0.002000,FlatInitial
08:28:31.884 PM 02/11/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.030000,0.240000,2.470000,3.000000,102.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,-0.002000,0.001000,0.000000,FlatInitial
08:28:31.985 PM 02/11/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.030000,0.250000,2.480000,3.000000,101.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,0.000000,-0.002000,0.001000,FlatInitial
08:28:32.086 PM 02/11/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.030000,0.240000,2.470000,3.000000,102.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,0.001000,0.000000,-0.004000,FlatInitial
08:28:32.187 PM 02/11/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.040000,0.250000,2.470000,3.000000,102.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,0.000000,0.000000,0.000000,FlatInitial
08:28:32.288 PM 02/11/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.040000,0.250000,2.470000,3.000000,107.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,-0.002000,0.000000,0.000000,FlatInitial
08:28:32.389 PM 02/11/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.040000,0.240000,2.470000,3.000000,102.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,0.000000,0.000000,0.000000,FlatInitial
08:28:32.490 PM 02/11/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.040000,0.240000,2.470000,3.000000,102.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,0.000000,0.000000,0.000000,FlatInitial
08:28:32.591 PM 02/11/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.040000,0.240000,2.470000,3.000000,101.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,0.002000,0.000000,-0.002000,FlatInitial
08:28:32.691 PM 02/11/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.040000,0.240000,2.470000,3.000000,103.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,0.000000,0.000000,0.002000,FlatInitial
08:28:32.792 PM 02/11/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.040000,0.240000,2.470000,3.000000,101.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,-0.002000,-0.001000,-0.001000,FlatInitial
08:28:32.892 PM 02/11/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.030000,0.240000,2.470000,3.000000,102.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,0.001000,0.001000,0.001000,FlatInitial
08:28:32.992 PM 02/11/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.040000,0.240000,2.470000,3.000000,101.000000,1,0,-0.012152,0.000248,0,0.000000,0.000000,0.000000,0.019409,0.085587,0.000000,-0.002000,0.002000,0.000000,FlatInitial
