Time,Robot Mode,Loop Time,Error Status,Error Code,Error Source,Left Motor Output,Left Motor Encoder,Right Motor Output,Right Motor Encoder,Is Level,Is Stalled,Ball Detector Photoeye,Vision Enabled,Vision Teleop Control,Vision Auto Control,Vision Current State,Vision X Output,Vision NavX Error,Vision NavX Target,NavX Connection Status,NavX Displacement X,NavX Displacement Y,NavX Displacement Z,NavX Velocity X,NavX Velocity Y,NavX Velocity Z,NavX Acceleration X,NavX Acceleration Y,NavX Acceleration Z,NavX Pitch,NavX Yaw,NavX Roll,Gyro Angle,Roller Arm State,Roller Arm Actual,Roller Arm Desired,Shooter Arm State,Shooter Arm Actual,Shooter Arm Desired,Shooter State,Actual RPM Left,Desired RPM Left,Control Mode Left,Actual RPM Right,Desired RPM Right,Control Mode Right,Ball Shooter Cylinder,Ball Halo Cylinder,Scaler Motor Output,Scaler Solenoid Fire,Auto To Run,Auto Current File,Auto File Status,Auto Current Command,Auto Trimmed Command,Shooter Amps Left,Shooter Amps Right, Vision After Offset
08:34:05.364 AM 04/29/2016,Teleop Enabled,11,FALSE,0,NO ERROR,-0.000000,1.013831,-0.000000,-1.122914,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,-0.281662,-0.164917,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.007000,1.670000,49.420000,0.210000,13.496670,ResetBack,-15.278320,-0.000049,ResetBack,-3275.000000,-0.250000,Suck,0.000000,1818.181818,Speed,-7.500000,1818.181818,Speed,Off,On,0.000000,FALSE,0,,,,,0.000000,0.000000,-0.050000
08:34:05.464 AM 04/29/2016,Teleop Enabled,11,FALSE,0,NO ERROR,-0.000000,1.007414,-0.000000,-1.219164,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,-0.281631,-0.165039,0.000000,0.002975,-0.011444,0.000000,0.021000,0.032000,0.082000,1.730000,49.400000,0.400000,15.258364,ResetBack,-15.766846,-0.000049,ResetBack,-3275.000000,-0.250000,Suck,-232.500000,1818.181818,Speed,-465.000000,1818.181818,Speed,Off,On,0.000000,FALSE,0,,,,,0.000000,0.000000,-0.050000
08:34:05.564 AM 04/29/2016,Teleop Enabled,12,FALSE,0,NO ERROR,-0.000000,1.007414,-0.000000,-1.219164,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,-0.281540,-0.165268,0.000000,-0.008224,0.001740,0.000000,-0.045000,0.042000,0.159000,1.690000,49.410000,0.360000,15.258364,ResetBack,-16.583496,-0.000049,ResetBack,-2938.000000,-0.250000,Suck,-825.000000,1818.181818,Speed,-465.000000,1818.181818,Speed,Off,On,0.000000,FALSE,0,,,,,0.000000,0.000000,-0.050000
08:34:05.664 AM 04/29/2016,Teleop Enabled,11,FALSE,0,NO ERROR,-0.000000,0.994581,-0.000000,-1.219164,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,-0.281799,-0.164490,0.000000,-0.000763,0.022278,0.000000,0.001000,-0.007000,0.017000,1.690000,49.410000,0.330000,17.006829,Reset,-16.624756,-0.000049,ResetBack,2417.000000,-0.250000,Suck,-825.000000,1818.181818,Speed,-1237.500000,1818.181818,Speed,Off,On,0.000000,FALSE,0,,,,,0.000000,0.000000,-0.050000
08:34:05.763 AM 04/29/2016,Teleop Enabled,11,FALSE,0,NO ERROR,-0.000000,0.994581,-0.000000,-1.219164,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,-0.281601,-0.163681,0.000000,0.018280,0.015198,0.000000,-0.028000,0.020000,0.016000,1.710000,49.400000,0.380000,18.730821,Hold,-16.625000,0.000000,ResetBack,10051.000000,-0.250000,Suck,-1372.500000,1818.181818,Speed,-1710.000000,1818.181818,Speed,Off,On,0.000000,FALSE,0,,,,,0.000000,0.000000,-0.050000
08:34:05.864 AM 04/29/2016,Teleop Enabled,11,FALSE,0,NO ERROR,-0.000000,0.994581,-0.000000,-1.219164,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,-0.281250,-0.161972,0.000000,0.000000,0.044098,0.000000,0.031000,-0.041000,-0.006000,1.740000,49.400000,0.310000,20.456906,Hold,0.000732,0.000000,ResetBack,19268.000000,-0.250000,Suck,-1792.500000,1818.181818,Speed,-1867.500000,1818.181818,Speed,Off,On,0.000000,FALSE,0,,,,,0.000000,0.000000,-0.050000
08:34:05.965 AM 04/29/2016,Teleop Enabled,11,FALSE,0,NO ERROR,-0.000000,0.994581,-0.000000,-1.219164,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,-0.281769,-0.161118,0.000000,-0.022018,0.002930,0.000000,-0.106000,-0.038000,-0.013000,1.800000,49.400000,0.360000,22.197763,Hold,0.000732,0.000000,ResetBack,26822.000000,-0.250000,Suck,-1852.500000,1818.181818,Speed,-1687.500000,1818.181818,Speed,Off,On,0.000000,FALSE,0,,,,,0.000000,0.000000,-0.050000
08:34:06.064 AM 04/29/2016,Teleop Enabled,11,FALSE,0,NO ERROR,-0.000000,0.994581,-0.000000,-1.219164,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,-0.283508,-0.161591,0.000000,-0.026581,-0.025879,0.000000,-0.073000,-0.039000,-0.050000,1.740000,49.390000,0.380000,23.919930,Hold,0.000732,0.000000,ResetBack,30394.000000,-0.250000,Suck,-1800.000000,1818.181818,Speed,-1665.000000,1818.181818,Speed,Off,On,0.000000,FALSE,0,,,,,0.000000,0.000000,-0.050000
08:34:06.165 AM 04/29/2016,Teleop Enabled,9,FALSE,0,NO ERROR,-0.000000,0.994581,-0.000000,-1.219164,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,-0.285599,-0.163712,0.000000,-0.042633,-0.047195,0.000000,-0.003000,0.020000,-0.018000,1.660000,49.380000,0.370000,25.656673,Hold,0.000732,0.000000,ResetBack,30394.000000,-0.250000,Suck,-1762.500000,1818.181818,Speed,-1755.000000,1818.181818,Speed,Off,On,0.000000,FALSE,0,,,,,0.000000,0.000000,-0.050000
08:34:06.265 AM 04/29/2016,Teleop Enabled,11,FALSE,0,NO ERROR,-0.000000,0.994581,-0.000000,-1.219164,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,-0.288086,-0.165894,0.000000,-0.053925,-0.048264,0.000000,0.029000,-0.023000,-0.041000,1.630000,49.380000,0.380000,27.400336,Hold,0.000732,0.000000,ResetBack,31495.000000,-0.250000,Suck,-1747.500000,1818.181818,Speed,-1755.000000,1818.181818,Speed,Off,On,0.000000,FALSE,0,,,,,0.000000,0.000000,-0.050000
