Time,Robot Mode,Loop Time,Error Status,Error Code,Error Source,Left Motor Output,Left Motor Encoder,Right Motor Output,Right Motor Encoder,Is Level,Is Stalled,Ball Detector Photoeye,Vision Enabled,Vision Teleop Control,Vision Auto Control,Vision Current State,Vision X Output,Vision NavX Error,Vision NavX Target,NavX Connection Status,NavX Displacement X,NavX Displacement Y,NavX Displacement Z,NavX Velocity X,NavX Velocity Y,NavX Velocity Z,NavX Acceleration X,NavX Acceleration Y,NavX Acceleration Z,NavX Pitch,NavX Yaw,NavX Roll,Gyro Angle,Roller Arm State,Roller Arm Actual,Roller Arm Desired,Shooter Arm State,Shooter Arm Actual,Shooter Arm Desired,Shooter State,Actual RPM Left,Desired RPM Left,Control Mode Left,Actual RPM Right,Desired RPM Right,Control Mode Right,Ball Shooter Cylinder,Ball Halo Cylinder,Scaler Motor Output,Scaler Solenoid Fire,Auto To Run,Auto Current File,Auto File Status,Auto Current Command,Auto Trimmed Command,Shooter Amps Left,Shooter Amps Right, Vision After Offset
02:43:36.074 PM 04/29/2016,Teleop Enabled,11,FALSE,0,NO ERROR,-0.000000,0.025667,-0.000000,0.000000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,0.005463,0.000519,0.000000,0.000000,0.000000,0.000000,0.002000,0.000000,0.007000,0.460000,-0.090000,0.300000,1.023294,ResetBack,-9.669922,-0.000049,ResetBack,50982.000000,-0.250000,Suck,0.000000,1818.181818,Speed,0.000000,1818.181818,Speed,Off,On,0.000000,FALSE,0,,,,,0.000000,0.000000,-0.050000
02:43:36.174 PM 04/29/2016,Teleop Enabled,13,FALSE,0,NO ERROR,-0.000000,0.025667,-0.000000,0.000000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,0.005051,0.001068,0.000000,-0.012421,0.015945,0.000000,0.022000,-0.048000,-0.048000,0.470000,-0.100000,0.270000,1.025056,ResetBack,-10.392578,-0.000049,ResetBack,52483.000000,-0.250000,Suck,-97.500000,1818.181818,Speed,-97.500000,1818.181818,Speed,Off,On,0.000000,FALSE,0,,,,,0.000000,0.000000,-0.050000
02:43:36.275 PM 04/29/2016,Teleop Enabled,11,FALSE,0,NO ERROR,-0.000000,0.025667,-0.000000,0.000000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,0.004074,0.001312,0.000000,-0.028778,0.016891,0.000000,-0.024000,0.069000,0.111000,0.490000,-0.090000,0.230000,1.016742,ResetBack,-12.129639,-0.000049,ResetBack,57377.000000,-0.250000,Suck,-660.000000,1818.181818,Speed,-810.000000,1818.181818,Speed,Off,On,0.000000,FALSE,0,,,,,0.000000,0.000000,-0.050000
02:43:36.375 PM 04/29/2016,Teleop Enabled,11,FALSE,0,NO ERROR,-0.000000,0.025667,-0.000000,0.000000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,0.002655,0.002594,0.000000,-0.027603,0.022858,0.000000,-0.050000,-0.020000,0.065000,0.520000,-0.090000,0.240000,1.006848,ResetBack,-12.606934,-0.000049,ResetBack,57377.000000,-0.250000,Suck,-1147.500000,1818.181818,Speed,-1545.000000,1818.181818,Speed,Off,On,0.000000,FALSE,0,,,,,0.000000,0.000000,-0.050000
02:43:36.475 PM 04/29/2016,Teleop Enabled,10,FALSE,0,NO ERROR,-0.000000,0.025667,-0.000000,0.000000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,0.000839,0.004272,0.000000,-0.032349,0.042847,0.000000,-0.060000,-0.004000,-0.019000,0.520000,-0.090000,0.230000,1.014773,Reset,-12.689209,0.000000,ResetBack,64993.000000,-0.250000,Suck,-1680.000000,1818.181818,Speed,-1905.000000,1818.181818,Speed,Off,On,0.000000,FALSE,0,,,,,0.000000,0.000000,-0.050000
02:43:36.575 PM 04/29/2016,Teleop Enabled,10,FALSE,0,NO ERROR,-0.000000,0.025667,-0.000000,0.000000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,-0.001328,0.005264,0.000000,-0.061951,0.001846,0.000000,0.029000,0.013000,0.007000,0.510000,-0.100000,0.220000,1.016918,Hold,0.180176,0.000000,ResetBack,73619.000000,-0.250000,Suck,-1890.000000,1818.181818,Speed,-1837.500000,1818.181818,Speed,Off,On,0.000000,FALSE,0,,,,,0.000000,0.000000,-0.050000
02:43:36.675 PM 04/29/2016,Teleop Enabled,10,FALSE,0,NO ERROR,-0.000000,0.025667,-0.000000,0.000000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,-0.003464,0.005386,0.000000,0.000000,0.010757,0.000000,-0.014000,0.004000,-0.056000,0.480000,-0.110000,0.230000,1.004728,Hold,0.440430,0.000000,ResetBack,78543.000000,-0.250000,Suck,-1822.500000,1818.181818,Speed,-1717.500000,1818.181818,Speed,Off,On,0.000000,FALSE,0,,,,,0.000000,0.000000,-0.050000
02:43:36.775 PM 04/29/2016,Teleop Enabled,10,FALSE,0,NO ERROR,-0.000000,0.025667,-0.000000,0.000000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,-0.003433,0.006042,0.000000,0.001816,0.009369,0.000000,-0.032000,-0.005000,-0.023000,0.480000,-0.110000,0.240000,1.008869,Hold,0.440918,0.000000,ResetBack,79603.000000,-0.250000,Suck,-1770.000000,1818.181818,Speed,-1710.000000,1818.181818,Speed,Off,On,0.000000,FALSE,0,,,,,0.000000,0.000000,-0.050000
02:43:36.875 PM 04/29/2016,Teleop Enabled,9,FALSE,0,NO ERROR,-0.000000,0.025667,-0.000000,0.000000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,-0.003342,0.006271,0.000000,0.007248,0.004303,0.000000,0.033000,0.017000,-0.045000,0.480000,-0.110000,0.240000,1.011909,Hold,0.441162,0.000000,ResetBack,79654.000000,-0.250000,Suck,-1747.500000,1818.181818,Speed,-1770.000000,1818.181818,Speed,Off,On,0.000000,FALSE,0,,,,,0.000000,0.000000,-0.050000
02:43:36.975 PM 04/29/2016,Teleop Enabled,10,FALSE,0,NO ERROR,-0.000000,0.025667,-0.000000,0.000000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,-0.002472,0.006348,0.000000,0.017181,-0.004913,0.000000,-0.001000,0.016000,-0.030000,0.490000,-0.110000,0.260000,1.022732,Hold,0.441162,0.000000,ResetBack,79878.000000,-0.250000,Suck,-1755.000000,1818.181818,Speed,-1762.500000,1818.181818,Speed,Off,On,0.000000,FALSE,0,,,,,0.000000,0.000000,-0.050000
