Time,Robot Mode,Loop Time,Error Status,Error Code,Error Source,Left Motor Output,Left Motor Encoder,Right Motor Output,Right Motor Encoder,Is Level,Is Stalled,Ball Detector Photoeye,Vision Enabled,Vision Teleop Control,Vision Auto Control,Vision Current State,Vision X Output,Vision NavX Error,Vision NavX Target,NavX Connection Status,NavX Displacement X,NavX Displacement Y,NavX Displacement Z,NavX Velocity X,NavX Velocity Y,NavX Velocity Z,NavX Acceleration X,NavX Acceleration Y,NavX Acceleration Z,NavX Pitch,NavX Yaw,NavX Roll,Gyro Angle,Roller Arm State,Roller Arm Actual,Roller Arm Desired,Shooter Arm State,Shooter Arm Actual,Shooter Arm Desired,Shooter State,Actual RPM Left,Desired RPM Left,Control Mode Left,Actual RPM Right,Desired RPM Right,Control Mode Right,Ball Shooter Cylinder,Ball Halo Cylinder,Scaler Motor Output,Scaler Solenoid Fire,Auto To Run,Auto Current File,Auto File Status,Auto Current Command,Auto Trimmed Command,Shooter Amps Left,Shooter Amps Right, Vision After Offset
08:15:51.197 AM 04/29/2016,Teleop Enabled,9,FALSE,0,NO ERROR,-0.000000,0.000000,-0.000000,0.000000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,-0.005722,0.011139,0.000000,0.000000,0.000000,0.000000,0.065000,-0.019000,0.009000,1.590000,-0.410000,-0.090000,-3.028129,ResetBack,0.322998,-0.000049,ResetBack,102660.000000,-0.250000,Suck,0.000000,1818.181818,Speed,0.000000,1818.181818,Speed,Off,On,0.000000,FALSE,10,,,,,0.000000,0.000000,-0.050000
08:15:51.298 AM 04/29/2016,Teleop Enabled,9,FALSE,0,NO ERROR,-0.000000,0.000000,-0.000000,0.000000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,-0.005234,0.011307,0.000000,0.014252,0.006821,0.000000,0.039000,-0.041000,0.040000,1.620000,-0.390000,-0.130000,-3.031138,ResetBack,-0.608154,-0.000049,ResetBack,104422.000000,-0.250000,Suck,-22.500000,1818.181818,Speed,-187.500000,1818.181818,Speed,Off,On,0.000000,FALSE,10,,,,,0.000000,0.000000,-0.050000
08:15:51.398 AM 04/29/2016,Teleop Enabled,11,FALSE,0,NO ERROR,-0.000000,0.000000,-0.000000,0.000000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,-0.004730,0.011307,0.000000,-0.004959,0.003769,0.000000,0.020000,0.019000,0.025000,1.600000,-0.390000,-0.160000,-3.047648,ResetBack,-1.007080,-0.000049,ResetBack,109520.000000,-0.250000,Suck,-502.500000,1818.181818,Speed,-1125.000000,1818.181818,Speed,Off,On,0.000000,FALSE,10,,,,,0.000000,0.000000,-0.050000
08:15:51.498 AM 04/29/2016,Teleop Enabled,10,FALSE,0,NO ERROR,-0.000000,0.000000,-0.000000,0.000000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,-0.004440,0.011200,0.000000,0.014450,-0.016342,0.000000,0.020000,0.009000,0.020000,1.600000,-0.420000,-0.060000,-3.071103,ResetBack,-1.046631,-0.000049,ResetBack,117166.000000,-0.250000,Suck,-1125.000000,1818.181818,Speed,-1642.500000,1818.181818,Speed,Off,On,0.000000,FALSE,10,,,,,0.000000,0.000000,-0.050000
08:15:51.599 AM 04/29/2016,Teleop Enabled,11,FALSE,0,NO ERROR,-0.000000,0.000000,-0.000000,0.000000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,-0.004013,0.010178,0.000000,0.010910,-0.025925,0.000000,-0.198000,-0.085000,-0.200000,1.600000,-0.420000,-0.020000,-3.071691,Reset,-1.085205,0.000000,ResetBack,117166.000000,-0.250000,Suck,-1665.000000,1818.181818,Speed,-1875.000000,1818.181818,Speed,Off,On,0.000000,FALSE,10,,,,,0.000000,0.000000,-0.050000
08:15:51.699 AM 04/29/2016,Teleop Enabled,10,FALSE,0,NO ERROR,-0.000000,0.000000,-0.000000,0.000000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,-0.006439,0.008087,0.000000,-0.068604,-0.048187,0.000000,0.006000,0.084000,0.086000,1.610000,-0.460000,-0.020000,-3.104213,Hold,0.018066,0.000000,ResetBack,125745.000000,-0.250000,Suck,-1890.000000,1818.181818,Speed,-1717.500000,1818.181818,Speed,Off,On,0.000000,FALSE,10,,,,,0.000000,0.000000,-0.050000
08:15:51.799 AM 04/29/2016,Teleop Enabled,10,FALSE,0,NO ERROR,-0.000000,0.000000,-0.000000,0.000000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,-0.010071,0.006790,0.000000,-0.072617,-0.021820,0.000000,-0.010000,0.036000,-0.020000,1.620000,-0.410000,0.000000,-3.057143,Hold,0.018555,0.000000,ResetBack,131761.000000,-0.250000,Suck,-1822.500000,1818.181818,Speed,-1672.500000,1818.181818,Speed,Off,On,0.000000,FALSE,10,,,,,0.000000,0.000000,-0.050000
08:15:51.900 AM 04/29/2016,Teleop Enabled,10,FALSE,0,NO ERROR,-0.000000,0.000000,-0.000000,0.000000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,-0.014221,0.006607,0.000000,-0.088943,0.000000,0.000000,0.015000,0.031000,-0.056000,1.610000,-0.420000,-0.030000,-3.056458,Hold,0.018555,0.000000,ResetBack,133493.000000,-0.250000,Suck,-1770.000000,1818.181818,Speed,-1740.000000,1818.181818,Speed,Off,On,0.000000,FALSE,10,,,,,0.000000,0.000000,-0.050000
08:15:52.001 AM 04/29/2016,Teleop Enabled,10,FALSE,0,NO ERROR,-0.000000,0.000000,-0.000000,0.000000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,-0.014999,0.006668,0.000000,0.005264,-0.000748,0.000000,-0.007000,0.021000,-0.034000,1.560000,-0.420000,-0.030000,-3.065305,Hold,0.018555,0.000000,ResetBack,133669.000000,-0.250000,Suck,-1740.000000,1818.181818,Speed,-1755.000000,1818.181818,Speed,Off,On,0.000000,FALSE,10,,,,,0.000000,0.000000,-0.050000
08:15:52.101 AM 04/29/2016,Teleop Enabled,9,FALSE,0,NO ERROR,-0.000000,0.000000,-0.000000,0.000000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Disabled,0.000000,0.000000,0.000000,TRUE,-0.014862,0.006683,0.000000,-0.008179,-0.000992,0.000000,0.023000,0.026000,-0.015000,1.580000,-0.420000,-0.070000,-3.073568,Hold,0.018555,0.000000,ResetBack,133759.000000,-0.250000,Suck,-1747.500000,1818.181818,Speed,-1725.000000,1818.181818,Speed,Off,On,0.000000,FALSE,10,,,,,0.000000,0.000000,-0.050000
