Time,RobotMode,AutoToRun,ErrorStatus, ErrorCode,ErrorSource,ActualRPM1,ActualRPM2,DesiredRPM1,DesiredRPM2,ControlMode1,ControlMode2,NavXYaw,NavXRoll,NavXPitch,ShooterState,LoopTime,IsLevel,IsAutoTargeting,LeftMotorOutput,RightMotorOutput,IsHaloDrive,NavXVelocityX,NavXVelocityY,NavXVelocityZ,NavXDisplacementX,NavXDisplacementY,NavXDisplacementZ,NavXAccelerationX,NavXAccelerationY,NavXAccelerationZ,AngeMotorState,Photoeye,VisionXOutput,gyro180,RollerArmDesired,RollerArmActual,ShooterArmDesired,ShooterArmActual, DefenseDetectorController,DefenseDetectorRaw,,IsStalled
12:28:42.965 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.150000,0.480000,1.280000,1.000000,102.000000,1,0,0.000000,0.000000,0,-0.002869,0.000000,0.000000,6.513214,5.224152,0.000000,-0.021000,-0.012000,0.010000,FlatInitial,Hold,0,0.000000,-3.150000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:43.066 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.140000,0.420000,1.320000,1.000000,104.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.513062,5.224152,0.000000,-0.009000,0.007000,0.003000,FlatInitial,Hold,0,0.000000,-3.140000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:43.166 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.110000,0.460000,1.350000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.513062,5.224152,0.000000,0.013000,0.009000,-0.003000,FlatInitial,Hold,0,0.000000,-3.110000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:43.266 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.110000,0.510000,1.310000,1.000000,101.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.513062,5.224152,0.000000,0.011000,-0.009000,-0.008000,FlatInitial,Hold,0,0.000000,-3.110000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:43.367 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.040000,0.500000,1.340000,1.000000,101.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.513062,5.224152,0.000000,-0.010000,0.000000,0.003000,FlatInitial,Hold,0,0.000000,-3.040000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:43.466 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.040000,0.410000,1.310000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.513062,5.224152,0.000000,0.000000,-0.005000,0.000000,FlatInitial,Hold,0,0.000000,-3.040000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:43.566 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.010000,0.430000,1.320000,1.000000,101.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.513062,5.224152,0.000000,-0.004000,0.000000,0.000000,FlatInitial,Hold,0,0.000000,-3.010000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:43.667 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.040000,0.430000,1.320000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.513062,5.224152,0.000000,0.002000,0.000000,-0.001000,FlatInitial,Hold,0,0.000000,-3.040000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:43.766 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.020000,0.450000,1.360000,1.000000,103.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.513062,5.224152,0.000000,0.001000,0.004000,0.002000,FlatInitial,Hold,0,0.000000,-3.020000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:43.867 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.000000,0.450000,1.350000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.513062,5.224152,0.000000,0.001000,-0.005000,0.000000,FlatInitial,Hold,0,0.000000,-3.000000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:43.967 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-2.950000,0.450000,1.350000,1.000000,101.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.513062,5.224152,0.000000,0.000000,-0.005000,0.006000,FlatInitial,Hold,0,0.000000,-2.950000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:44.067 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-2.940000,0.450000,1.330000,1.000000,103.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.513062,5.224152,0.000000,-0.006000,-0.006000,0.008000,FlatInitial,Hold,0,0.000000,-2.940000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:44.167 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-2.960000,0.420000,1.340000,1.000000,101.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.513062,5.224152,0.000000,-0.001000,0.012000,-0.010000,FlatInitial,Hold,0,0.000000,-2.960000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:44.267 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-2.970000,0.440000,1.370000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.513062,5.224152,0.000000,0.003000,0.009000,-0.005000,FlatInitial,Hold,0,0.000000,-2.970000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:44.367 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-2.960000,0.460000,1.380000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.513062,5.224152,0.000000,0.005000,-0.002000,0.000000,FlatInitial,Hold,0,0.000000,-2.960000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:44.467 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-2.930000,0.510000,1.360000,1.000000,100.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.513062,5.224152,0.000000,0.000000,-0.003000,0.000000,FlatInitial,Hold,0,0.000000,-2.930000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:44.567 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,7.617187,4000.000000,4000.000000,Speed,Speed,-2.960000,0.450000,1.330000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.000000,-0.006699,0.000000,6.513062,5.224060,0.000000,0.001000,-0.001000,0.004000,FlatInitial,Hold,0,0.000000,-2.960000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:44.667 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,2.929688,4000.000000,4000.000000,Speed,Speed,-2.930000,0.460000,1.350000,1.000000,101.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512939,5.223984,0.000000,0.000000,0.007000,0.004000,FlatInitial,Hold,0,0.000000,-2.930000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:44.767 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-2.960000,0.480000,1.360000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512939,5.223984,0.000000,-0.003000,0.003000,-0.005000,FlatInitial,Hold,0,0.000000,-2.960000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:44.867 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-2.930000,0.510000,1.370000,1.000000,101.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512939,5.223984,0.000000,0.006000,0.000000,0.006000,FlatInitial,Hold,0,0.000000,-2.930000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:44.967 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-2.960000,0.440000,1.360000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512939,5.223984,0.000000,-0.011000,0.002000,0.007000,FlatInitial,Hold,0,0.000000,-2.960000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:45.067 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-2.940000,0.410000,1.370000,1.000000,101.000000,1,0,0.000000,0.000000,0,-0.008652,0.000000,0.000000,6.512756,5.223984,0.000000,-0.010000,-0.002000,-0.005000,FlatInitial,Hold,0,0.000000,-2.940000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:45.167 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-2.950000,0.420000,1.330000,1.000000,104.000000,1,0,0.000000,0.000000,0,0.000000,-0.003998,0.000000,6.512756,5.223923,0.000000,0.019000,0.005000,-0.011000,FlatInitial,Hold,0,0.000000,-2.950000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:45.268 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-2.930000,0.500000,1.340000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512756,5.223877,0.000000,0.008000,0.007000,0.011000,FlatInitial,Hold,0,0.000000,-2.930000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:45.369 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-2.930000,0.470000,1.340000,1.000000,100.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512756,5.223877,0.000000,-0.004000,0.003000,0.008000,FlatInitial,Hold,0,0.000000,-2.930000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:45.470 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-2.900000,0.410000,1.330000,1.000000,101.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512756,5.223877,0.000000,-0.010000,-0.004000,0.000000,FlatInitial,Hold,0,0.000000,-2.900000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:45.570 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-2.900000,0.400000,1.310000,1.000000,101.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512756,5.223877,0.000000,0.005000,-0.001000,-0.007000,FlatInitial,Hold,0,0.000000,-2.900000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:45.670 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-2.910000,0.440000,1.310000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512756,5.223877,0.000000,0.004000,0.003000,-0.001000,FlatInitial,Hold,0,0.000000,-2.910000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:45.771 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-2.920000,0.440000,1.320000,1.000000,101.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512756,5.223877,0.000000,0.003000,0.002000,0.007000,FlatInitial,Hold,0,0.000000,-2.920000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:45.872 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-2.900000,0.420000,1.320000,1.000000,103.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512756,5.223877,0.000000,0.000000,0.002000,0.002000,FlatInitial,Hold,0,0.000000,-2.900000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:45.972 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-2.880000,0.400000,1.300000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512756,5.223877,0.000000,-0.001000,-0.003000,-0.005000,FlatInitial,Hold,0,0.000000,-2.880000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:46.072 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-2.890000,0.380000,1.290000,1.000000,101.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512756,5.223877,0.000000,-0.004000,-0.002000,0.003000,FlatInitial,Hold,0,0.000000,-2.890000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:46.173 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-2.940000,0.340000,1.260000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512756,5.223877,0.000000,-0.002000,-0.003000,-0.009000,FlatInitial,Hold,0,0.000000,-2.940000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:46.273 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-2.970000,0.370000,1.280000,1.000000,105.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512756,5.223877,0.000000,-0.004000,0.007000,0.000000,FlatInitial,Hold,0,0.000000,-2.970000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:46.373 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-2.990000,0.370000,1.300000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512756,5.223877,0.000000,0.003000,0.004000,0.000000,FlatInitial,Hold,0,0.000000,-2.990000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:46.474 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-2.990000,0.350000,1.300000,1.000000,103.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512756,5.223877,0.000000,0.000000,0.001000,0.004000,FlatInitial,Hold,0,0.000000,-2.990000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:46.575 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-2.990000,0.360000,1.290000,1.000000,100.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512756,5.223877,0.000000,0.000000,-0.008000,-0.005000,FlatInitial,Hold,0,0.000000,-2.990000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:46.675 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.000000,0.340000,1.300000,1.000000,101.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512756,5.223877,0.000000,0.006000,-0.003000,-0.013000,FlatInitial,Hold,0,0.000000,-3.000000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:46.776 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.010000,0.370000,1.320000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512756,5.223877,0.000000,0.002000,-0.001000,0.001000,FlatInitial,Hold,0,0.000000,-3.010000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:46.878 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.010000,0.370000,1.330000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512756,5.223877,0.000000,0.001000,0.000000,0.004000,FlatInitial,Hold,0,0.000000,-3.010000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:46.978 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.000000,0.380000,1.320000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512756,5.223877,0.000000,-0.002000,-0.004000,0.003000,FlatInitial,Hold,0,0.000000,-3.000000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:47.079 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.010000,0.380000,1.310000,1.000000,106.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512756,5.223877,0.000000,-0.002000,-0.003000,0.004000,FlatInitial,Hold,0,0.000000,-3.010000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:47.181 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.020000,0.380000,1.320000,1.000000,104.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512756,5.223877,0.000000,0.005000,0.004000,0.008000,FlatInitial,Hold,0,0.000000,-3.020000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:47.281 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.020000,0.390000,1.340000,1.000000,103.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512756,5.223877,0.000000,0.000000,0.000000,0.000000,FlatInitial,Hold,0,0.000000,-3.020000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:47.381 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.020000,0.360000,1.330000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512756,5.223877,0.000000,-0.002000,0.000000,-0.003000,FlatInitial,Hold,0,0.000000,-3.020000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:47.482 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.020000,0.370000,1.320000,1.000000,101.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512756,5.223877,0.000000,0.000000,0.002000,0.003000,FlatInitial,Hold,0,0.000000,-3.020000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:47.583 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.030000,0.370000,1.320000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512756,5.223877,0.000000,0.005000,0.000000,-0.001000,FlatInitial,Hold,0,0.000000,-3.030000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:47.685 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.020000,0.380000,1.320000,1.000000,101.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512756,5.223877,0.000000,-0.003000,-0.003000,0.004000,FlatInitial,Hold,0,0.000000,-3.020000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:47.785 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.020000,0.370000,1.310000,1.000000,101.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512756,5.223877,0.000000,0.000000,-0.003000,-0.002000,FlatInitial,Hold,0,0.000000,-3.020000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:47.886 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.040000,0.360000,1.310000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512756,5.223877,0.000000,0.003000,0.000000,-0.001000,FlatInitial,Hold,0,0.000000,-3.040000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:47.986 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.040000,0.360000,1.320000,1.000000,103.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512756,5.223877,0.000000,-0.008000,0.003000,-0.006000,FlatInitial,Hold,0,0.000000,-3.040000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:48.086 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.040000,0.360000,1.310000,1.000000,101.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512756,5.223877,0.000000,0.000000,-0.003000,0.007000,FlatInitial,Hold,0,0.000000,-3.040000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:48.186 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.050000,0.390000,1.310000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512756,5.223877,0.000000,0.006000,0.000000,0.003000,FlatInitial,Hold,0,0.000000,-3.050000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:48.286 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.090000,0.380000,1.330000,1.000000,104.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512756,5.223877,0.000000,0.001000,0.004000,-0.002000,FlatInitial,Hold,0,0.000000,-3.090000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:48.387 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.060000,0.380000,1.340000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512756,5.223877,0.000000,-0.006000,-0.003000,-0.005000,FlatInitial,Hold,0,0.000000,-3.060000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:48.487 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.040000,0.380000,1.320000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512756,5.223877,0.000000,0.004000,-0.006000,0.001000,FlatInitial,Hold,0,0.000000,-3.040000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:48.587 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.060000,0.410000,1.320000,1.000000,101.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512756,5.223877,0.000000,0.002000,0.000000,0.004000,FlatInitial,Hold,0,0.000000,-3.060000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:48.687 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.110000,0.410000,1.300000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512756,5.223877,0.000000,0.004000,0.000000,-0.002000,FlatInitial,Hold,0,0.000000,-3.110000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:48.787 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.120000,0.360000,1.310000,1.000000,101.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512756,5.223877,0.000000,-0.009000,0.000000,-0.007000,FlatInitial,Hold,0,0.000000,-3.120000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:48.887 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.110000,0.290000,1.330000,1.000000,102.000000,1,0,0.000000,0.000000,0,-0.012558,0.000000,0.000000,6.512497,5.223877,0.000000,-0.010000,0.002000,0.008000,FlatInitial,Hold,0,0.000000,-3.110000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:48.987 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.110000,0.320000,1.310000,1.000000,104.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512497,5.223877,0.000000,0.004000,-0.003000,0.000000,FlatInitial,Hold,0,0.000000,-3.110000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:49.088 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.130000,0.410000,1.300000,1.000000,101.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512497,5.223877,0.000000,0.005000,0.000000,0.007000,FlatInitial,Hold,0,0.000000,-3.130000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:49.191 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.150000,0.370000,1.330000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512497,5.223877,0.000000,0.001000,0.003000,-0.001000,FlatInitial,Hold,0,0.000000,-3.150000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
