Time,RobotMode,AutoToRun,ErrorStatus, ErrorCode,ErrorSource,ActualRPM1,ActualRPM2,DesiredRPM1,DesiredRPM2,ControlMode1,ControlMode2,NavXYaw,NavXRoll,NavXPitch,ShooterState,LoopTime,IsLevel,IsAutoTargeting,LeftMotorOutput,RightMotorOutput,IsHaloDrive,NavXVelocityX,NavXVelocityY,NavXVelocityZ,NavXDisplacementX,NavXDisplacementY,NavXDisplacementZ,NavXAccelerationX,NavXAccelerationY,NavXAccelerationZ,AngeMotorState,Photoeye,VisionXOutput,gyro180,RollerArmDesired,RollerArmActual,ShooterArmDesired,ShooterArmActual, DefenseDetectorController,DefenseDetectorRaw,,IsStalled
12:28:30.199 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-6000.000000,6005.859375,-6000.000000,-6000.000000,Speed,Speed,-1.310000,-0.020000,1.610000,1.000000,102.000000,1,0,0.000000,0.000000,0,-0.563187,1.290039,0.000000,5.651321,-0.477203,0.000000,-0.016000,0.087000,0.081000,FlatInitial,Hold,0,0.000000,-1.310000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:30.301 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-6001.171875,6007.617188,-6000.000000,-6000.000000,Speed,Speed,-2.390000,0.090000,1.490000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.001343,1.398895,0.000000,5.628433,-0.341949,0.000000,0.010000,0.051000,0.075000,FlatInitial,Hold,0,0.000000,-2.390000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:30.401 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-6001.171875,6009.375000,-6000.000000,-6000.000000,Speed,Speed,-3.730000,0.220000,1.240000,1.000000,105.000000,1,0,0.000000,0.000000,0,-0.018799,1.443924,0.000000,5.627869,-0.270691,0.000000,-0.034000,0.041000,-0.022000,FlatInitial,Hold,0,0.000000,-3.730000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:30.501 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-6005.859375,6008.203125,-6000.000000,-6000.000000,Speed,Speed,-5.540000,0.310000,0.920000,1.000000,102.000000,1,0,0.000000,0.000000,0,-0.018799,1.443924,0.000000,5.627869,-0.270691,0.000000,-0.003000,0.089000,-0.010000,FlatInitial,Hold,0,0.000000,-5.540000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:30.602 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-6006.445312,6007.617188,-6000.000000,-6000.000000,Speed,Speed,-7.070000,0.500000,0.800000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.002350,1.547394,0.000000,5.627487,-0.195724,0.000000,0.046000,0.118000,-0.017000,FlatInitial,Hold,0,0.000000,-7.070000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:30.703 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-6005.859375,6006.445312,-6000.000000,-6000.000000,Speed,Speed,-9.380000,1.030000,0.870000,1.000000,103.000000,1,0,0.000000,0.000000,0,0.093216,1.730042,0.000000,5.630127,-0.096664,0.000000,0.106000,0.134000,-0.071000,FlatInitial,Hold,0,0.000000,-9.380000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:30.804 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-6002.343750,6004.101562,-6000.000000,-6000.000000,Speed,Speed,-10.960000,1.530000,0.960000,1.000000,101.000000,1,0,0.000000,0.000000,0,0.214371,1.909073,0.000000,5.638336,-0.004913,0.000000,0.119000,0.192000,-0.015000,FlatInitial,Hold,0,0.000000,-10.960000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:30.905 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-6003.515625,6002.929688,-6000.000000,-6000.000000,Speed,Speed,-12.270000,2.190000,1.240000,1.000000,101.000000,1,0,0.000000,0.000000,0,0.339996,2.113495,0.000000,5.652756,0.096207,0.000000,0.143000,0.284000,-0.069000,FlatInitial,Hold,0,0.000000,-12.270000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:31.006 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-6002.343750,6001.757812,-6000.000000,-6000.000000,Speed,Speed,-12.710000,2.860000,1.650000,1.000000,101.000000,1,0,0.000000,0.000000,0,0.472397,2.369766,0.000000,5.673706,0.209778,0.000000,0.143000,0.217000,-0.077000,FlatInitial,Hold,0,0.000000,-12.710000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:31.107 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-6000.000000,5997.656250,-6000.000000,-6000.000000,Speed,Speed,-12.850000,3.410000,1.630000,1.000000,102.000000,0,0,0.000000,0.000000,0,0.606491,2.550354,0.000000,5.701416,0.334000,0.000000,0.117000,0.135000,-0.002000,FlatInitial,Hold,0,0.000000,-12.850000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:31.207 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-5999.414062,5994.726562,-6000.000000,-6000.000000,Speed,Speed,-12.790000,3.580000,1.580000,1.000000,101.000000,0,0,0.000000,0.000000,0,0.710449,2.678558,0.000000,5.735092,0.465378,0.000000,0.079000,0.128000,-0.031000,FlatInitial,Hold,0,0.000000,-12.790000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:31.307 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-6001.757812,5994.726562,-6000.000000,-6000.000000,Speed,Speed,-12.860000,3.540000,1.650000,1.000000,102.000000,0,0,0.000000,0.000000,0,0.773392,2.825272,0.000000,5.772629,0.603622,0.000000,0.047000,0.136000,-0.007000,FlatInitial,Hold,0,0.000000,-12.860000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:31.408 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-6000.585938,5995.312500,-6000.000000,-6000.000000,Speed,Speed,-12.780000,3.580000,1.550000,1.000000,101.000000,0,0,0.000000,0.000000,0,0.811813,2.936859,0.000000,5.812454,0.748428,0.000000,0.066000,0.088000,-0.038000,FlatInitial,Hold,0,0.000000,-12.780000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:31.508 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-6000.585938,5997.070312,-6000.000000,-6000.000000,Speed,Speed,-12.810000,3.710000,1.430000,1.000000,101.000000,0,0,0.000000,0.000000,0,0.891724,3.054596,0.000000,5.855347,0.898758,0.000000,0.073000,0.128000,-0.088000,FlatInitial,Hold,0,0.000000,-12.810000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:31.610 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-6000.585938,5997.656250,-6000.000000,-6000.000000,Speed,Speed,-12.820000,3.970000,1.400000,1.000000,103.000000,0,0,0.000000,0.000000,0,0.969666,3.170853,0.000000,5.902222,1.054947,0.000000,0.090000,0.110000,-0.063000,FlatInitial,Hold,0,0.000000,-12.820000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:31.710 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-6000.585938,5999.414062,-6000.000000,-6000.000000,Speed,Speed,-12.820000,4.120000,1.350000,1.000000,104.000000,0,0,0.000000,0.000000,0,1.057678,3.296860,0.000000,5.953293,1.217194,0.000000,0.093000,0.163000,-0.069000,FlatInitial,Hold,0,0.000000,-12.820000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:31.810 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-6002.929688,5998.828125,-6000.000000,-6000.000000,Speed,Speed,-12.850000,4.200000,1.410000,1.000000,101.000000,0,0,0.000000,0.000000,0,1.133713,3.445816,0.000000,6.008652,1.386505,0.000000,0.036000,0.156000,-0.044000,FlatInitial,Hold,0,0.000000,-12.850000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:31.911 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-6005.859375,5997.656250,-6000.000000,-6000.000000,Speed,Speed,-12.830000,4.210000,1.460000,1.000000,103.000000,0,0,0.000000,0.000000,0,1.189606,3.586807,0.000000,6.066864,1.563095,0.000000,0.091000,0.118000,-0.066000,FlatInitial,Hold,0,0.000000,-12.830000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:32.011 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-6004.687500,5998.242188,-6000.000000,-6000.000000,Speed,Speed,-12.810000,4.290000,1.360000,1.000000,101.000000,0,0,0.000000,0.000000,0,1.260834,3.711166,0.000000,6.128571,1.746277,0.000000,0.068000,0.097000,-0.072000,FlatInitial,Hold,0,0.000000,-12.810000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:32.111 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-6003.515625,5998.242188,-6000.000000,-6000.000000,Speed,Speed,-12.810000,4.320000,1.290000,1.000000,102.000000,0,0,0.000000,0.000000,0,1.322495,3.820480,0.000000,6.193436,1.935028,0.000000,0.070000,0.162000,-0.104000,FlatInitial,Hold,0,0.000000,-12.810000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:32.212 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-6002.929688,6000.585938,-6000.000000,-6000.000000,Speed,Speed,-12.800000,4.260000,1.310000,1.000000,101.000000,0,0,0.000000,0.000000,0,1.390366,3.958252,0.000000,6.261612,2.130173,0.000000,0.061000,0.114000,-0.092000,FlatInitial,Hold,0,0.000000,-12.800000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:32.312 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-6001.171875,6002.929688,-6000.000000,-6000.000000,Speed,Speed,-12.790000,4.200000,1.330000,1.000000,104.000000,0,0,0.000000,0.000000,0,1.472916,4.115540,0.000000,6.347717,2.373154,0.000000,0.098000,0.124000,-0.080000,FlatInitial,Hold,0,0.000000,-12.790000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:32.413 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-6000.000000,6005.273438,-6000.000000,-6000.000000,Speed,Speed,-12.780000,4.130000,1.350000,1.000000,101.000000,0,0,0.000000,0.000000,0,1.543106,4.244293,0.000000,6.423523,2.582794,0.000000,0.073000,0.156000,-0.091000,FlatInitial,Hold,0,0.000000,-12.780000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:32.513 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-5997.656250,6006.445312,-6000.000000,-6000.000000,Speed,Speed,-12.760000,4.060000,1.400000,1.000000,102.000000,0,0,0.000000,0.000000,0,1.608185,4.380127,0.000000,6.502747,2.799164,0.000000,0.039000,0.128000,-0.082000,FlatInitial,Hold,0,0.000000,-12.760000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:32.613 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-5995.898438,6007.031250,-6000.000000,-6000.000000,Speed,Speed,-12.700000,3.940000,1.370000,1.000000,101.000000,0,0,0.000000,0.000000,0,1.665512,4.503067,0.000000,6.584930,3.021805,0.000000,0.062000,0.108000,-0.081000,FlatInitial,Hold,0,0.000000,-12.700000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:32.713 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-5992.968750,6004.101562,-6000.000000,-6000.000000,Speed,Speed,-12.600000,3.770000,1.390000,1.000000,103.000000,0,0,0.000000,0.000000,0,1.709457,4.628815,0.000000,6.669586,3.250809,0.000000,0.035000,0.122000,-0.083000,FlatInitial,Hold,0,0.000000,-12.600000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:32.813 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-5992.968750,6006.445312,-6000.000000,-6000.000000,Speed,Speed,-12.460000,3.650000,1.350000,1.000000,101.000000,0,0,0.000000,0.000000,0,1.762817,4.757568,0.000000,6.756546,3.486023,0.000000,0.058000,0.167000,-0.084000,FlatInitial,Hold,0,0.000000,-12.460000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:32.913 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-5993.554688,5999.414062,-6000.000000,-6000.000000,Speed,Speed,-12.270000,3.540000,1.300000,1.000000,101.000000,0,0,0.000000,0.000000,0,1.812363,4.884674,0.000000,6.846268,3.727753,0.000000,0.053000,0.151000,-0.114000,FlatInitial,Hold,0,0.000000,-12.270000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:33.014 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-5995.312500,5994.726562,-6000.000000,-6000.000000,Speed,Speed,-11.880000,3.450000,1.310000,1.000000,102.000000,0,0,0.000000,0.000000,0,1.849045,5.025208,0.000000,6.937988,3.976105,0.000000,0.043000,0.140000,-0.094000,FlatInitial,Hold,0,0.000000,-11.880000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:33.115 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-5996.484375,5994.726562,-6000.000000,-6000.000000,Speed,Speed,-11.170000,3.450000,1.380000,1.000000,101.000000,0,0,0.000000,0.000000,0,1.906815,5.186172,0.000000,7.032089,4.232147,0.000000,0.085000,0.169000,-0.070000,FlatInitial,Hold,0,0.000000,-11.170000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:33.215 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-5997.070312,5992.968750,-6000.000000,-6000.000000,Speed,Speed,-10.020000,3.520000,1.540000,1.000000,101.000000,0,0,0.000000,0.000000,0,1.970978,5.360413,0.000000,7.129456,4.496765,0.000000,0.082000,0.153000,-0.089000,FlatInitial,Hold,0,0.000000,-10.020000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:33.315 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-5997.070312,5991.210938,-6000.000000,-6000.000000,Speed,Speed,-8.170000,3.580000,1.780000,1.000000,102.000000,0,0,0.000000,0.000000,0,2.059311,5.526550,0.000000,7.230469,4.769745,0.000000,0.091000,0.171000,-0.071000,FlatInitial,Hold,0,0.000000,-8.170000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:33.415 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-6001.171875,5994.726562,-6000.000000,-6000.000000,Speed,Speed,-6.310000,3.490000,1.930000,1.000000,102.000000,0,0,0.000000,0.000000,0,2.142441,5.674194,0.000000,7.336029,5.050690,0.000000,0.075000,0.129000,-0.097000,FlatInitial,Hold,0,0.000000,-6.310000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:33.515 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-6005.859375,5994.726562,-6000.000000,-6000.000000,Speed,Speed,-4.160000,3.400000,2.040000,1.000000,102.000000,0,0,0.000000,0.000000,0,2.220123,5.799850,0.000000,7.445480,5.338150,0.000000,0.078000,0.126000,-0.096000,FlatInitial,Hold,0,0.000000,-4.160000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:33.616 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-6006.445312,5994.726562,-6000.000000,-6000.000000,Speed,Speed,-1.770000,3.210000,2.100000,1.000000,105.000000,0,0,0.000000,0.000000,0,2.274719,5.894638,0.000000,7.558197,5.631042,0.000000,0.047000,0.084000,-0.086000,FlatInitial,Hold,0,0.000000,-1.770000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:33.716 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-6007.031250,5994.726562,-6000.000000,-6000.000000,Speed,Speed,0.680000,2.750000,1.940000,1.000000,103.000000,1,0,0.000000,0.000000,0,0.000000,5.927658,0.000000,7.603897,5.927094,0.000000,0.013000,0.013000,-0.067000,FlatInitial,Hold,0,0.000000,0.680000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:33.816 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-6007.031250,5998.828125,-6000.000000,-6000.000000,Speed,Speed,2.790000,2.330000,1.680000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.013474,0.000000,0.000000,7.604218,5.986404,0.000000,0.023000,0.019000,-0.039000,FlatInitial,Hold,0,0.000000,2.790000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:33.917 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-6008.203125,6002.343750,-6000.000000,-6000.000000,Speed,Speed,4.330000,2.120000,1.400000,1.000000,101.000000,1,0,0.000000,0.000000,0,0.054764,0.007919,0.000000,7.605988,5.986526,0.000000,0.055000,0.011000,-0.074000,FlatInitial,Hold,0,0.000000,4.330000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:34.018 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-6005.273438,5999.414062,-6000.000000,-6000.000000,Speed,Speed,5.460000,1.920000,1.300000,1.000000,101.000000,1,0,0.000000,0.000000,0,0.117645,0.052734,0.000000,7.610718,5.988205,0.000000,0.041000,0.078000,-0.087000,FlatInitial,Hold,0,0.000000,5.460000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:34.118 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-6005.273438,6000.585938,-6000.000000,-6000.000000,Speed,Speed,6.450000,1.610000,1.280000,1.000000,100.000000,1,0,0.000000,0.000000,0,0.003433,0.111832,0.000000,7.614731,5.992584,0.000000,0.023000,0.040000,-0.082000,FlatInitial,Hold,0,0.000000,6.450000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:34.219 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-6001.757812,6001.757812,-6000.000000,-6000.000000,Speed,Speed,7.340000,1.340000,1.170000,1.000000,101.000000,1,0,0.000000,0.000000,0,0.004395,0.142426,0.000000,7.614960,5.998993,0.000000,0.011000,0.058000,-0.116000,FlatInitial,Hold,0,0.000000,7.340000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:34.321 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-5996.484375,6005.273438,-6000.000000,-6000.000000,Speed,Speed,8.100000,0.980000,0.990000,1.000000,103.000000,1,0,0.000000,0.000000,0,0.000000,0.150620,0.000000,7.615021,6.006638,0.000000,-0.002000,-0.005000,-0.063000,FlatInitial,Hold,0,0.000000,8.100000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:34.423 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-5994.726562,6008.203125,-6000.000000,-6000.000000,Speed,Speed,8.460000,0.240000,0.780000,1.000000,100.000000,1,0,0.000000,0.000000,0,0.000000,0.017471,0.000000,7.614792,6.006989,0.000000,-0.008000,0.016000,-0.073000,FlatInitial,Hold,0,0.000000,8.460000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:34.524 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-5993.554688,6008.789062,-6000.000000,-6000.000000,Speed,Speed,8.410000,-0.100000,0.760000,1.000000,101.000000,1,0,0.000000,0.000000,0,-0.027832,0.061935,0.000000,7.614182,6.008972,0.000000,-0.063000,0.118000,-0.059000,FlatInitial,Hold,0,0.000000,8.410000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:34.624 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-5997.070312,6005.273438,-6000.000000,-6000.000000,Speed,Speed,8.280000,-0.730000,0.950000,1.000000,101.000000,1,0,0.000000,0.000000,0,-0.087006,0.187485,0.000000,7.610199,6.016998,0.000000,-0.026000,0.128000,-0.043000,FlatInitial,Hold,0,0.000000,8.280000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:34.724 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-5998.828125,6004.687500,-6000.000000,-6000.000000,Speed,Speed,8.210000,-0.890000,1.030000,1.000000,101.000000,1,0,0.000000,0.000000,0,0.003372,0.258179,0.000000,7.608322,6.026306,0.000000,0.024000,0.051000,-0.011000,FlatInitial,Hold,0,0.000000,8.210000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:34.825 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-5999.414062,6002.343750,-6000.000000,-6000.000000,Speed,Speed,8.270000,-0.930000,1.000000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.023239,0.320663,0.000000,7.609116,6.041214,0.000000,0.022000,0.046000,0.006000,FlatInitial,Hold,0,0.000000,8.270000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:34.924 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-6004.687500,6003.515625,-6000.000000,-6000.000000,Speed,Speed,8.240000,-1.070000,0.970000,1.000000,105.000000,1,0,0.000000,0.000000,0,0.048279,0.384399,0.000000,7.611481,6.062668,0.000000,0.006000,0.069000,-0.038000,FlatInitial,Hold,0,0.000000,8.240000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:35.025 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-6004.687500,6002.929688,-6000.000000,-6000.000000,Speed,Speed,8.160000,-1.260000,0.990000,1.000000,103.000000,1,0,0.000000,0.000000,0,-0.005585,0.429596,0.000000,7.611435,6.079102,0.000000,-0.037000,0.056000,0.006000,FlatInitial,Hold,0,0.000000,8.160000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:35.124 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-6004.101562,6003.515625,-6000.000000,-6000.000000,Speed,Speed,8.170000,-1.700000,1.100000,1.000000,101.000000,1,0,0.000000,0.000000,0,-0.068039,0.519424,0.000000,7.609009,6.108032,0.000000,-0.069000,0.077000,0.006000,FlatInitial,Hold,0,0.000000,8.170000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:35.225 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-6002.343750,6004.687500,-6000.000000,-6000.000000,Speed,Speed,8.210000,-2.070000,1.160000,1.000000,102.000000,1,0,0.000000,0.000000,0,-0.136017,0.573898,0.000000,7.603531,6.135712,0.000000,-0.056000,0.056000,0.022000,FlatInitial,Hold,0,0.000000,8.210000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:35.324 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-6002.343750,6003.515625,-6000.000000,-6000.000000,Speed,Speed,8.210000,-2.240000,1.210000,1.000000,101.000000,1,0,0.000000,0.000000,0,-0.167740,0.613373,0.000000,7.595581,6.165573,0.000000,-0.008000,0.035000,0.021000,FlatInitial,Hold,0,0.000000,8.210000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:35.425 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-6001.757812,6002.929688,-6000.000000,-6000.000000,Speed,Speed,8.180000,-2.280000,1.320000,1.000000,101.000000,1,0,0.000000,0.000000,0,-0.003983,0.645935,0.000000,7.595535,6.197266,0.000000,-0.023000,0.010000,0.040000,FlatInitial,Hold,0,0.000000,8.180000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:35.525 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-6000.000000,6001.171875,-6000.000000,-6000.000000,Speed,Speed,8.040000,-2.470000,1.330000,1.000000,101.000000,1,0,0.000000,0.000000,0,-0.054184,0.661392,0.000000,7.594086,6.230179,0.000000,-0.080000,0.002000,0.048000,FlatInitial,Hold,0,0.000000,8.040000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:35.625 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-5998.828125,5997.070312,-6000.000000,-6000.000000,Speed,Speed,7.640000,-2.790000,1.260000,1.000000,101.000000,1,0,0.000000,0.000000,0,-0.133438,-0.001953,0.000000,7.588974,6.230148,0.000000,-0.095000,-0.039000,0.028000,FlatInitial,Hold,0,0.000000,7.640000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:35.725 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-5998.828125,5994.726562,-6000.000000,-6000.000000,Speed,Speed,6.720000,-3.270000,1.300000,1.000000,102.000000,0,0,0.000000,0.000000,0,-0.222443,-0.006729,0.000000,7.579636,6.229828,0.000000,-0.076000,0.013000,0.022000,FlatInitial,Hold,0,0.000000,6.720000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:35.826 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-5998.242188,5992.382812,-6000.000000,-6000.000000,Speed,Speed,5.620000,-3.430000,1.370000,1.000000,103.000000,0,0,0.000000,0.000000,0,-0.273376,-0.008804,0.000000,7.566711,6.229340,0.000000,-0.023000,0.011000,0.003000,FlatInitial,Hold,0,0.000000,5.620000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:35.925 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-5998.828125,5991.210938,-6000.000000,-6000.000000,Speed,Speed,4.370000,-3.520000,1.520000,1.000000,102.000000,0,0,0.000000,0.000000,0,-0.296692,0.006302,0.000000,7.552292,6.229370,0.000000,-0.022000,-0.019000,0.051000,FlatInitial,Hold,0,0.000000,4.370000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:36.026 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-6000.000000,5992.382812,-6000.000000,-6000.000000,Speed,Speed,3.010000,-3.480000,1.560000,1.000000,100.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,7.543182,6.229523,0.000000,-0.013000,0.003000,0.009000,FlatInitial,Hold,0,0.000000,3.010000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:36.125 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-6000.585938,5997.656250,-6000.000000,-6000.000000,Speed,Speed,1.680000,-3.410000,1.720000,1.000000,101.000000,0,0,0.000000,0.000000,0,0.000000,0.026154,0.000000,7.543182,6.230103,0.000000,0.010000,0.059000,0.028000,FlatInitial,Hold,0,0.000000,1.680000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:36.227 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-6002.929688,6000.000000,-6000.000000,-6000.000000,Speed,Speed,0.360000,-3.330000,1.780000,1.000000,103.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,7.543182,6.232681,0.000000,0.006000,-0.004000,0.065000,FlatInitial,Hold,0,0.000000,0.360000,0.000000,85.000000,0.000000,-195.000000,0,0,0
12:28:36.327 PM 03/04/2016,Autonomous Enabled,8,FALSE,0,NO ERROR,-6002.343750,6004.101562,-6000.000000,-6000.000000,Speed,Speed,-0.980000,-3.360000,1.760000,1.000000,103.000000,0,0,0.000000,0.000000,0,0.000000,-0.012604,0.000000,7.543182,6.232437,0.000000,0.000000,-0.058000,0.020000,FlatInitial,Hold,0,0.000000,-0.980000,0.000000,85.000000,0.000000,-195.000000,0,0,0
