Time,RobotMode,AutoToRun,ErrorStatus, ErrorCode,ErrorSource,ActualRPM1,ActualRPM2,DesiredRPM1,DesiredRPM2,ControlMode1,ControlMode2,NavXYaw,NavXRoll,NavXPitch,ShooterState,LoopTime,IsLevel,IsAutoTargeting,LeftMotorOutput,RightMotorOutput,IsHaloDrive,NavXVelocityX,NavXVelocityY,NavXVelocityZ,NavXDisplacementX,NavXDisplacementY,NavXDisplacementZ,NavXAccelerationX,NavXAccelerationY,NavXAccelerationZ,AutoDefendState,AngeMotorState
06:35:15.236 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,-36.328125,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.930000,0.840000,1.420000,1.000000,103.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,-0.004000,-0.003000,0.019000,FlatInitial,ResetForward
06:35:15.337 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,30.761719,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.920000,0.850000,1.430000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.000000,0.012000,FlatInitial,ResetForward
06:35:15.437 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,37.060547,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.920000,0.850000,1.420000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.000000,0.013000,FlatInitial,ResetForward
06:35:15.538 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,27.099609,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.920000,0.850000,1.420000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.001000,0.001000,0.014000,FlatInitial,ResetForward
06:35:15.638 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,7.177734,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.930000,0.850000,1.420000,1.000000,103.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,-0.003000,-0.003000,0.011000,FlatInitial,ResetForward
06:35:15.738 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.930000,0.860000,1.430000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.001000,0.014000,FlatInitial,ResetForward
06:35:15.838 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.930000,0.850000,1.430000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,-0.001000,0.012000,FlatInitial,ResetForward
06:35:15.939 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.930000,0.850000,1.430000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,-0.005000,-0.002000,0.012000,FlatInitial,ResetForward
06:35:16.039 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.930000,0.850000,1.420000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.000000,0.015000,FlatInitial,ResetForward
06:35:16.140 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.930000,0.850000,1.420000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,-0.001000,0.011000,FlatInitial,ResetForward
06:35:16.239 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.930000,0.860000,1.430000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,-0.001000,0.001000,0.009000,FlatInitial,ResetForward
06:35:16.340 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.930000,0.850000,1.420000,1.000000,104.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.000000,0.015000,FlatInitial,ResetForward
06:35:16.439 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.920000,0.860000,1.420000,1.000000,100.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,-0.002000,0.001000,0.012000,FlatInitial,ResetForward
06:35:16.540 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.920000,0.860000,1.420000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,-0.001000,0.000000,0.012000,FlatInitial,ResetForward
06:35:16.641 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.920000,0.860000,1.420000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.000000,0.011000,FlatInitial,ResetForward
06:35:16.742 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.920000,0.860000,1.420000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,-0.001000,0.002000,0.012000,FlatInitial,ResetForward
06:35:16.841 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.920000,0.860000,1.420000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,-0.001000,-0.001000,0.013000,FlatInitial,ResetForward
06:35:16.941 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.920000,0.850000,1.410000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,-0.001000,0.009000,FlatInitial,ResetForward
06:35:17.042 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.920000,0.860000,1.420000,1.000000,104.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,-0.002000,0.000000,0.009000,FlatInitial,ResetForward
06:35:17.143 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.920000,0.860000,1.420000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.000000,0.013000,FlatInitial,ResetForward
06:35:17.243 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.920000,0.850000,1.410000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.000000,0.007000,FlatInitial,ResetForward
06:35:17.343 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.920000,0.860000,1.420000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,-0.003000,0.002000,0.017000,FlatInitial,ResetForward
06:35:17.443 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.920000,0.860000,1.410000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.001000,-0.001000,0.012000,FlatInitial,ResetForward
06:35:17.544 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.920000,0.860000,1.420000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,-0.003000,0.000000,0.011000,FlatInitial,ResetForward
06:35:17.645 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.920000,0.860000,1.410000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.000000,0.011000,FlatInitial,ResetForward
06:35:17.746 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.920000,0.870000,1.410000,1.000000,103.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,-0.001000,0.011000,FlatInitial,ResetForward
06:35:17.846 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.920000,0.860000,1.410000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.000000,0.018000,FlatInitial,ResetForward
06:35:17.947 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.920000,0.860000,1.410000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.002000,0.012000,FlatInitial,ResetForward
06:35:18.046 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.920000,0.860000,1.410000,1.000000,104.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,-0.002000,0.011000,FlatInitial,ResetForward
06:35:18.146 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.920000,0.860000,1.410000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.001000,0.001000,0.013000,FlatInitial,ResetForward
06:35:18.247 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.920000,0.860000,1.410000,1.000000,103.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.000000,0.010000,FlatInitial,ResetForward
06:35:18.348 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.920000,0.860000,1.410000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.000000,0.014000,FlatInitial,ResetForward
06:35:18.449 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.920000,0.870000,1.420000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.001000,0.014000,FlatInitial,ResetForward
06:35:18.549 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.920000,0.870000,1.420000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.000000,0.014000,FlatInitial,ResetForward
06:35:18.648 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.920000,0.870000,1.420000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.000000,0.012000,FlatInitial,ResetForward
06:35:18.748 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.920000,0.870000,1.420000,1.000000,103.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.000000,0.010000,FlatInitial,ResetForward
06:35:18.848 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.920000,0.870000,1.420000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,-0.001000,0.015000,FlatInitial,ResetForward
06:35:18.949 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.920000,0.860000,1.410000,1.000000,103.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.000000,0.009000,FlatInitial,ResetForward
06:35:19.050 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.920000,0.860000,1.410000,1.000000,103.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,-0.001000,-0.001000,0.016000,FlatInitial,ResetForward
06:35:19.151 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.920000,0.860000,1.410000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.001000,0.000000,0.013000,FlatInitial,ResetForward
06:35:19.252 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.920000,0.860000,1.410000,1.000000,103.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.000000,0.012000,FlatInitial,ResetForward
06:35:19.352 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.920000,0.860000,1.420000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,-0.001000,0.012000,FlatInitial,ResetForward
06:35:19.452 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.920000,0.860000,1.410000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,-0.001000,0.013000,FlatInitial,ResetForward
06:35:19.553 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.920000,0.860000,1.410000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.001000,-0.001000,0.013000,FlatInitial,ResetForward
06:35:19.654 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.860000,1.410000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.001000,0.015000,FlatInitial,ResetForward
06:35:19.755 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.870000,1.420000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.000000,0.011000,FlatInitial,ResetForward
06:35:19.856 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.860000,1.410000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.000000,0.019000,FlatInitial,ResetForward
06:35:19.956 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.860000,1.410000,1.000000,103.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.001000,0.013000,FlatInitial,ResetForward
06:35:20.056 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.920000,0.860000,1.410000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.000000,0.011000,FlatInitial,ResetForward
06:35:20.156 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.920000,0.860000,1.410000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.000000,0.015000,FlatInitial,ResetForward
06:35:20.256 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.920000,0.870000,1.420000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,-0.001000,0.009000,FlatInitial,ResetForward
06:35:20.356 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.870000,1.420000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.001000,0.000000,0.015000,FlatInitial,ResetForward
06:35:20.456 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.870000,1.420000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,-0.001000,0.000000,0.012000,FlatInitial,ResetForward
06:35:20.556 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.870000,1.420000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.001000,-0.001000,0.015000,FlatInitial,ResetForward
06:35:20.657 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.870000,1.420000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.001000,-0.001000,0.013000,FlatInitial,ResetForward
06:35:20.758 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.860000,1.410000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,-0.001000,-0.002000,0.016000,FlatInitial,ResetForward
06:35:20.857 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.860000,1.420000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.000000,0.012000,FlatInitial,ResetForward
06:35:20.958 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.860000,1.420000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.002000,0.000000,0.013000,FlatInitial,ResetForward
06:35:21.059 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.850000,1.420000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.001000,0.000000,0.013000,FlatInitial,ResetForward
06:35:21.160 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.860000,1.430000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,-0.001000,0.010000,FlatInitial,ResetForward
06:35:21.261 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.860000,1.430000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.000000,0.012000,FlatInitial,ResetForward
06:35:21.361 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.860000,1.430000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.000000,0.012000,FlatInitial,ResetForward
06:35:21.462 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.860000,1.430000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,-0.001000,0.009000,FlatInitial,ResetForward
06:35:21.562 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.860000,1.430000,1.000000,103.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.003000,0.001000,0.015000,FlatInitial,ResetForward
06:35:21.663 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.860000,1.430000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,-0.001000,0.019000,FlatInitial,ResetForward
06:35:21.763 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.870000,1.430000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,-0.002000,0.013000,FlatInitial,ResetForward
06:35:21.864 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.860000,1.430000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,-0.001000,-0.001000,0.009000,FlatInitial,ResetForward
06:35:21.965 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.860000,1.430000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,-0.002000,0.002000,0.010000,FlatInitial,ResetForward
06:35:22.065 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.860000,1.420000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,-0.002000,0.000000,0.016000,FlatInitial,ResetForward
06:35:22.166 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.860000,1.430000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.000000,0.016000,FlatInitial,ResetForward
06:35:22.267 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.860000,1.430000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,-0.001000,0.012000,FlatInitial,ResetForward
06:35:22.368 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.860000,1.430000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.001000,-0.002000,0.012000,FlatInitial,ResetForward
06:35:22.468 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.870000,1.430000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,-0.001000,0.011000,FlatInitial,ResetForward
06:35:22.571 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.870000,1.430000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.001000,0.013000,FlatInitial,ResetForward
06:35:22.672 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.870000,1.430000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.002000,-0.001000,0.013000,FlatInitial,ResetForward
06:35:22.772 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.870000,1.430000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.001000,0.013000,FlatInitial,ResetForward
06:35:22.872 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.870000,1.430000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.000000,0.014000,FlatInitial,ResetForward
