Time,RobotMode,AutoToRun,ErrorStatus, ErrorCode,ErrorSource,ActualRPM1,ActualRPM2,DesiredRPM1,DesiredRPM2,ControlMode1,ControlMode2,NavXYaw,NavXRoll,NavXPitch,ShooterState,LoopTime,IsLevel,IsAutoTargeting,LeftMotorOutput,RightMotorOutput,IsHaloDrive,NavXVelocityX,NavXVelocityY,NavXVelocityZ,NavXDisplacementX,NavXDisplacementY,NavXDisplacementZ,NavXAccelerationX,NavXAccelerationY,NavXAccelerationZ,AutoDefendState,AngeMotorState
06:35:07.606 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,153.880000,0.890000,1.330000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,0.083939,0.080261,0.000000,-0.001000,0.001000,0.013000,FlatInitial,ResetForward
06:35:07.706 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.146484,0.000000,-6000.000000,-6000.000000,Speed,Speed,153.880000,0.890000,1.330000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,0.083939,0.080261,0.000000,0.000000,0.001000,0.013000,FlatInitial,ResetForward
06:35:07.807 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,153.890000,0.890000,1.330000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,0.083939,0.080261,0.000000,0.000000,0.000000,0.013000,FlatInitial,ResetForward
06:35:07.907 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,153.890000,0.880000,1.330000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,0.083939,0.080261,0.000000,-0.002000,-0.003000,0.010000,FlatInitial,ResetForward
06:35:08.007 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,153.890000,0.880000,1.330000,1.000000,103.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,0.083939,0.080261,0.000000,0.000000,0.001000,0.014000,FlatInitial,ResetForward
06:35:08.108 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,153.890000,0.880000,1.330000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,0.083939,0.080261,0.000000,0.000000,0.000000,0.013000,FlatInitial,ResetForward
06:35:08.209 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,153.890000,0.880000,1.330000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,0.083939,0.080261,0.000000,0.000000,0.001000,0.014000,FlatInitial,ResetForward
06:35:08.309 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,153.890000,0.880000,1.330000,1.000000,104.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,0.083939,0.080261,0.000000,0.000000,0.002000,0.012000,FlatInitial,ResetForward
06:35:08.410 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,153.890000,0.870000,1.320000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,0.083939,0.080261,0.000000,0.000000,0.000000,0.016000,FlatInitial,ResetForward
06:35:08.510 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,153.900000,0.870000,1.320000,1.000000,103.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,0.083939,0.080261,0.000000,0.002000,-0.001000,0.019000,FlatInitial,ResetForward
06:35:08.610 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,153.900000,0.880000,1.330000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,0.083939,0.080261,0.000000,0.000000,-0.002000,0.009000,FlatInitial,ResetForward
06:35:08.710 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,153.900000,0.870000,1.320000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,0.083939,0.080261,0.000000,0.000000,0.000000,0.012000,FlatInitial,ResetForward
06:35:08.812 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,153.900000,0.870000,1.320000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,0.083939,0.080261,0.000000,0.000000,0.000000,0.014000,FlatInitial,ResetForward
06:35:08.912 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,153.900000,0.870000,1.320000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,0.083939,0.080261,0.000000,0.000000,-0.001000,0.011000,FlatInitial,ResetForward
06:35:09.012 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,153.910000,0.880000,1.330000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,0.083939,0.080261,0.000000,0.000000,-0.002000,0.011000,FlatInitial,ResetForward
06:35:09.112 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,153.910000,0.880000,1.330000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,0.083939,0.080261,0.000000,-0.001000,-0.001000,0.012000,FlatInitial,ResetForward
06:35:09.212 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,153.910000,0.890000,1.330000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,0.083939,0.080261,0.000000,0.000000,-0.001000,0.012000,FlatInitial,ResetForward
06:35:09.312 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,153.910000,0.880000,1.330000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,0.083939,0.080261,0.000000,0.000000,-0.002000,0.011000,FlatInitial,ResetForward
06:35:09.413 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,153.910000,0.880000,1.330000,1.000000,100.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,0.083939,0.080261,0.000000,-0.001000,0.002000,0.017000,FlatInitial,ResetForward
06:35:09.514 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,153.910000,0.880000,1.330000,1.000000,103.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,0.083939,0.080261,0.000000,-0.001000,-0.002000,0.014000,FlatInitial,ResetForward
06:35:09.615 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,153.910000,0.890000,1.330000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,0.083939,0.080261,0.000000,-0.002000,0.000000,0.014000,FlatInitial,ResetForward
06:35:09.715 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,153.910000,0.890000,1.330000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,0.083939,0.080261,0.000000,0.000000,0.002000,0.014000,FlatInitial,ResetForward
06:35:09.815 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,153.910000,0.890000,1.330000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,0.083939,0.080261,0.000000,0.000000,0.000000,0.010000,FlatInitial,ResetForward
06:35:09.915 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,153.910000,0.890000,1.340000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,0.083939,0.080261,0.000000,-0.001000,0.001000,0.011000,FlatInitial,ResetForward
06:35:10.016 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,153.910000,0.890000,1.340000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,0.083939,0.080261,0.000000,0.001000,0.001000,0.009000,FlatInitial,ResetForward
06:35:10.116 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,153.910000,0.890000,1.340000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,0.083939,0.080261,0.000000,0.000000,0.000000,0.013000,FlatInitial,ResetForward
06:35:10.217 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,153.910000,0.890000,1.350000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,0.083939,0.080261,0.000000,0.000000,-0.001000,0.013000,FlatInitial,ResetForward
06:35:10.317 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,153.910000,0.890000,1.340000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,0.083939,0.080261,0.000000,0.000000,0.000000,0.017000,FlatInitial,ResetForward
06:35:10.417 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,153.910000,0.890000,1.330000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,0.083939,0.080261,0.000000,-0.004000,0.001000,0.014000,FlatInitial,ResetForward
06:35:10.516 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,153.910000,0.890000,1.330000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,0.083939,0.080261,0.000000,0.001000,0.000000,0.013000,FlatInitial,ResetForward
06:35:10.616 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,153.910000,0.890000,1.330000,1.000000,103.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,0.083939,0.080261,0.000000,-0.002000,0.001000,0.015000,FlatInitial,ResetForward
06:35:10.717 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,153.910000,0.890000,1.330000,1.000000,100.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,0.083939,0.080261,0.000000,0.000000,0.000000,0.015000,FlatInitial,ResetForward
06:35:10.816 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,153.920000,0.890000,1.330000,1.000000,103.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,0.083939,0.080261,0.000000,0.000000,0.000000,0.011000,FlatInitial,ResetForward
06:35:10.917 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,153.920000,0.890000,1.340000,1.000000,104.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,0.083939,0.080261,0.000000,0.001000,0.000000,0.012000,FlatInitial,ResetForward
06:35:11.018 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,153.920000,0.890000,1.330000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,0.083939,0.080261,0.000000,0.000000,0.001000,0.009000,FlatInitial,ResetForward
06:35:11.119 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-83.056641,138.720703,-6000.000000,-6000.000000,Speed,Speed,154.630000,0.680000,2.370000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.117020,-0.159729,0.000000,0.087250,0.075317,0.000000,-0.022000,0.101000,0.192000,FlatInitial,ResetForward
06:35:11.218 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-1403.613281,1247.900391,-6000.000000,-6000.000000,Speed,Speed,160.370000,-0.220000,0.930000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.115707,-0.094757,0.000000,0.091156,0.071808,0.000000,0.009000,0.087000,-0.197000,FlatInitial,ResetForward
06:35:11.319 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-3020.507812,2894.238281,-6000.000000,-6000.000000,Speed,Speed,170.070000,-0.640000,1.730000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.212784,-0.168823,0.000000,0.099915,0.065018,0.000000,0.128000,-0.038000,0.000000,FlatInitial,ResetForward
06:35:11.420 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-4301.806641,4211.132812,-6000.000000,-6000.000000,Speed,Speed,-176.520000,-1.030000,2.540000,1.000000,103.000000,1,0,-0.527559,0.527559,1,0.240662,-0.330688,0.000000,0.115082,0.049484,0.000000,0.048000,-0.218000,0.149000,FlatInitial,ResetForward
06:35:11.521 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5157.421875,5139.843750,-6000.000000,-6000.000000,Speed,Speed,-156.290000,-1.470000,2.060000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.206085,-0.513382,0.000000,0.126434,0.027588,0.000000,-0.070000,-0.188000,-0.018000,FlatInitial,ResetForward
06:35:11.621 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5533.007812,5524.218750,-6000.000000,-6000.000000,Speed,Speed,-135.720000,-1.730000,2.730000,1.000000,103.000000,1,0,-0.527559,0.527559,1,-0.050720,-0.646912,0.000000,0.129623,-0.002731,0.000000,-0.334000,-0.069000,0.031000,FlatInitial,ResetForward
06:35:11.721 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5640.234375,5609.179688,-6000.000000,-6000.000000,Speed,Speed,-112.240000,-2.000000,2.660000,1.000000,100.000000,1,0,-0.527559,0.527559,1,-0.382416,-0.011490,0.000000,0.117630,-0.022903,0.000000,-0.428000,-0.107000,0.197000,FlatInitial,ResetForward
06:35:11.822 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5704.101562,5654.296875,-6000.000000,-6000.000000,Speed,Speed,-86.520000,-2.130000,2.830000,1.000000,101.000000,1,0,-0.527559,0.527559,1,-0.756729,0.106964,0.000000,0.086807,-0.020798,0.000000,-0.330000,0.315000,-0.133000,FlatInitial,ResetForward
06:35:11.922 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5797.265625,5726.953125,-6000.000000,-6000.000000,Speed,Speed,-59.030000,-2.180000,3.340000,1.000000,102.000000,1,0,-0.527559,0.527559,1,-1.022720,0.511734,0.000000,0.039902,-0.004074,0.000000,-0.181000,0.530000,0.028000,FlatInitial,ResetForward
06:35:12.022 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5868.164062,5841.796875,-6000.000000,-6000.000000,Speed,Speed,-30.390000,-2.180000,3.380000,1.000000,104.000000,1,0,-0.527559,0.527559,1,-1.033371,1.020859,0.000000,-0.013092,0.036530,0.000000,0.125000,0.546000,-0.047000,FlatInitial,ResetForward
06:35:12.122 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5937.890625,5933.789062,-6000.000000,-6000.000000,Speed,Speed,-0.810000,-2.270000,3.450000,1.000000,101.000000,1,0,-0.527559,0.527559,1,-0.859131,1.487732,0.000000,-0.060196,0.101974,0.000000,0.250000,0.400000,-0.067000,FlatInitial,ResetForward
06:35:12.223 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5973.632812,5981.835938,-6000.000000,-6000.000000,Speed,Speed,29.440000,-2.550000,3.800000,1.000000,101.000000,1,0,-0.527559,0.527559,1,-0.428787,1.847061,0.000000,-0.090637,0.188141,0.000000,0.542000,0.266000,0.090000,FlatInitial,ResetForward
06:35:12.323 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5991.796875,6001.757812,-6000.000000,-6000.000000,Speed,Speed,60.190000,-2.870000,4.050000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.140213,1.895355,0.000000,-0.094925,0.283127,0.000000,0.604000,-0.104000,-0.002000,FlatInitial,ResetForward
06:35:12.423 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6006.445312,6012.890625,-6000.000000,-6000.000000,Speed,Speed,91.390000,-3.170000,3.980000,1.000000,100.000000,1,0,-0.527559,0.527559,1,0.668228,1.617050,0.000000,-0.071686,0.370605,0.000000,0.500000,-0.446000,-0.036000,FlatInitial,ResetForward
06:35:12.523 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6022.265625,6016.406250,-6000.000000,-6000.000000,Speed,Speed,122.950000,-3.540000,4.000000,1.000000,103.000000,1,0,-0.527559,0.527559,1,0.983414,1.105621,0.000000,-0.027588,0.436813,0.000000,0.050000,-0.660000,-0.127000,FlatInitial,ResetForward
06:35:12.623 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6032.226562,6018.164062,-6000.000000,-6000.000000,Speed,Speed,154.840000,-3.490000,3.670000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.940155,0.461456,0.000000,0.021835,0.472839,0.000000,-0.382000,-0.599000,0.076000,FlatInitial,ResetForward
06:35:12.724 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6029.882812,6018.750000,-6000.000000,-6000.000000,Speed,Speed,-173.170000,-3.280000,3.140000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.539673,-0.065445,0.000000,0.057373,0.478912,0.000000,-0.561000,-0.318000,-0.105000,FlatInitial,ResetForward
06:35:12.824 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6022.851562,6007.617188,-6000.000000,-6000.000000,Speed,Speed,-141.490000,-2.940000,3.360000,1.000000,101.000000,1,0,-0.527559,0.527559,1,-0.034744,-0.305664,0.000000,0.067612,0.467133,0.000000,-0.681000,0.076000,-0.102000,FlatInitial,ResetForward
06:35:12.925 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6020.507812,5999.414062,-6000.000000,-6000.000000,Speed,Speed,-109.790000,-2.390000,3.740000,1.000000,100.000000,1,0,-0.527559,0.527559,1,-0.652161,-0.159363,0.000000,0.047134,0.454895,0.000000,-0.518000,0.298000,-0.050000,FlatInitial,ResetForward
06:35:13.026 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6023.437500,6001.171875,-6000.000000,-6000.000000,Speed,Speed,-71.160000,-2.130000,3.610000,1.000000,101.000000,1,0,-0.527559,0.527559,1,-1.096924,0.216125,0.000000,0.000198,0.457031,0.000000,-0.236000,0.540000,-0.210000,FlatInitial,ResetForward
06:35:13.127 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6020.507812,6004.101562,-6000.000000,-6000.000000,Speed,Speed,-45.570000,-2.060000,4.320000,1.000000,101.000000,1,0,-0.527559,0.527559,1,-1.246460,0.968094,0.000000,-0.073761,0.495224,0.000000,0.161000,0.665000,-0.021000,FlatInitial,ResetForward
06:35:13.227 PM 02/16/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6016.992188,6004.687500,-6000.000000,-6000.000000,Speed,Speed,-13.500000,-2.050000,4.830000,1.000000,102.000000,1,0,-0.527559,0.527559,1,-0.997589,1.529419,0.000000,-0.128983,0.561554,0.000000,0.403000,0.394000,0.067000,FlatInitial,ResetForward
06:35:13.328 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,-5989.453125,5962.500000,-6000.000000,-6000.000000,Speed,Speed,18.730000,-2.430000,4.320000,1.000000,107.000000,1,0,-0.527559,0.527559,1,-0.333939,1.835510,0.000000,-0.161270,0.648895,0.000000,0.815000,0.010000,-0.372000,FlatInitial,ResetForward
06:35:13.428 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,-5646.679688,5446.875000,-6000.000000,-6000.000000,Speed,Speed,48.720000,-1.140000,4.690000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.162674,1.428909,0.000000,-0.161575,0.729599,0.000000,0.815000,0.010000,-0.372000,FlatInitial,ResetForward
06:35:13.529 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,-5183.203125,4724.707031,-6000.000000,-6000.000000,Speed,Speed,64.510000,-0.560000,3.560000,1.000000,103.000000,1,0,-0.527559,0.527559,1,0.305252,1.134323,0.000000,-0.147232,0.792114,0.000000,0.324000,-0.384000,-0.203000,FlatInitial,ResetForward
06:35:13.631 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,-4824.609375,4030.957031,-6000.000000,-6000.000000,Speed,Speed,74.280000,-0.070000,2.350000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.288284,0.926788,0.000000,-0.132599,0.843445,0.000000,-0.129000,-0.284000,-0.022000,FlatInitial,ResetForward
06:35:13.731 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,-4380.029297,3496.289062,-6000.000000,-6000.000000,Speed,Speed,79.920000,0.420000,2.480000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.222549,0.734222,0.000000,-0.119644,0.882782,0.000000,-0.134000,-0.096000,0.077000,FlatInitial,ResetForward
06:35:13.831 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,-3945.849609,2857.910156,-6000.000000,-6000.000000,Speed,Speed,83.030000,0.300000,1.880000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.185257,0.766174,0.000000,-0.110107,0.920227,0.000000,-0.134000,-0.096000,0.077000,FlatInitial,ResetForward
06:35:13.931 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,-3519.726562,2254.541016,-6000.000000,-6000.000000,Speed,Speed,84.900000,0.780000,1.790000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.185730,0.654465,0.000000,-0.100510,0.954514,0.000000,-0.066000,0.049000,0.096000,FlatInitial,ResetForward
06:35:14.031 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,-3108.544922,1689.550781,-6000.000000,-6000.000000,Speed,Speed,85.370000,0.750000,1.380000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.088379,0.642380,0.000000,-0.094269,0.987091,0.000000,-0.066000,0.049000,0.096000,FlatInitial,ResetForward
06:35:14.131 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,-2792.578125,1689.550781,-6000.000000,-6000.000000,Speed,Speed,85.060000,0.890000,1.310000,1.000000,102.000000,1,0,-0.527559,0.527559,1,-0.003143,0.612991,0.000000,-0.094360,1.017975,0.000000,-0.018000,0.021000,-0.036000,FlatInitial,ResetForward
06:35:14.231 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,-2792.578125,1174.365234,-6000.000000,-6000.000000,Speed,Speed,84.890000,0.800000,1.420000,1.000000,102.000000,1,0,-0.527559,0.527559,1,-0.003143,0.612991,0.000000,-0.094360,1.017975,0.000000,0.012000,0.052000,0.002000,FlatInitial,ResetForward
06:35:14.331 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,-2050.195312,806.542969,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.800000,1.380000,1.000000,100.000000,1,0,-0.527559,0.527559,1,0.000000,0.009628,0.000000,-0.094360,1.062149,0.000000,0.024000,-0.024000,0.020000,FlatInitial,ResetForward
06:35:14.431 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,-2050.195312,422.314453,-6000.000000,-6000.000000,Speed,Speed,84.930000,0.840000,1.420000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.009628,0.000000,-0.094360,1.062149,0.000000,0.003000,0.028000,0.021000,FlatInitial,ResetForward
06:35:14.532 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,-1709.179688,118.212891,-6000.000000,-6000.000000,Speed,Speed,84.950000,0.810000,1.400000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,-0.017075,0.000000,-0.094360,1.061981,0.000000,0.000000,0.028000,0.032000,FlatInitial,ResetForward
06:35:14.631 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,-1386.035156,2.929688,-6000.000000,-6000.000000,Speed,Speed,84.950000,0.810000,1.400000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.005432,0.000000,0.000000,-0.094208,1.061569,0.000000,0.016000,-0.016000,0.018000,FlatInitial,ResetForward
06:35:14.732 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,-1087.060547,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.930000,0.840000,1.440000,1.000000,105.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,-0.003000,0.007000,0.027000,FlatInitial,ResetForward
06:35:14.833 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,-809.326172,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.930000,0.820000,1.420000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,-0.004000,0.000000,0.008000,FlatInitial,ResetForward
06:35:14.935 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,-565.576172,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.930000,0.830000,1.430000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,-0.009000,-0.007000,0.030000,FlatInitial,ResetForward
06:35:15.035 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,-397.998047,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.920000,0.840000,1.430000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,-0.001000,0.000000,0.006000,FlatInitial,ResetForward
06:35:15.136 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,-232.177734,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.930000,0.840000,1.420000,1.000000,103.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.004000,0.004000,0.018000,FlatInitial,ResetForward
